freq,c_dest,purpose,duration,wstatus,unit,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,DOM,PER,N_GE1,EDUC,NR,AT	1014030 	1244714 	1024794 	874177 	1195509 	1011928 	1100283 	1318286 	952791 	1071981 	1346648 	1238155 	1292585 
A,DOM,PER,N_GE1,EDUC,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	528778 	386479 	360983 	432003 
A,DOM,PER,N_GE1,EDUC,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	349591 	337047 	429388 	393690 
A,DOM,PER,N_GE1,EDUC,NR,DK	: 	: 	: 	: 	: 	: 	: 	3666305 	3754487 	2351840 	2213705 	1975631 	2850981 
A,DOM,PER,N_GE1,EDUC,NR,EE	132577 	166390 	341996 	226106 	255758 	350583 	451770 	377429 	191964 	255801 	253954 	293252 	399797 
A,DOM,PER,N_GE1,EDUC,NR,ES	14520204 	14843695 	13936703 	10528916 b	13527807 	14193457 	13743091 	12895815 	9328360 	13603219 	11079654 	8231595 	11820870 
A,DOM,PER,N_GE1,EDUC,NR,FI	4952844 	4185078 	4208601 	4230759 	4074962 	4318202 	4421659 	3865949 	3199568 	4244632 	3471029 	2690497 	2862761 
A,DOM,PER,N_GE1,EDUC,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	9187883 	9558477 	11371817 	23664287 	18966762 
A,DOM,PER,N_GE1,EDUC,NR,HR	: 	: 	918610 	507557 	: 	430470 	: 	381053 	296593 	: 	: 	: 	: 
A,DOM,PER,N_GE1,EDUC,NR,HU	: 	: 	: 	1066060 	1203785 	1115404 	1175971 	1250604 	761743 	: 	: 	: 	: 
A,DOM,PER,N_GE1,EDUC,NR,LU	21460 u	: 	: 	: 	: 	: 	: 	8238 u	: 	: 	: 	: 	: 
A,DOM,PER,N_GE1,EDUC,NR,LV	380027 	310386 	260210 	205500 	304660 	212915 	217444 	208788 	95108 u	229371 	195190 	196072 	200714 
A,DOM,PER,N_GE1,EDUC,NR,MK	: 	: 	: 	: 	: 	: 	: 	19390 	25503 	22938 	: 	: 	: 
A,DOM,PER,N_GE1,EDUC,NR,MT	: 	: 	: 	24647 	69720 	: 	: 	21339 	33043 	27582 	19078 	23085 	30302 
A,DOM,PER,N_GE1,EDUC,NR,NL	3449614 	3687660 	3045463 	2655835 	2916924 	3294247 	2432646 	2335835 	2107643 	4536117 	2635077 	2551705 	2798932 
A,DOM,PER,N_GE1,EDUC,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	776681 
A,DOM,PER,N_GE1,EDUC,NR,PT	984207 	1050089 	: 	1234156 	1137816 	369074 	1261066 	1540140 	1178766 	1204573 	1426324 	40279 	1547930 
A,DOM,PER,N_GE1,EDUC,NR,RO	2166478 	1927332 	1819180 	1593151 	1617371 	1780410 	1840516 	1773126 	1085557 	1664746 	1723276 	3920288 	3720155 
A,DOM,PER,N_GE1,EDUC,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE1,EDUC,NR,SI	278343 	317857 	261645 	128838 	172429 	: 	: 	: 	: 	354198 	277907 	456414 	392095 
A,DOM,PER,N_GE1,EMP,NR,AL	: 	: 	: 	: 	: 	1593347 	: 	2105601 	1416898 	: 	: 	: 	: 
A,DOM,PER,N_GE1,EMP,NR,AT	5429702 	5806834 	6108611 	5738341 	6275975 	6291358 	6860238 	6876088 	6341879 	6457528 	8659370 	7973631 	7841683 
A,DOM,PER,N_GE1,EMP,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	3613890 	2812755 	2922087 	2834333 
A,DOM,PER,N_GE1,EMP,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	2140577 	2494379 	2536855 	2707858 
A,DOM,PER,N_GE1,EMP,NR,DK	: 	: 	: 	: 	: 	: 	: 	9349747 	9022070 	7011611 	6196210 	5640135 	8248998 
A,DOM,PER,N_GE1,EMP,NR,EE	1133131 	1103124 	1449591 	1714284 	2071800 	2028611 	2830323 	2135138 	1397988 	1440656 	1758706 	2045057 	2107306 
A,DOM,PER,N_GE1,EMP,NR,ES	63266051 	60758852 	59565805 	67857024 b	71954060 	76372478 	78082155 	75367696 	41790620 	60496935 	73774999 	80374574 	74082248 
A,DOM,PER,N_GE1,EMP,NR,FI	14867001 	15599588 	14191268 	14295718 	14453234 	15039894 	14515709 	14948966 	12623900 	16307244 	14674771 	12721982 	13842846 
A,DOM,PER,N_GE1,EMP,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	89301802 	102735525 	105609210 	114990552 	110971084 
A,DOM,PER,N_GE1,EMP,NR,HR	: 	: 	2077701 	1762397 	: 	1406562 	: 	1897432 	1437928 	: 	: 	: 	: 
A,DOM,PER,N_GE1,EMP,NR,HU	: 	: 	: 	7245042 	6818801 	7222665 	7086090 	7080010 	4769092 	: 	: 	: 	: 
A,DOM,PER,N_GE1,EMP,NR,LU	13355 	: 	: 	: 	: 	: 	: 	12023 u	: 	: 	: 	: 	: 
A,DOM,PER,N_GE1,EMP,NR,LV	2335872 	1902349 	2183510 	1988530 	1991182 	2071089 	1804727 	1779500 	1003284 	1716413 	2026486 	2151178 	2287270 
A,DOM,PER,N_GE1,EMP,NR,MK	: 	: 	: 	: 	: 	: 	: 	87040 	143947 	129448 	: 	: 	: 
A,DOM,PER,N_GE1,EMP,NR,MT	: 	: 	: 	117746 	181827 	: 	: 	156678 	264261 	283317 	249526 	308456 	299645 
A,DOM,PER,N_GE1,EMP,NR,NL	14482818 	13044821 	12458655 	12521517 	12791275 	12741087 	12826663 	12767198 	12408308 	17729140 	11450513 	11705678 	11686355 
A,DOM,PER,N_GE1,EMP,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13310469 
A,DOM,PER,N_GE1,EMP,NR,PT	6663700 	5804540 	: 	7164957 	7437278 	2596886 	9114990 	9801502 	6693129 	7854219 	9560122 	214771 	9609184 
A,DOM,PER,N_GE1,EMP,NR,RO	10071405 	10822930 	10763524 	10107473 	10867310 	11041500 	11608765 	12092899 	8008247 	11339729 	11641741 	11820880 	11977655 
A,DOM,PER,N_GE1,EMP,NR,RS	: 	: 	: 	: 	: 	: 	529345 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE1,EMP,NR,SI	1092545 	1015056 	929331 	752290 	840086 	: 	: 	: 	: 	2017358 	1745772 	2047276 	2060404 
A,DOM,PER,N_GE1,INAC_OTH,NR,AL	: 	: 	: 	: 	: 	617431 	: 	920948 	580080 	: 	: 	: 	: 
A,DOM,PER,N_GE1,INAC_OTH,NR,AT	2460588 	2469812 	2325744 	2465389 	2446712 	2446014 	2498695 	2753697 	1859261 	1856074 	2558083 	3320474 	3546400 
A,DOM,PER,N_GE1,INAC_OTH,NR,BE	2485447 	2574641 	2202277 	3133218 	2820302 	2950834 b	3575837 	3885050 	3307409 	1019206 	1155939 	1167630 	1074933 
A,DOM,PER,N_GE1,INAC_OTH,NR,BG	3006110 	3259295 	3012004 	2430637 	2874771 	4570877 	4011329 	3696975 	2236618 	330383 	411875 	528445 	605541 
A,DOM,PER,N_GE1,INAC_OTH,NR,CH	6225061 	6820128 	6312438 	6068426 	5986118 	6378939 	6024762 	6157354 	6984066 	7329393 	6827685 	: 	: 
A,DOM,PER,N_GE1,INAC_OTH,NR,CY	1336115 	1263806 	1272010 	1281176 	1359130 	1383643 	1554102 	1615335 	1687270 	1859997 	1663520 	1534148 	1594579 
A,DOM,PER,N_GE1,INAC_OTH,NR,CZ	25986952 	24304012 	26196815 	23287272 	26055631 	28156048 	26333712 	26713605 	20410535 	22318665 	25512862 	19683158 	20935930 
A,DOM,PER,N_GE1,INAC_OTH,NR,DE	130076882 	130818258 	123741073 	135503132 	132778475 	121708947 	128567763 	129706082 	93113952 	111164786 	111744238 	122765534 	135358906 
A,DOM,PER,N_GE1,INAC_OTH,NR,DK	20437399 	22215862 b	22904453 	22821994 	20455167 	17083300 	9779548 	3532426 	3286306 	2494869 	2414781 	2552720 	3322609 
A,DOM,PER,N_GE1,INAC_OTH,NR,EE	227452 	221859 	381746 	370323 	424238 	428884 	546217 	488284 	250437 	277393 	288199 	412344 	464198 
A,DOM,PER,N_GE1,INAC_OTH,NR,EL	6257327 	4615278 	5340341 	4841429 	4590494 	5296423 	5523864 	4941570 	4331617 	4707635 	5801776 	5750698 	5974629 
A,DOM,PER,N_GE1,INAC_OTH,NR,ES	26660030 	26527531 	27321859 	24512330 b	26271168 	28821393 	29502190 	31274700 	14266123 	20397963 	25983234 	26184539 	29103800 
A,DOM,PER,N_GE1,INAC_OTH,NR,FI	6020172 	5616417 	5622279 	5805476 	6047126 	5841815 	5989147 	6043465 	4619593 	6111516 	5644381 	5371507 	6382952 
A,DOM,PER,N_GE1,INAC_OTH,NR,FR	181517827 	181318156 	181739243 	161944418 	158642404 	171703705 	169898972 	167416819 	39289312 	57516421 	64912236 	48254629 	45055744 
A,DOM,PER,N_GE1,INAC_OTH,NR,HR	5111093 	5350704 	936844 	768957 	2546275 	482531 	2773051 	652414 	367429 	3020049 	2896371 	3274482 	3585262 
A,DOM,PER,N_GE1,INAC_OTH,NR,HU	13990742 	11608394 	12258070 	3714180 	3521667 	3419680 	3332648 	3370675 	1780144 	8318439 	10387963 	10588615 	10614971 
A,DOM,PER,N_GE1,INAC_OTH,NR,IE	6108903 	6194266 	6450941 	6522160 	6828674 	7150319 	8131211 	8572179 	5842327 	4286713 	9997559 	9226521 	12932436 
A,DOM,PER,N_GE1,INAC_OTH,NR,IT	43131050 	36476703 	37222958 b	35319955 	42018881 	40828133 	47342452 	41739584 	26968451 	29920509 	35009014 	32460371 	29703874 
A,DOM,PER,N_GE1,INAC_OTH,NR,LT	2204661 	2271439 	2316241 	2321616 	2217373 	2204722 	2309271 	2455569 	2132238 	2724561 	3157715 	3432288 	4073211 
A,DOM,PER,N_GE1,INAC_OTH,NR,LU	5576 u	52594 	25440 	20128 	17905 u	32758 	35329 	7267 u	136492 	147815 	157817 	190008 	138916 
A,DOM,PER,N_GE1,INAC_OTH,NR,LV	629769 	548316 	538250 	512537 	508636 	451533 	415016 	397918 	169535 	318218 	432324 	395815 	438903 
A,DOM,PER,N_GE1,INAC_OTH,NR,ME	: 	: 	: 	: 	879042 	840169 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE1,INAC_OTH,NR,MK	: 	: 	: 	: 	: 	: 	: 	41878 	17805 	36531 	: 	: 	: 
A,DOM,PER,N_GE1,INAC_OTH,NR,MT	200378 	184940 	195981 b	54122 	47562 	253037 	238144 	44571 	50514 	59911 	84079 	90021 	87850 
A,DOM,PER,N_GE1,INAC_OTH,NR,NL	7542903 	6273954 	6392745 	6158631 	5855560 	6205582 	6222871 	7056716 	4836237 	7521899 	6078725 	6372814 	6113625 
A,DOM,PER,N_GE1,INAC_OTH,NR,NO	: 	9600572 	11665409 	10692386 	10819903 	11390699 	15715482 	: 	: 	18564384 	18378468 	17914864 	5165078 
A,DOM,PER,N_GE1,INAC_OTH,NR,PL	38586107 	38986942 	37125204 b	38594696 	42136806 	44283457 	46025075 	48286746 	37273362 	44842585 	49956185 	50248366 	50678415 
A,DOM,PER,N_GE1,INAC_OTH,NR,PT	3262963 	4795093 	12163810 	3717524 	3714309 	11317653 	3747086 	4574333 	2572153 	3316240 	3893410 	15757927 	3829285 
A,DOM,PER,N_GE1,INAC_OTH,NR,RO	3067531 	3113275 	3006687 	3161392 	3049416 	3227703 	3036367 	3230545 	1833687 	2908885 	2955858 	3212529 	2952585 
A,DOM,PER,N_GE1,INAC_OTH,NR,RS	: 	: 	: 	: 	: 	: 	143594 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE1,INAC_OTH,NR,SE	: 	: 	23883797 	27142419 	26794765 	30633391 	29456981 	30364188 	44202358 	45945943 	52335074 	: 	52895795 
A,DOM,PER,N_GE1,INAC_OTH,NR,SI	460332 	431996 	451711 	491448 	485805 	1720582 	1878491 	1590073 	1203862 	589786 	490102 	645561 	615242 
A,DOM,PER,N_GE1,INAC_OTH,NR,SK	3582368 	3838923 b	4090223 	4736851 	5824208 	6180313 	6894612 	7655585 	4161984 	4536024 	6755240 	7056757 	6867891 
A,DOM,PER,N_GE1,INAC_OTH,NR,UK	91533096 	89470707 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE1,UNE,NR,AL	: 	: 	: 	: 	: 	612822 	: 	686321 	532733 	: 	: 	: 	: 
A,DOM,PER,N_GE1,UNE,NR,AT	110873 u	160691 u	114014 u	119785 	145312 	99265 u	141361 	182689 	223420 	189918 	127813 	181679 	350514 
A,DOM,PER,N_GE1,UNE,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	69803 u	102905 u	119251 	87390 u
A,DOM,PER,N_GE1,UNE,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	85023 u	86362 u	84781 	116925 
A,DOM,PER,N_GE1,UNE,NR,DK	: 	: 	: 	: 	: 	: 	: 	222287 u	237434 u	200979 u	132344 u	144359 u	220341 u
A,DOM,PER,N_GE1,UNE,NR,EE	110782 u	65006 	82728 	71939 	74755 u	62299 u	125608 u	74535 u	105192 	86300 u	85430 u	122207 	118184 
A,DOM,PER,N_GE1,UNE,NR,ES	10638413 	11188519 	9434361 	15399225 b	13273898 	12564047 	10870013 	10928618 	6798069 	9098580 	8456116 	9317788 	9472468 
A,DOM,PER,N_GE1,UNE,NR,FI	931113 	1126413 	1186681 	1389248 	1353293 	1183758 	754336 	871945 	933736 	1069655 	764604 	598114 	904842 
A,DOM,PER,N_GE1,UNE,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	982660 	939902 	954993 	1712679 	1693783 
A,DOM,PER,N_GE1,UNE,NR,HR	: 	: 	690353 	548787 	: 	232630 	: 	368835 	254550 	: 	: 	: 	: 
A,DOM,PER,N_GE1,UNE,NR,HU	: 	: 	: 	275501 	234457 	114603 	93943 	71707 	79642 	: 	: 	: 	: 
A,DOM,PER,N_GE1,UNE,NR,LU	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,DOM,PER,N_GE1,UNE,NR,LV	290032 	253522 	190804 	178457 	213544 	124728 	92581 	80943 u	60839 u	95925 	111137 	110874 	98942 
A,DOM,PER,N_GE1,UNE,NR,MK	: 	: 	: 	: 	: 	: 	: 	16250 u	21247 u	17649 u	: 	: 	: 
A,DOM,PER,N_GE1,UNE,NR,MT	: 	: 	: 	4007 u	: u	: 	: 	4499 u	: u	: u	: u	7820 u	: u
A,DOM,PER,N_GE1,UNE,NR,NL	2050871 	1789490 	2033783 	1854679 	1912748 	892081 	745152 	842186 	688531 	612054 	341142 	309647 	467713 
A,DOM,PER,N_GE1,UNE,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	610655 
A,DOM,PER,N_GE1,UNE,NR,PT	934679 	1014181 	: 	854543 	873859 	224108 	789807 	591406 	512305 	598134 	708302 	13917 u	481001 
A,DOM,PER,N_GE1,UNE,NR,RO	333974 	359696 	243511 	196708 	181765 	158481 	91827 	90082 	87273 	139299 	93694 	136368 	135810 u
A,DOM,PER,N_GE1,UNE,NR,RS	: 	: 	: 	: 	: 	: 	97489 u	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE1,UNE,NR,SI	143680 	158063 	152429 	79460 u	120828 	: 	: 	: 	: 	87747 	53570 	102343 	50773 u
A,DOM,PER,N_GE4,ACT_INAC,NR,AL	: 	: 	: 	: 	: 	817709 	: 	1322403 	1029223 	: 	: 	: 	: 
A,DOM,PER,N_GE4,ACT_INAC,NR,AT	3238081 	3367242 	2863980 	2846079 	3181186 	3083908 	3239192 	3221655 	3089305 	2897550 	3192358 	3502607 	3662059 
A,DOM,PER,N_GE4,ACT_INAC,NR,BE	995566 	903854 	766495 	897547 	1121826 	775304 b	1106161 	1102619 	1087600 	1625452 	1141837 	1166687 	1312870 
A,DOM,PER,N_GE4,ACT_INAC,NR,BG	1064823 	1381584 	1156140 	1006342 	1278598 	1834030 	1676146 	1492168 	1028463 	1227874 	1362536 	1549462 	1558018 
A,DOM,PER,N_GE4,ACT_INAC,NR,CH	2319940 	2369686 	2319427 	2010130 	2149262 	2410578 	2291472 	2143244 	2909456 	2774031 	2556816 	: 	: 
A,DOM,PER,N_GE4,ACT_INAC,NR,CY	261551 	384003 	309224 	198583 	245017 	216533 	224623 	250335 	242378 	273506 	314339 	282240 	311942 
A,DOM,PER,N_GE4,ACT_INAC,NR,CZ	7358050 	7088929 	7668598 	7083940 	8353540 	8094409 	7835345 	8412181 	7635898 	7826064 	8058910 	6842330 	6447842 
A,DOM,PER,N_GE4,ACT_INAC,NR,DE	45168818 	43467984 	43631518 	45968688 	45674140 	42645426 	46177166 	45325032 	35668198 	40891962 	44460857 	44293272 	50445077 
A,DOM,PER,N_GE4,ACT_INAC,NR,DK	3094490 	3019456 b	3393261 	3325607 	3054951 	3245186 	3190998 	4431013 	4309731 	3314833 	2500824 	2377144 	3627572 
A,DOM,PER,N_GE4,ACT_INAC,NR,EE	249974 	169906 	208038 	234914 	227640 	271311 	269764 	282996 	214523 	275963 	228408 	267837 	276739 
A,DOM,PER,N_GE4,ACT_INAC,NR,EL	3598400 	3257822 	3743932 	3368900 	3253327 	3849885 	4002378 	3640871 	3168803 	3487009 	4159349 	4273260 	4542135 
A,DOM,PER,N_GE4,ACT_INAC,NR,ES	31545121 	31260305 	30078603 	30352536 b	32611128 	33510697 	33716170 	34367834 	21358205 	30047786 	33898367 	36283351 	35842122 
A,DOM,PER,N_GE4,ACT_INAC,NR,FI	5287791 	5307615 	5139179 	5220532 	5290481 	5187407 	5400499 	5098776 	6624827 	8079134 	6948967 	5973583 	6244581 
A,DOM,PER,N_GE4,ACT_INAC,NR,FR	80426993 	81626757 	81539693 	73210774 	71501223 	72691602 	73193812 	69333404 	62001693 	71005110 	73436013 	72051446 	70377690 
A,DOM,PER,N_GE4,ACT_INAC,NR,HR	2083001 	2181548 	1760512 	1728847 	1227558 	1319639 	1391216 	1546709 	1110206 	1516003 	1450291 	1587448 	1629581 
A,DOM,PER,N_GE4,ACT_INAC,NR,HU	3586431 	3325387 	3252244 	3122448 	2991367 	2904544 	3021043 	3057875 	2075907 	2281602 	2382535 	2650249 	2630369 
A,DOM,PER,N_GE4,ACT_INAC,NR,IE	1119309 	1208285 	1149419 	1110121 	1173003 	1163036 	1247749 	1366019 	1342302 	1037551 	1710603 	1465643 	1945637 
A,DOM,PER,N_GE4,ACT_INAC,NR,IT	20216232 	18860608 	17587158 b	16497475 	19061696 	19835759 	21648833 	20156416 	14328883 	17964225 	18473732 	17477200 	16590579 
A,DOM,PER,N_GE4,ACT_INAC,NR,LT	403672 	498683 	457199 	427391 	408127 	402804 	417063 	415343 	372606 	394624 	406100 	445942 	446910 
A,DOM,PER,N_GE4,ACT_INAC,NR,LU	: u	: u	: u	: u	: u	10218 u	7324 u	: u	25035 	31743 	39722 	37264 	33650 
A,DOM,PER,N_GE4,ACT_INAC,NR,LV	366324 	305039 	453263 	308269 	290329 	270690 	259357 	305764 	255514 	335647 	288651 	332774 	307876 
A,DOM,PER,N_GE4,ACT_INAC,NR,ME	: 	: 	: 	: 	351998 	297448 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,ACT_INAC,NR,MK	: 	: 	: 	: 	: 	: 	: 	81250 	62338 	81319 	: 	: 	: 
A,DOM,PER,N_GE4,ACT_INAC,NR,MT	34743 u	20752 u	30062 b	31217 	44005 	41975 	41349 	37324 	68811 	78688 	68271 	70844 	66073 
A,DOM,PER,N_GE4,ACT_INAC,NR,NL	7871127 	7256086 	6906134 	7033655 	7281709 	6961197 	6925630 	7347058 	7399772 	9357950 	6497383 	6509242 	6060346 
A,DOM,PER,N_GE4,ACT_INAC,NR,NO	: 	3033249 	3490660 	3194315 	3277948 	3556685 	3898331 	: 	: 	5963173 	5552230 	5370543 	5366619 
A,DOM,PER,N_GE4,ACT_INAC,NR,PL	15032150 	16215854 	14673119 b	15299138 	16702779 	17551165 	18342523 	19569016 	15673590 	19215642 	21196012 	20697049 	20922117 
A,DOM,PER,N_GE4,ACT_INAC,NR,PT	3188491 	3788130 	3134081 	3513351 	3298863 	3759005 	3752118 	4347103 	3733943 	4304310 	4295096 	4338859 	4257499 
A,DOM,PER,N_GE4,ACT_INAC,NR,RO	6020465 	5938718 	5572429 	5030781 	5264548 	5196424 	5626524 	6257983 	4023724 	5636061 	5681834 	6384219 	6778400 
A,DOM,PER,N_GE4,ACT_INAC,NR,RS	: 	: 	: 	: 	: 	: 	399476 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,ACT_INAC,NR,SE	: 	: 	6114335 	7013787 	6750288 	9968401 	8932419 	9621726 	11613878 	13062285 	14846249 	: 	13389922 
A,DOM,PER,N_GE4,ACT_INAC,NR,SI	370944 	354981 	323065 	324202 	364311 	303922 	318298 	341431 	397422 	639052 	532644 	520602 	517411 
A,DOM,PER,N_GE4,ACT_INAC,NR,SK	1691375 	1172396 b	1278502 	1419782 	1631163 	1740178 	2015181 	2406178 	1168896 	1336127 	1753475 	1951817 	1840321 
A,DOM,PER,N_GE4,ACT_INAC,NR,UK	25437073 	24543559 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,EDUC,NR,AL	: 	: 	: 	: 	: 	154842 	: 	142407 	157791 	: 	: 	: 	: 
A,DOM,PER,N_GE4,EDUC,NR,AT	340522 	432044 	313607 	253390 	373874 	271874 	328138 	343736 	351019 	304111 	326310 	292044 	358542 
A,DOM,PER,N_GE4,EDUC,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	243105 	127080 	128015 	160008 
A,DOM,PER,N_GE4,EDUC,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	175633 	132815 	219195 	123367 
A,DOM,PER,N_GE4,EDUC,NR,DK	: 	: 	: 	: 	: 	: 	: 	995423 	850655 	523360 	440998 	306764 u	612505 
A,DOM,PER,N_GE4,EDUC,NR,EE	: u	28090 u	36541 u	28502 u	: u	: u	: u	: u	: u	51729 u	: u	: u	53592 u
A,DOM,PER,N_GE4,EDUC,NR,ES	7108848 	7115621 	7056480 	3356622 b	3900257 	3829226 	3791882 	3552121 	2636821 	4307599 	3676418 	2840093 	3519070 
A,DOM,PER,N_GE4,EDUC,NR,FI	990819 	709023 	776863 	683168 	712853 	811049 	891034 	631485 	931336 	1113418 	842369 	659182 	702066 
A,DOM,PER,N_GE4,EDUC,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	3774165 	3273103 	3907240 	7973754 	6481241 
A,DOM,PER,N_GE4,EDUC,NR,HR	: 	: 	340163 	250503 	: 	227934 	: 	180445 	155346 	: 	: 	: 	: 
A,DOM,PER,N_GE4,EDUC,NR,HU	: 	: 	: 	245432 	327183 	291622 	292040 	293971 	242398 	: 	: 	: 	: 
A,DOM,PER,N_GE4,EDUC,NR,LU	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,EDUC,NR,LV	46084 u	48587 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PER,N_GE4,EDUC,NR,MK	: 	: 	: 	: 	: 	: 	: 	10933 u	9960 u	7819 u	: 	: 	: 
A,DOM,PER,N_GE4,EDUC,NR,MT	: 	: 	: 	4969 u	12670 u	: 	: 	2995 u	4942 u	7539 	3197 u	3956 u	8690 
A,DOM,PER,N_GE4,EDUC,NR,NL	649833 	750958 	511443 	475197 	572399 	676111 	521394 	540421 	560318 	906355 	652353 	544208 	625603 
A,DOM,PER,N_GE4,EDUC,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	206978 
A,DOM,PER,N_GE4,EDUC,NR,PT	335427 	353994 	: 	324401 	315196 	37531 	367668 	417915 	469877 	471275 	423952 	: u	485470 
A,DOM,PER,N_GE4,EDUC,NR,RO	1056314 	943852 	768760 	633980 	641178 	678047 	771892 	735404 	446672 	627316 	705139 	1604960 	1490307 
A,DOM,PER,N_GE4,EDUC,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,EDUC,NR,SI	30505 u	50400 u	21413 u	28944 u	32476 u	: 	: 	: 	: 	69286 	51848 	66856 	55933 
A,DOM,PER,N_GE4,EMP,NR,AL	: 	: 	: 	: 	: 	372185 	: 	625101 	491077 	: 	: 	: 	: 
A,DOM,PER,N_GE4,EMP,NR,AT	1760306 	1695463 	1551659 	1611404 	1823738 	1793394 	1788497 	1826242 	1910942 	1836631 	1859142 	1923763 	1930144 
A,DOM,PER,N_GE4,EMP,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	1029397 	547967 	619894 	679193 
A,DOM,PER,N_GE4,EMP,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	895281 	1001500 	1064955 	1124411 
A,DOM,PER,N_GE4,EMP,NR,DK	: 	: 	: 	: 	: 	: 	: 	2150084 	2370178 	1894626 	1385193 	1208756 	1807924 
A,DOM,PER,N_GE4,EMP,NR,EE	122970 	99126 	100891 	144049 	130663 	149856 	172715 	160240 	148181 	170931 	160488 	176762 	133054 
A,DOM,PER,N_GE4,EMP,NR,ES	13727717 	13105208 	12711060 	14670642 b	15671703 	16407027 	16612790 	16999467 	11290473 	15692790 	17964766 	20939523 	18793012 
A,DOM,PER,N_GE4,EMP,NR,FI	2483713 	2773520 	2556161 	2592679 	2575394 	2387641 	2711733 	2606053 	3470492 	4182283 	3675524 	3079546 	3065381 
A,DOM,PER,N_GE4,EMP,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	36932270 	39223801 	39252970 	39353960 	39972774 
A,DOM,PER,N_GE4,EMP,NR,HR	: 	: 	715728 	840377 	: 	704705 	: 	822528 	650092 	: 	: 	: 	: 
A,DOM,PER,N_GE4,EMP,NR,HU	: 	: 	: 	1606949 	1563522 	1504249 	1590915 	1647034 	1190421 	: 	: 	: 	: 
A,DOM,PER,N_GE4,EMP,NR,LU	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,EMP,NR,LV	174121 	114544 	284717 	156730 	131065 	155907 	140396 	183184 	140904 	189104 	149194 	196935 	184721 
A,DOM,PER,N_GE4,EMP,NR,MK	: 	: 	: 	: 	: 	: 	: 	36101 	39924 	46761 	: 	: 	: 
A,DOM,PER,N_GE4,EMP,NR,MT	: 	: 	: 	18154 	23441 	: 	: 	26081 	50938 	54516 	39700 	45493 	41072 
A,DOM,PER,N_GE4,EMP,NR,NL	3635303 	3335129 	3140138 	3299733 	3590269 	3433093 	3560685 	3585265 	4382584 	5031562 	3054986 	3006353 	2694929 
A,DOM,PER,N_GE4,EMP,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3148651 
A,DOM,PER,N_GE4,EMP,NR,PT	1521443 	1704074 	: 	1782322 	1712238 	228995 	2100317 	2300078 	2050158 	2422054 	2437036 	66419 	2399284 
A,DOM,PER,N_GE4,EMP,NR,RO	3852161 	3918088 	3819551 	3392363 	3724365 	3686787 	4012019 	4523345 	2918353 	4047766 	3976203 	3782264 	4311176 
A,DOM,PER,N_GE4,EMP,NR,RS	: 	: 	: 	: 	: 	: 	199754 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,EMP,NR,SI	175608 	161894 	150328 	124495 	167496 	: 	: 	: 	: 	350456 	298958 	241344 	248142 
