c_dest,purpose,duration,tra_mode,geo,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 ,2022 ,2023 ,2024 
DOM,PER,N1-3,BUS,PT,656994.0,461290.0,561113.0,474616.0,360157.0,458433.0,498877.0,460926.0,165205.0,213502.0,339698.0,544990.0,558995.0
DOM,PER,N1-3,BUS,RO,4354955.0,2625909.0,2628741.0,2146179.0,2372386.0,2426746.0,2229817.0,2037100.0,1001553.0,1357605.0,2039588.0,2193399.0,1728766.0
DOM,PER,N1-3,BUS,SK,315783.0,273567.0,443437.0,355342.0,380738.0,421655.0,342475.0,397201.0,194047.0,252577.0,366428.0,278819.0,239272.0
DOM,PER,N1-3,LAND,AT,5764155.0,6311140.0,6687035.0,6346720.0,6867620.0,6755009.0,7346442.0,7904281.0,6284896.0,6667725.0,9499556.0,9202732.0,9360709.0
DOM,PER,N1-3,LAND,BE,1489881.0,1670786.0,1435782.0,2235671.0,1696481.0,2171568.0,2469676.0,2782431.0,2219809.0,3594431.0,3316240.0,3403263.0,3113885.0
DOM,PER,N1-3,LAND,BG,1935275.0,1877711.0,1855864.0,1423228.0,1596173.0,2736847.0,2335183.0,2204807.0,1208155.0,1677700.0,1964634.0,2029031.0,2263836.0
DOM,PER,N1-3,LAND,CY,1074564.0,879804.0,962785.0,1082593.0,1114113.0,1167110.0,1329479.0,1365000.0,1444892.0,1586491.0,1349181.0,1251908.0,1282637.0
DOM,PER,N1-3,LAND,CZ,18611011.0,17204185.0,18520464.0,16203332.0,17691687.0,20061639.0,18480173.0,18295960.0,12774637.0,14486730.0,17439582.0,12840828.0,14471390.0
DOM,PER,N1-3,LAND,DE,83107784.0,85777719.0,78808100.0,88542490.0,85368512.0,77825545.0,81391098.0,83080234.0,57123112.0,69762473.0,66582769.0,77896952.0,84512807.0
DOM,PER,N1-3,LAND,DK,17036629.0,18780642.0,19170250.0,19278658.0,16900978.0,13447614.0,6395340.0,11780595.0,11592806.0,8351769.0,8102204.0,7673109.0,10623680.0
DOM,PER,N1-3,LAND,EA20,364339986.0,356736549.0,350354555.0,355040315.0,360104400.0,369437825.0,377332505.0,376292862.0,252768274.0,329418969.0,353141447.0,372023411.0,374899425.0
DOM,PER,N1-3,LAND,EE,1329657.0,1378042.0,2013242.0,2134036.0,2585014.0,2578652.0,3655738.0,2747310.0,1675402.0,1756498.0,2132790.0,2571067.0,2772809.0
DOM,PER,N1-3,LAND,EL,2392754.0,1181103.0,1333251.0,1262669.0,1132028.0,1215575.0,1245292.0,1065332.0,1035944.0,1049628.0,1280806.0,1263927.0,1185084.0
DOM,PER,N1-3,LAND,ES,81640743.0,80310766.0,78393277.0,85980704.0,90058273.0,95897482.0,95457995.0,92956244.0,49680814.0,71669636.0,82511073.0,84022925.0,84904457.0
DOM,PER,N1-3,LAND,EU27_2020,462737431.0,452977132.0,448314382.0,453324698.0,459862674.0,471543584.0,471177718.0,476322860.0,344051790.0,428015211.0,464524219.0,483373288.0,490286568.0
DOM,PER,N1-3,LAND,FI,21085738.0,20802063.0,19763330.0,20173206.0,20265324.0,20836347.0,19836489.0,20184699.0,14627253.0,19540079.0,17440794.0,15296077.0,17633842.0
DOM,PER,N1-3,LAND,FR,99944699.0,98606362.0,99195092.0,87631483.0,86161923.0,97538786.0,95303210.0,96585434.0,74440307.0,98019098.0,106721257.0,114437017.0,105017038.0
DOM,PER,N1-3,LAND,HR,2920614.0,3027976.0,2777160.0,1818176.0,1278759.0,1205780.0,1353554.0,1710035.0,1161636.0,1485883.0,1413286.0,1634696.0,1917503.0
DOM,PER,N1-3,LAND,HU,10395135.0,8278785.0,9002918.0,9175040.0,8787343.0,8966744.0,8665522.0,8712393.0,5312437.0,6026481.0,7999770.0,7934870.0,7983413.0
DOM,PER,N1-3,LAND,IE,4968563.0,4958932.0,5269825.0,5393145.0,5636119.0,5952275.0,6858520.0,7168054.0,4474289.0,3234071.0,8250572.0,7704434.0,10899595.0
DOM,PER,N1-3,LAND,IT,21826343.0,16765607.0,18903571.0,18051240.0,22084342.0,19404089.0,24296071.0,20435780.0,12121934.0,11424582.0,15276666.0,14114350.0,12386948.0
DOM,PER,N1-3,LAND,LT,1800988.0,1772756.0,1859041.0,1894224.0,1809246.0,1801918.0,1892208.0,2040226.0,1759632.0,2329937.0,2751614.0,2986346.0,3619782.0
DOM,PER,N1-3,LAND,LU,37316.0,48074.0,20175.0,11722.0,11417.0,22540.0,27114.0,23059.0,111457.0,116073.0,118096.0,152744.0,105266.0
DOM,PER,N1-3,LAND,LV,3264042.0,2709534.0,2719511.0,2575333.0,2725360.0,2588749.0,2250166.0,2160232.0,1068042.0,2021973.0,2474862.0,2518481.0,2714000.0
DOM,PER,N1-3,LAND,NL,19599720.0,17499898.0,16970516.0,16096690.0,16120149.0,16092038.0,15192489.0,15579752.0,12595859.0,20984679.0,13873333.0,14247170.0,14895145.0
DOM,PER,N1-3,LAND,PL,23318231.0,22721801.0,22406664.0,23224234.0,25359003.0,26665570.0,27609793.0,28650011.0,21569736.0,25587446.0,28678202.0,29485767.0,29684951.0
DOM,PER,N1-3,LAND,PT,8597475.0,8801470.0,8959088.0,9365311.0,9742437.0,10536247.0,10987342.0,12006710.0,7143469.0,8565776.0,11112080.0,11484198.0,10955949.0
DOM,PER,N1-3,LAND,RO,9609649.0,10235640.0,10097003.0,9886762.0,10272981.0,10926044.0,10875357.0,10879357.0,6954658.0,10330997.0,10705854.0,12665851.0,12000069.0
DOM,PER,N1-3,LAND,SI,1603955.0,1567992.0,1472051.0,1127833.0,1254237.0,1416660.0,1560193.0,1248643.0,806440.0,2410037.0,2034708.0,2730185.0,2598896.0
DOM,PER,N1-3,LAND,SK,1890993.0,2666527.0,2811721.0,3317069.0,4193045.0,4431455.0,4879430.0,5249407.0,2993088.0,3199897.0,5001765.0,5104940.0,5023071.0
DOM,PER,N1-3,LAND_OTH,AT,66905.0,80495.0,81903.0,87302.0,118696.0,74414.0,130360.0,143805.0,156253.0,143734.0,182468.0,156035.0,128286.0
DOM,PER,N1-3,LAND_OTH,DE,1799852.0,2261311.0,1917407.0,1777195.0,2480283.0,2096897.0,2214985.0,1807438.0,909270.0,1821165.0,1809760.0,1806561.0,1696340.0
DOM,PER,N1-3,LAND_OTH,EA20,4386013.0,4443960.0,4508389.0,4277395.0,5254372.0,4800614.0,5165289.0,4871967.0,4687885.0,6048214.0,5789199.0,4427597.0,4196088.0
DOM,PER,N1-3,LAND_OTH,ES,159394.0,185325.0,180923.0,166259.0,264888.0,143617.0,320434.0,374121.0,181307.0,203806.0,142956.0,203673.0,172577.0
DOM,PER,N1-3,LAND_OTH,EU27_2020,6401756.0,5699675.0,5840035.0,5636511.0,6546861.0,5848766.0,5643099.0,8324795.0,5354265.0,6716684.0,6614103.0,5156747.0,4790269.0
DOM,PER,N1-3,LAND_OTH,FR,400626.0,359379.0,534401.0,369754.0,481316.0,828299.0,589727.0,689610.0,1805170.0,1493652.0,1993333.0,752888.0,693549.0
DOM,PER,N1-3,LAND_OTH,IT,587606.0,330410.0,649030.0,813891.0,783956.0,536143.0,937065.0,814130.0,543443.0,643052.0,620369.0,789669.0,540990.0
DOM,PER,N1-3,LAND_OTH,LT,7951.0,8093.0,25330.0,29784.0,19556.0,50086.0,42677.0,60614.0,22699.0,26235.0,37618.0,38109.0,36526.0
DOM,PER,N1-3,LAND_OTH,NL,1041648.0,933164.0,857342.0,820047.0,833361.0,811536.0,647785.0,685899.0,679717.0,1323904.0,489892.0,374387.0,480821.0
DOM,PER,N1-3,LAND_OTH,PT,71648.0,96524.0,128660.0,79343.0,83496.0,124899.0,107950.0,73580.0,45094.0,56739.0,107479.0,61398.0,59172.0
DOM,PER,N1-3,RAIL,AT,943738.0,1005140.0,951032.0,943458.0,957962.0,1032981.0,1210941.0,1272695.0,806237.0,833507.0,1892005.0,2001995.0,1890984.0
DOM,PER,N1-3,RAIL,BE,156270.0,176859.0,110302.0,250792.0,180471.0,251981.0,270544.0,327894.0,233096.0,314378.0,376300.0,393169.0,419254.0
DOM,PER,N1-3,RAIL,CZ,1535863.0,1249762.0,1336413.0,1121050.0,1201387.0,1463174.0,1444216.0,1383243.0,945668.0,728985.0,928162.0,906196.0,897254.0
DOM,PER,N1-3,RAIL,DE,15346467.0,15920184.0,15107883.0,15731975.0,18337976.0,16059547.0,15284256.0,17591117.0,10862984.0,15103761.0,15736372.0,23029576.0,23459324.0
DOM,PER,N1-3,RAIL,DK,2621474.0,2811064.0,2814715.0,2405623.0,2063659.0,1698177.0,646113.0,1468457.0,1463739.0,1061740.0,1085787.0,1227796.0,1626297.0
DOM,PER,N1-3,RAIL,EA20,42030770.0,42580746.0,41643380.0,41071983.0,43045576.0,43623438.0,42735624.0,46635170.0,35946855.0,47819493.0,58932438.0,58873536.0,58126647.0
DOM,PER,N1-3,RAIL,EE,50795.0,57297.0,96561.0,89143.0,109141.0,134833.0,225298.0,145323.0,51656.0,80407.0,120318.0,167042.0,168906.0
DOM,PER,N1-3,RAIL,ES,2576604.0,2983910.0,2814242.0,4559032.0,4543388.0,4860683.0,4865108.0,4923581.0,2205074.0,3283746.0,4794496.0,5468659.0,5960213.0
DOM,PER,N1-3,RAIL,EU27_2020,55021095.0,55088183.0,53216992.0,52275833.0,54127886.0,53523625.0,51701605.0,57403509.0,43746299.0,55708088.0,69491442.0,70607298.0,72048421.0
DOM,PER,N1-3,RAIL,FI,2430469.0,2390084.0,2216912.0,1963545.0,1906803.0,2260629.0,2300619.0,2868204.0,1329288.0,2147378.0,2352533.0,2096594.0,2410476.0
DOM,PER,N1-3,RAIL,FR,13556589.0,13533409.0,13641738.0,10920902.0,10665743.0,12230569.0,11554195.0,12370784.0,17079303.0,20887416.0,27656219.0,19204242.0,17313708.0
DOM,PER,N1-3,RAIL,HU,1263411.0,934704.0,1096414.0,1002883.0,901921.0,932309.0,899200.0,996692.0,462057.0,652529.0,796438.0,1051546.0,1103167.0
DOM,PER,N1-3,RAIL,IE,280136.0,362858.0,294351.0,267070.0,287367.0,321579.0,351704.0,444925.0,323440.0,200762.0,598766.0,541476.0,810505.0
DOM,PER,N1-3,RAIL,IT,2194642.0,2330955.0,2797231.0,2808540.0,2497544.0,3076258.0,3264186.0,3145698.0,1103482.0,1278442.0,2107769.0,2366162.0,1824099.0
DOM,PER,N1-3,RAIL,LT,27173.0,85688.0,31391.0,28342.0,37401.0,49034.0,38967.0,40582.0,33083.0,59328.0,69460.0,80130.0,100960.0
DOM,PER,N1-3,RAIL,LV,146382.0,189379.0,104449.0,106458.0,103477.0,109723.0,111842.0,106049.0,51646.0,44184.0,88486.0,92749.0,140437.0
DOM,PER,N1-3,RAIL,NL,3454686.0,2728358.0,2630559.0,2372263.0,2363037.0,2303713.0,2096377.0,2181476.0,1320025.0,2990370.0,2092365.0,2230706.0,2564433.0
DOM,PER,N1-3,RAIL,PL,2423949.0,2435754.0,1410262.0,1465023.0,1757789.0,1884970.0,2260856.0,2373918.0,1434228.0,1637064.0,2264718.0,2415955.0,2644832.0
DOM,PER,N1-3,RAIL,PT,305787.0,364010.0,373317.0,388453.0,407159.0,370347.0,427479.0,373259.0,178464.0,187751.0,444647.0,347378.0,352086.0
DOM,PER,N1-3,RAIL,RO,1257233.0,1286707.0,1184533.0,1174580.0,1022420.0,1008552.0,895067.0,1006515.0,424540.0,611260.0,622005.0,963004.0,913392.0
DOM,PER,N1-3,RAIL,SK,274465.0,236967.0,294444.0,533080.0,549585.0,504924.0,686753.0,771943.0,314641.0,333491.0,512597.0,687773.0,575796.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,AT,4486474.0,4983225.0,5403640.0,5032110.0,5439600.0,5331288.0,5663034.0,6171332.0,5219025.0,5564145.0,7118767.0,6758216.0,7061096.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,BE,1295143.0,1436495.0,1299439.0,1925786.0,1453824.0,1865711.0,2139084.0,2394710.0,1931583.0,3215941.0,2844276.0,2933143.0,2596841.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,BG,1343001.0,1443191.0,1439574.0,1152837.0,1261046.0,2294853.0,1934255.0,1822758.0,1072680.0,1493219.0,1744309.0,1766346.0,1977242.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,CY,1026997.0,858384.0,922466.0,1036085.0,1061088.0,1123808.0,1278394.0,1311032.0,1421440.0,1566581.0,1312901.0,1217659.0,1244065.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,CZ,15246370.0,14021522.0,15754928.0,13652633.0,15296201.0,17201818.0,15994428.0,15882225.0,11241047.0,12936195.0,15529727.0,11358206.0,12793975.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,DE,63830519.0,64034219.0,58121915.0,66066670.0,59101706.0,55659303.0,60088822.0,60424378.0,44510349.0,51344438.0,47903796.0,51565336.0,57726817.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,DK,12709165.0,14607821.0,14837077.0,15342244.0,13082153.0,10558737.0,5375901.0,6230553.0,9408315.0,6826470.0,6482049.0,5941043.0,8298655.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,EA20,305486873.0,296382478.0,290265116.0,292917441.0,294729389.0,303008453.0,312632350.0,307783167.0,205107180.0,266587495.0,275665109.0,296524261.0,299511781.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,EE,928470.0,1081049.0,1469230.0,1713546.0,2136596.0,2041131.0,2865237.0,2158403.0,1485467.0,1475186.0,1759348.0,2088270.0,2220162.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,EL,2105021.0,1020452.0,1106363.0,1050934.0,959632.0,1027002.0,1059433.0,883595.0,969608.0,1000314.0,1111575.0,1149532.0,1076326.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,ES,75949533.0,73996228.0,72498387.0,76667800.0,80640073.0,85458675.0,84978766.0,82306126.0,45074994.0,64805151.0,73184027.0,74384748.0,73931673.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,EU27_2020,375202986.0,368097415.0,363417516.0,367314501.0,370672039.0,383254818.0,387426536.0,383573937.0,282170766.0,350547771.0,367345107.0,387187334.0,392296375.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,FI,17508156.0,17239487.0,16264427.0,16532771.0,16621978.0,16674486.0,16153281.0,15536344.0,12484187.0,16457828.0,13973027.0,12142379.0,13727211.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,FR,84678690.0,83492416.0,83766846.0,75200990.0,73762531.0,82451421.0,81125972.0,81502591.0,53652891.0,74141793.0,74395897.0,92011330.0,85114113.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,HR,2192167.0,2339008.0,2203695.0,1442186.0,1013158.0,996326.0,1142493.0,1447030.0,1048541.0,1377444.0,1256189.0,1446613.0,1709114.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,HU,7281919.0,5903139.0,6256985.0,6772505.0,6668227.0,6958216.0,6703573.0,6744328.0,4466351.0,4984999.0,6688234.0,6380842.0,6371457.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,IE,4420408.0,4299582.0,4661923.0,4846333.0,5027881.0,5294566.0,6025929.0,6309681.0,4097749.0,3019865.0,6819362.0,6753294.0,9555817.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,IT,17845951.0,13194063.0,14429726.0,13112537.0,17829807.0,14410856.0,19194185.0,15153948.0,10193451.0,9162982.0,11984388.0,10487720.0,9664198.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,LT,1552420.0,1505097.0,1552111.0,1638521.0,1532798.0,1487008.0,1537442.0,1657889.0,1570625.0,2043332.0,2397155.0,2593728.0,3201008.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,LU,25744.0,21197.0,12860.0,9344.0,8456.0,12809.0,23635.0,17090.0,95471.0,103789.0,91091.0,109748.0,83237.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,LV,2490965.0,2035608.0,2141731.0,2096016.0,2245473.0,2117276.0,1907819.0,1788720.0,937588.0,1843299.0,2176793.0,2225432.0,2334469.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,NL,14755673.0,13361787.0,13058540.0,12610357.0,12615014.0,12621650.0,12148957.0,12356754.0,10413094.0,16477308.0,11122362.0,11493414.0,11681885.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,PL,17385102.0,17549625.0,16854279.0,17623601.0,19561993.0,20534819.0,21281819.0,22361977.0,18076547.0,21499413.0,23476451.0,24187168.0,24336006.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,PT,7563046.0,7879645.0,7895998.0,8422900.0,8891625.0,9582568.0,9953036.0,11098945.0,6754706.0,8107785.0,10220256.0,10530432.0,9985696.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,RO,3537288.0,6220543.0,6204656.0,6500053.0,6818360.0,7432496.0,7717073.0,7792804.0,5496243.0,8330110.0,8038917.0,9494712.0,9346991.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,SI,1538512.0,1466733.0,1396455.0,1083909.0,1161230.0,1363075.0,1507319.0,1210012.0,772746.0,2304501.0,1943828.0,2506515.0,2443924.0
DOM,PER,N1-3,RDMV_PAS_X_BUS,SK,1292985.0,2137802.0,2059365.0,2428648.0,3226920.0,3489494.0,3839514.0,4054585.0,2473667.0,2575813.0,4050072.0,4126751.0,4154129.0
DOM,PER,N1-3,TOTAL,AT,5777112.0,6314809.0,6709183.0,6351613.0,6882323.0,6764655.0,7361385.0,7909105.0,6288046.0,6677951.0,9499556.0,9211332.0,9369123.0
DOM,PER,N1-3,TOTAL,BE,1489881.0,1670786.0,1435782.0,2235671.0,1698476.0,2175530.0,2469676.0,2782431.0,2219809.0,3606225.0,3316240.0,3403263.0,3115789.0
DOM,PER,N1-3,TOTAL,BG,1941286.0,1877711.0,1855864.0,1424295.0,1596173.0,2736847.0,2335183.0,2204807.0,1208155.0,1677700.0,1967127.0,2030006.0,2265996.0
DOM,PER,N1-3,TOTAL,CY,1074564.0,879804.0,962785.0,1082593.0,1114113.0,1167110.0,1329479.0,1365000.0,1444892.0,1586491.0,1349181.0,1251908.0,1282637.0
DOM,PER,N1-3,TOTAL,CZ,18628902.0,17215083.0,18528217.0,16203332.0,17702092.0,20061639.0,18498367.0,18301424.0,12774637.0,14492600.0,17453952.0,12840828.0,14488088.0
DOM,PER,N1-3,TOTAL,DE,84908064.0,87350273.0,80109555.0,89534444.0,87104335.0,79063521.0,82390597.0,84381050.0,57445754.0,70272824.0,67283380.0,78472262.0,84913829.0
DOM,PER,N1-3,TOTAL,DK,17342909.0,19196406.0,19511192.0,19496387.0,17400216.0,13838114.0,6588550.0,12339753.0,11990566.0,8744466.0,8456216.0,7935700.0,11015358.0
DOM,PER,N1-3,TOTAL,EA20,371389983.0,363045088.0,356214038.0,360808977.0,367176517.0,377480080.0,385472057.0,384614989.0,257903925.0,334891953.0,361903210.0,380630032.0,382330142.0
DOM,PER,N1-3,TOTAL,EE,1353968.0,1386473.0,2048022.0,2147737.0,2598912.0,2599066.0,3684154.0,2792391.0,1731058.0,1784187.0,2157881.0,2605023.0,2812746.0
DOM,PER,N1-3,TOTAL,EL,2658927.0,1357457.0,1596409.0,1472529.0,1337167.0,1446538.0,1521486.0,1300699.0,1162815.0,1220626.0,1642427.0,1477438.0,1432493.0
DOM,PER,N1-3,TOTAL,ES,83539578.0,82058291.0,80180124.0,87944959.0,92415804.0,98440678.0,98481278.0,96098994.0,50824968.0,73548911.0,85395637.0,87825144.0,88637265.0
DOM,PER,N1-3,TOTAL,EU27_2020,471264431.0,460689516.0,455597157.0,460563458.0,468592159.0,481493441.0,480719831.0,486564955.0,350371288.0,434770756.0,474767666.0,493409640.0,499354160.0
DOM,PER,N1-3,TOTAL,FI,21483338.0,21219881.0,20069650.0,20500670.0,20638135.0,21196262.0,20280352.0,20631549.0,14751971.0,19653912.0,17605819.0,15408517.0,17748819.0
DOM,PER,N1-3,TOTAL,FR,101090835.0,99691398.0,100199550.0,88733645.0,87141181.0,99012103.0,96705160.0,98083414.0,76759964.0,99745216.0,109412243.0,116570701.0,106309683.0
DOM,PER,N1-3,TOTAL,HR,3028091.0,3169156.0,2862996.0,1858851.0,1318717.0,1232553.0,1381835.0,1753025.0,1246294.0,1504046.0,1446080.0,1687033.0,1955682.0
DOM,PER,N1-3,TOTAL,HU,10404311.0,8283007.0,9005826.0,9178335.0,8787343.0,8967808.0,8667609.0,8715121.0,5314714.0,6036837.0,8005428.0,7938366.0,7984602.0
DOM,PER,N1-3,TOTAL,IE,4989593.0,4985981.0,5301522.0,5412039.0,5655671.0,5987283.0,6883462.0,7206159.0,4500025.0,3249162.0,8286955.0,7760878.0,10986799.0
DOM,PER,N1-3,TOTAL,IT,22914818.0,17616095.0,19635800.0,18822480.0,22957185.0,20992374.0,25693619.0,21583168.0,12639567.0,11956283.0,16535282.0,14983171.0,13113295.0
DOM,PER,N1-3,TOTAL,LT,1800988.0,1772756.0,1859041.0,1894224.0,1809246.0,1801918.0,1892208.0,2040226.0,1759632.0,2329937.0,2751614.0,2986346.0,3626300.0
DOM,PER,N1-3,TOTAL,LU,38128.0,48074.0,20175.0,11722.0,11417.0,22540.0,28005.0,23425.0,111457.0,116073.0,118096.0,152744.0,105266.0
DOM,PER,N1-3,TOTAL,LV,3269376.0,2709534.0,2719511.0,2576756.0,2727693.0,2589575.0,2270410.0,2161385.0,1073253.0,2024280.0,2476484.0,2521166.0,2717952.0
DOM,PER,N1-3,TOTAL,MT,165635.0,164188.0,165919.0,169306.0,259064.0,211062.0,196795.0,189763.0,281538.0,295777.0,288728.0,358537.0,357609.0
DOM,PER,N1-3,TOTAL,NL,19655079.0,17539840.0,17024512.0,16157006.0,16194798.0,16171800.0,15301700.0,15654877.0,12640948.0,21041260.0,14008073.0,14430602.0,15006279.0
DOM,PER,N1-3,TOTAL,PL,23553957.0,22771087.0,22452085.0,23295558.0,25434026.0,26732292.0,27682552.0,28717731.0,21599773.0,25626943.0,28760173.0,29551317.0,29756298.0
DOM,PER,N1-3,TOTAL,PT,8657057.0,8875773.0,9029729.0,9457829.0,9864400.0,10748717.0,11160830.0,12160278.0,7222409.0,8668857.0,11293061.0,11688033.0,11209901.0
DOM,PER,N1-3,TOTAL,RO,9618923.0,10284515.0,10260473.0,10027943.0,10451315.0,11011671.0,10950951.0,10928668.0,6991039.0,10416599.0,10732734.0,12705847.0,12007804.0
DOM,PER,N1-3,TOTAL,SI,1603955.0,1567992.0,1472051.0,1127833.0,1254837.0,1416660.0,1560193.0,1248643.0,806440.0,2410037.0,2034708.0,2730991.0,2601103.0
DOM,PER,N1-3,TOTAL,SK,1890993.0,2666527.0,2811721.0,3317069.0,4193045.0,4440135.0,4879430.0,5249407.0,2993088.0,3199897.0,5001765.0,5104940.0,5027570.0
