c_dest,purpose,duration,tra_mode,geo,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 ,2022 ,2023 ,2024 
DOM,PROF,N_GE1,TOTAL,EE,157109.0,177207.0,316273.0,321728.0,427032.0,406334.0,445144.0,410910.0,190058.0,206382.0,253581.0,358415.0,389980.0
DOM,PROF,N_GE1,TOTAL,EL,249327.0,298451.0,281641.0,269659.0,282304.0,195810.0,166954.0,238547.0,115878.0,125214.0,188298.0,140826.0,152048.0
DOM,PROF,N_GE1,TOTAL,ES,11147055.0,9055320.0,7361234.0,5625466.0,7173973.0,6405436.0,6740509.0,6724181.0,2566490.0,4130347.0,5308718.0,6769373.0,6842825.0
DOM,PROF,N_GE1,TOTAL,EU27_2020,97107760.0,86309237.0,81714634.0,72451986.0,80383072.0,84640691.0,87380754.0,87115346.0,48240359.0,56576891.0,74828311.0,79917327.0,88741317.0
DOM,PROF,N_GE1,TOTAL,FI,4143570.0,3951724.0,3636104.0,3434651.0,3861265.0,3778759.0,3444914.0,3586670.0,1964441.0,1653505.0,2548884.0,2632713.0,2084313.0
DOM,PROF,N_GE1,TOTAL,FR,18861833.0,18211943.0,17189920.0,13421763.0,13830900.0,20660255.0,20671760.0,19525008.0,13438714.0,16907060.0,19627296.0,18913878.0,27474134.0
DOM,PROF,N_GE1,TOTAL,HR,944814.0,874177.0,786671.0,451891.0,380134.0,424228.0,424201.0,408541.0,153750.0,258021.0,251867.0,355171.0,351659.0
DOM,PROF,N_GE1,TOTAL,HU,452281.0,303029.0,325714.0,326260.0,220726.0,243848.0,226089.0,210823.0,105569.0,116690.0,224362.0,274273.0,223778.0
DOM,PROF,N_GE1,TOTAL,IE,341339.0,353588.0,434755.0,398507.0,425968.0,424827.0,466077.0,546746.0,242932.0,154363.0,519534.0,498402.0,912721.0
DOM,PROF,N_GE1,TOTAL,IT,7483570.0,4338391.0,6293728.0,5356391.0,5118133.0,4218240.0,6507628.0,5842944.0,2165565.0,2440952.0,2999659.0,3072034.0,2596216.0
DOM,PROF,N_GE1,TOTAL,LT,310796.0,317211.0,332975.0,341538.0,336730.0,323293.0,331530.0,371371.0,305437.0,365193.0,437294.0,487783.0,540331.0
DOM,PROF,N_GE1,TOTAL,NL,1113705.0,1043986.0,847289.0,965546.0,1028538.0,1156012.0,1228437.0,1474555.0,732969.0,681093.0,984399.0,1253637.0,1704387.0
DOM,PROF,N_GE1,TOTAL,PL,4402250.0,3534966.0,1261801.0,1275761.0,1463518.0,1668853.0,1711255.0,1731488.0,1297055.0,1435061.0,1745648.0,1942263.0,2172200.0
DOM,PROF,N_GE1,TOTAL,PT,824653.0,947240.0,1031483.0,1177255.0,1159510.0,1038666.0,1221224.0,1285222.0,786745.0,780415.0,1177680.0,1203940.0,1016570.0
DOM,PROF,N_GE1,TOTAL,RO,411512.0,498687.0,525346.0,672788.0,532313.0,623201.0,566285.0,614028.0,221077.0,387163.0,405535.0,406357.0,366042.0
DOM,PROF,N_GE1,TOTAL,SI,89711.0,102362.0,92992.0,81219.0,100613.0,92238.0,124647.0,152181.0,59489.0,203602.0,205210.0,342192.0,285982.0
DOM,PROF,N_GE1,WW,EA20,394411.0,345774.0,474623.0,213956.0,332649.0,327901.0,311948.0,525722.0,196346.0,338069.0,294482.0,234938.0,345145.0
DOM,PROF,N_GE1,WW,EL,57922.0,60493.0,72560.0,34434.0,75556.0,41351.0,42335.0,73625.0,29328.0,19617.0,60637.0,40826.0,20245.0
DOM,PROF,N_GE1,WW,ES,210156.0,142961.0,186792.0,65058.0,106220.0,73190.0,56924.0,73718.0,32999.0,87598.0,64205.0,59259.0,104873.0
DOM,PROF,N_GE1,WW,EU27_2020,416522.0,370862.0,493046.0,261788.0,386715.0,451372.0,405146.0,638107.0,249497.0,475592.0,385224.0,347900.0,422725.0
DOM,PROF,N_GE4,AIR,EA20,2182958.0,1479471.0,1255149.0,843275.0,1344300.0,1332483.0,1486888.0,1319732.0,543320.0,691142.0,653816.0,838837.0,1014936.0
DOM,PROF,N_GE4,AIR,ES,890570.0,684347.0,463372.0,156512.0,327412.0,333565.0,293767.0,188898.0,88189.0,166956.0,148472.0,217502.0,280717.0
DOM,PROF,N_GE4,AIR,EU27_2020,2402190.0,1689036.0,1462510.0,972869.0,1471606.0,1578389.0,1819962.0,1571007.0,610570.0,752526.0,833451.0,1026353.0,1361598.0
DOM,PROF,N_GE4,AIR,FR,323608.0,392156.0,399187.0,214503.0,216527.0,274535.0,420017.0,388952.0,277715.0,336513.0,325914.0,271849.0,408387.0
DOM,PROF,N_GE4,AIR,PT,15043.0,13545.0,27020.0,26087.0,19087.0,29688.0,21726.0,20939.0,10580.0,10374.0,29451.0,24007.0,26203.0
DOM,PROF,N_GE4,BUS,EA20,1009634.0,953532.0,782035.0,721625.0,879210.0,900673.0,776811.0,784531.0,196602.0,179894.0,565067.0,578922.0,865926.0
DOM,PROF,N_GE4,BUS,EU27_2020,1364265.0,1237630.0,1002627.0,945590.0,1136938.0,1135769.0,1044070.0,991053.0,265769.0,349584.0,731590.0,752716.0,1109753.0
DOM,PROF,N_GE4,BUS,RO,168849.0,112043.0,115522.0,129605.0,108329.0,129537.0,108915.0,134460.0,31169.0,74906.0,111666.0,89934.0,86734.0
DOM,PROF,N_GE4,LAND,AT,216307.0,222511.0,256787.0,328564.0,332515.0,285165.0,277865.0,280947.0,180986.0,209534.0,236100.0,433992.0,320676.0
DOM,PROF,N_GE4,LAND,DE,5080109.0,5366673.0,6476521.0,6272618.0,6121648.0,5052550.0,5817397.0,5544053.0,2927071.0,4929140.0,5049983.0,6022533.0,5244081.0
DOM,PROF,N_GE4,LAND,EA20,16275876.0,14533161.0,14837110.0,12710478.0,13247313.0,12622534.0,13518545.0,13224082.0,8534439.0,11611422.0,12131865.0,12345486.0,12467954.0
DOM,PROF,N_GE4,LAND,EL,65609.0,52424.0,74018.0,42057.0,68360.0,31686.0,18699.0,28593.0,19653.0,27051.0,21429.0,12108.0,18137.0
DOM,PROF,N_GE4,LAND,ES,3675373.0,2613456.0,1898193.0,880206.0,1226110.0,992007.0,1058790.0,961063.0,567589.0,806170.0,888931.0,994313.0,1125078.0
DOM,PROF,N_GE4,LAND,EU27_2020,18804469.0,16592372.0,16307832.0,14259264.0,14956898.0,15009393.0,15708325.0,15383155.0,10207890.0,13303658.0,14609658.0,14880190.0,14549293.0
DOM,PROF,N_GE4,LAND,FI,321695.0,247237.0,287833.0,255971.0,381625.0,318416.0,374097.0,448260.0,451614.0,374534.0,473032.0,465250.0,419470.0
DOM,PROF,N_GE4,LAND,FR,5322827.0,4853873.0,4427608.0,3259167.0,3592400.0,4729756.0,4330909.0,4242353.0,3544293.0,4127594.0,4177218.0,3239546.0,4283409.0
DOM,PROF,N_GE4,LAND,HR,181511.0,172840.0,144244.0,130590.0,102167.0,170525.0,125090.0,89208.0,45302.0,81438.0,86800.0,106493.0,53300.0
DOM,PROF,N_GE4,LAND,IT,770586.0,338406.0,769031.0,1004008.0,757279.0,660080.0,974486.0,908020.0,471929.0,666611.0,650014.0,505051.0,428043.0
DOM,PROF,N_GE4,LAND,LT,29109.0,22171.0,26461.0,26324.0,23116.0,21532.0,21775.0,17346.0,20261.0,21492.0,23481.0,24569.0,69936.0
DOM,PROF,N_GE4,LAND,NL,95157.0,74348.0,70083.0,50350.0,100431.0,91841.0,95186.0,113918.0,81902.0,53589.0,102075.0,103224.0,132395.0
DOM,PROF,N_GE4,LAND,PL,1355597.0,812867.0,347394.0,334144.0,366081.0,430849.0,457819.0,461862.0,296626.0,380846.0,495936.0,498358.0,560923.0
DOM,PROF,N_GE4,LAND,PT,174543.0,317856.0,163414.0,282897.0,226816.0,155895.0,220477.0,279765.0,149132.0,147843.0,183310.0,231844.0,202810.0
DOM,PROF,N_GE4,LAND,RO,374298.0,403659.0,417315.0,506895.0,377223.0,470500.0,479465.0,509243.0,185892.0,300905.0,337867.0,339873.0,333937.0
DOM,PROF,N_GE4,LAND_OTH,EA20,495393.0,418948.0,275836.0,376089.0,254953.0,294279.0,498000.0,268336.0,327770.0,304387.0,530562.0,143815.0,131357.0
DOM,PROF,N_GE4,LAND_OTH,EU27_2020,553147.0,446172.0,303249.0,385196.0,315223.0,590336.0,558472.0,399256.0,352977.0,395571.0,544150.0,161818.0,135188.0
DOM,PROF,N_GE4,RAIL,DE,1140133.0,968419.0,2256273.0,1438697.0,1694758.0,1067675.0,1899855.0,1410367.0,563477.0,1038599.0,1744046.0,2275803.0,2061032.0
DOM,PROF,N_GE4,RAIL,EA20,3967855.0,3294356.0,4196319.0,3080844.0,3180079.0,3257861.0,3917151.0,3355091.0,2017517.0,2616025.0,3784239.0,4395051.0,4195147.0
DOM,PROF,N_GE4,RAIL,ES,403570.0,331718.0,152127.0,107893.0,133364.0,227994.0,171619.0,132328.0,61417.0,80545.0,163537.0,215784.0,193960.0
DOM,PROF,N_GE4,RAIL,EU27_2020,4509990.0,3776043.0,4539611.0,3485126.0,3466226.0,3661323.0,4235450.0,3785422.0,2204605.0,2838329.0,4251668.0,4879352.0,4640976.0
DOM,PROF,N_GE4,RAIL,FR,2095699.0,1744240.0,1425957.0,1009483.0,1092958.0,1594752.0,1372208.0,1396791.0,1165006.0,1237310.0,1490666.0,1463791.0,1577460.0
DOM,PROF,N_GE4,RAIL,RO,132405.0,159633.0,134691.0,153690.0,87963.0,116380.0,103442.0,108639.0,30053.0,60183.0,59785.0,80173.0,61597.0
DOM,PROF,N_GE4,RDMV_PAS_X_BUS,AT,150098.0,135154.0,113334.0,196175.0,153190.0,153465.0,167706.0,133808.0,123233.0,149327.0,134301.0,297549.0,189817.0
DOM,PROF,N_GE4,RDMV_PAS_X_BUS,DE,3271486.0,3790326.0,3985723.0,4592251.0,3874975.0,3505468.0,3388711.0,3800961.0,2194170.0,3701604.0,2800462.0,3511581.0,2864401.0
DOM,PROF,N_GE4,RDMV_PAS_X_BUS,EA20,10802994.0,9866324.0,9582920.0,8531919.0,8933071.0,8169721.0,8326583.0,8816124.0,5992550.0,8511116.0,7251998.0,7227697.0,7275524.0
DOM,PROF,N_GE4,RDMV_PAS_X_BUS,EL,60060.0,43181.0,64539.0,34671.0,64482.0,27374.0,13942.0,19285.0,17842.0,23763.0,20328.0,11274.0,17277.0
DOM,PROF,N_GE4,RDMV_PAS_X_BUS,ES,2919235.0,1982498.0,1549183.0,702218.0,1043116.0,710588.0,808861.0,764091.0,500002.0,705470.0,640926.0,702495.0,816160.0
DOM,PROF,N_GE4,RDMV_PAS_X_BUS,EU27_2020,12377068.0,11132527.0,10462344.0,9443352.0,10038510.0,9621965.0,9870332.0,10207424.0,7384539.0,9720174.0,9082251.0,9086305.0,8663377.0
DOM,PROF,N_GE4,RDMV_PAS_X_BUS,FI,223558.0,182108.0,230645.0,199210.0,335755.0,239868.0,252867.0,296482.0,327910.0,252207.0,399238.0,349639.0,293030.0
DOM,PROF,N_GE4,RDMV_PAS_X_BUS,FR,3075976.0,2871180.0,2815386.0,2073645.0,2372282.0,2837710.0,2703312.0,2596144.0,2234952.0,2823870.0,2500493.0,1696745.0,2459622.0
DOM,PROF,N_GE4,RDMV_PAS_X_BUS,LT,24128.0,20581.0,20665.0,21295.0,18681.0,14198.0,18502.0,13226.0,15383.0,13676.0,21800.0,19892.0,52915.0
DOM,PROF,N_GE4,RDMV_PAS_X_BUS,PL,1024560.0,570655.0,248703.0,227981.0,251064.0,337435.0,333143.0,349476.0,247096.0,311742.0,413537.0,400372.0,409549.0
DOM,PROF,N_GE4,RDMV_PAS_X_BUS,PT,143938.0,207480.0,119676.0,210369.0,185360.0,118613.0,182364.0,222814.0,129369.0,135575.0,149336.0,190189.0,152118.0
DOM,PROF,N_GE4,RDMV_PAS_X_BUS,RO,61663.0,131982.0,167103.0,221802.0,177978.0,224583.0,259460.0,263644.0,123828.0,163745.0,166416.0,167174.0,185606.0
DOM,PROF,N_GE4,TOTAL,AT,229407.0,222511.0,256787.0,328564.0,335487.0,288571.0,277865.0,280947.0,180986.0,209534.0,236228.0,435507.0,320676.0
DOM,PROF,N_GE4,TOTAL,DE,5845402.0,5612366.0,6710808.0,6568974.0,6805608.0,5465822.0,6110472.0,6081483.0,3012867.0,5023632.0,5115793.0,6174864.0,5458879.0
DOM,PROF,N_GE4,TOTAL,EA20,18698874.0,16181310.0,16342552.0,13600729.0,14717219.0,14036990.0,15175531.0,14828411.0,9154667.0,12484107.0,12920536.0,13267983.0,13618827.0
DOM,PROF,N_GE4,TOTAL,EL,99249.0,94058.0,113168.0,86776.0,122493.0,75412.0,46454.0,91940.0,45678.0,45078.0,73085.0,40806.0,44773.0
DOM,PROF,N_GE4,TOTAL,ES,4719949.0,3359055.0,2480699.0,1057005.0,1603135.0,1342194.0,1379465.0,1199465.0,668114.0,1012305.0,1060637.0,1227924.0,1445497.0
DOM,PROF,N_GE4,TOTAL,EU27_2020,21455399.0,18454911.0,18026095.0,15286373.0,16563296.0,16728402.0,17724858.0,17259673.0,10913130.0,14309003.0,15584948.0,16000317.0,16065915.0
DOM,PROF,N_GE4,TOTAL,FI,375098.0,263898.0,302198.0,293687.0,417363.0,366599.0,398610.0,485981.0,462157.0,397345.0,491998.0,510575.0,457590.0
DOM,PROF,N_GE4,TOTAL,FR,5663819.0,5255129.0,4844662.0,3477762.0,3808934.0,5022838.0,4809878.0,4667867.0,3842027.0,4467321.0,4527339.0,3533417.0,4714409.0
DOM,PROF,N_GE4,TOTAL,HR,194219.0,188604.0,153061.0,136953.0,111286.0,189530.0,129491.0,101941.0,45302.0,81569.0,87709.0,106798.0,55093.0
DOM,PROF,N_GE4,TOTAL,IT,913262.0,503830.0,945767.0,1085265.0,826955.0,869475.0,1458169.0,1170436.0,531388.0,843558.0,744501.0,642550.0,502397.0
DOM,PROF,N_GE4,TOTAL,LT,29109.0,22171.0,26461.0,26324.0,23116.0,21532.0,21775.0,17346.0,20261.0,21492.0,23481.0,24569.0,69936.0
DOM,PROF,N_GE4,TOTAL,NL,95157.0,74348.0,70083.0,50350.0,100431.0,93048.0,95186.0,118441.0,108215.0,53589.0,104254.0,103224.0,140776.0
DOM,PROF,N_GE4,TOTAL,PL,1356386.0,812867.0,350488.0,334144.0,370689.0,435171.0,459735.0,461862.0,299277.0,383248.0,497510.0,501333.0,562018.0
DOM,PROF,N_GE4,TOTAL,PT,189587.0,331991.0,190879.0,309236.0,246021.0,188039.0,243026.0,301450.0,160135.0,158217.0,213529.0,256793.0,229433.0
DOM,PROF,N_GE4,TOTAL,RO,374928.0,409526.0,427430.0,518916.0,386584.0,481867.0,482968.0,513657.0,186524.0,307523.0,338369.0,340088.0,333937.0
DOM,PROF,N_GE4,WW,EA20,240040.0,168679.0,250293.0,46977.0,125606.0,81973.0,170098.0,284597.0,76907.0,181544.0,134854.0,83660.0,135937.0
DOM,PROF,N_GE4,WW,EU27_2020,248740.0,173503.0,255753.0,54240.0,134793.0,140621.0,196572.0,305511.0,94670.0,252819.0,141840.0,93773.0,155023.0
DOM,TOTAL,N1-3,AIR,DE,5027566.0,3918813.0,3240649.0,3341918.0,4578756.0,3604577.0,3039683.0,2829260.0,938551.0,723096.0,1216629.0,1582511.0,1009718.0
DOM,TOTAL,N1-3,AIR,EA20,14120872.0,11341647.0,9861172.0,9965856.0,11158001.0,12227060.0,12100596.0,11460748.0,5582008.0,5931452.0,9808545.0,10096440.0,8998091.0
DOM,TOTAL,N1-3,AIR,EL,98393.0,78029.0,68780.0,127945.0,79624.0,110634.0,94974.0,93012.0,40885.0,55928.0,116152.0,87101.0,109576.0
DOM,TOTAL,N1-3,AIR,ES,3499591.0,3039849.0,2644199.0,2454189.0,2876456.0,2891642.0,3703244.0,3736234.0,1056261.0,2008578.0,3146407.0,4046715.0,4071335.0
DOM,TOTAL,N1-3,AIR,EU27_2020,16282826.0,13245782.0,11530352.0,11646488.0,12948985.0,14655191.0,14388170.0,13546457.0,6318280.0,6702446.0,11645980.0,11955130.0,10597214.0
DOM,TOTAL,N1-3,AIR,FR,2101253.0,2267592.0,1969483.0,1996522.0,1797666.0,2946267.0,2667770.0,2446525.0,2796655.0,2357681.0,3630203.0,2817811.0,2440171.0
DOM,TOTAL,N1-3,AIR,IT,2501162.0,1346227.0,1284324.0,1353268.0,1059826.0,1820375.0,1799230.0,1598175.0,465896.0,588079.0,1242147.0,1096287.0,880097.0
DOM,TOTAL,N1-3,AIR,PT,75817.0,75479.0,69929.0,123902.0,156155.0,203488.0,187984.0,179292.0,85254.0,95530.0,188024.0,236007.0,231556.0
DOM,TOTAL,N1-3,BUS,AT,344971.0,290705.0,311822.0,341090.0,413078.0,364351.0,409957.0,430795.0,137787.0,144094.0,371676.0,343197.0,357335.0
DOM,TOTAL,N1-3,BUS,BG,502993.0,373932.0,375794.0,250224.0,329105.0,434125.0,372872.0,369966.0,165219.0,174353.0,213710.0,231539.0,293518.0
DOM,TOTAL,N1-3,BUS,CZ,1764617.0,1889855.0,1358164.0,1439653.0,1153850.0,1402850.0,1046773.0,1001097.0,562005.0,761551.0,913784.0,578041.0,762376.0
DOM,TOTAL,N1-3,BUS,DE,3023443.0,4026052.0,4140324.0,5541900.0,6106778.0,4884940.0,4182111.0,4004789.0,921648.0,2009670.0,1714280.0,1846167.0,2157998.0
DOM,TOTAL,N1-3,BUS,DK,902730.0,910842.0,920559.0,858009.0,1222644.0,851091.0,368813.0,1204704.0,503130.0,366064.0,450505.0,482641.0,639545.0
DOM,TOTAL,N1-3,BUS,EA20,14625932.0,14766693.0,15450597.0,18516913.0,18881067.0,20040523.0,18353523.0,19070193.0,7605532.0,9813763.0,14293669.0,13522300.0,15032670.0
DOM,TOTAL,N1-3,BUS,EE,371807.0,267690.0,509721.0,387645.0,404439.0,490135.0,639167.0,511727.0,149727.0,200202.0,265558.0,343198.0,419208.0
DOM,TOTAL,N1-3,BUS,EL,247052.0,142422.0,213361.0,191521.0,160093.0,172831.0,181606.0,168731.0,57147.0,50223.0,153497.0,106136.0,113056.0
DOM,TOTAL,N1-3,BUS,ES,3117820.0,3288740.0,3116634.0,4714116.0,4840426.0,5564882.0,5422838.0,5549462.0,2268860.0,3428400.0,4593649.0,4130153.0,4983841.0
DOM,TOTAL,N1-3,BUS,EU27_2020,29003914.0,26477509.0,28005943.0,30469478.0,30981425.0,31416334.0,28547076.0,29662571.0,13569967.0,16101456.0,23201878.0,22309442.0,23619543.0
DOM,TOTAL,N1-3,BUS,FI,1244693.0,1363093.0,1401634.0,1872884.0,1868438.0,2125612.0,1550833.0,1849924.0,630985.0,729831.0,1075769.0,1061952.0,1380710.0
DOM,TOTAL,N1-3,BUS,FR,1469871.0,1390566.0,1375002.0,1256899.0,1450640.0,2442621.0,2300101.0,2400529.0,2076734.0,1601384.0,2900484.0,2713379.0,2663303.0
DOM,TOTAL,N1-3,BUS,HR,613435.0,617291.0,546736.0,331247.0,257163.0,224737.0,225929.0,256810.0,93075.0,97416.0,140172.0,182609.0,176627.0
DOM,TOTAL,N1-3,BUS,HU,1837918.0,1448490.0,1639783.0,1360604.0,1193048.0,1089120.0,1072562.0,979675.0,382050.0,378564.0,515246.0,506288.0,508700.0
DOM,TOTAL,N1-3,BUS,IT,1495460.0,979797.0,1201303.0,1536663.0,1151023.0,1444719.0,1082832.0,1507042.0,281558.0,342241.0,662447.0,543088.0,384322.0
DOM,TOTAL,N1-3,BUS,LT,255477.0,209168.0,297603.0,237676.0,251241.0,256724.0,331420.0,316021.0,164168.0,230012.0,274269.0,312225.0,310449.0
DOM,TOTAL,N1-3,BUS,LV,628628.0,479749.0,473350.0,381405.0,379532.0,365735.0,238315.0,271288.0,83360.0,132119.0,210565.0,198302.0,238149.0
DOM,TOTAL,N1-3,BUS,NL,355844.0,507901.0,425487.0,309292.0,324688.0,369462.0,335174.0,384364.0,226782.0,199961.0,185034.0,155126.0,202354.0
DOM,TOTAL,N1-3,BUS,PL,3431877.0,2914484.0,4104121.0,4155541.0,4027304.0,4211099.0,4164969.0,3971540.0,2071298.0,2486022.0,2989569.0,2904250.0,2796444.0
DOM,TOTAL,N1-3,BUS,PT,692804.0,514724.0,601104.0,517298.0,426591.0,493261.0,539820.0,503539.0,188103.0,231937.0,384192.0,607737.0,615535.0
DOM,TOTAL,N1-3,BUS,RO,4379768.0,2646284.0,2650943.0,2192746.0,2409920.0,2474751.0,2253045.0,2054365.0,1010652.0,1365624.0,2060676.0,2211928.0,1737355.0
DOM,TOTAL,N1-3,BUS,SK,413015.0,315839.0,443437.0,525351.0,416662.0,421655.0,359375.0,403255.0,218160.0,257576.0,366428.0,301098.0,249553.0
DOM,TOTAL,N1-3,LAND,AT,7443712.0,8104448.0,8300710.0,7901943.0,8469200.0,8189644.0,8874343.0,9417993.0,7110701.0,7636552.0,11223015.0,10819372.0,10919386.0
DOM,TOTAL,N1-3,LAND,BE,1696281.0,1732946.0,1471022.0,2325916.0,1796554.0,2266160.0,2647260.0,2960637.0,2273986.0,3715194.0,3447837.0,3549835.0,3274014.0
DOM,TOTAL,N1-3,LAND,BG,2005199.0,1980197.0,1987493.0,1507874.0,1680744.0,2847602.0,2438904.0,2305355.0,1257282.0,1719952.0,2053005.0,2142098.0,2369188.0
DOM,TOTAL,N1-3,LAND,CY,1103117.0,909839.0,986789.0,1103141.0,1128502.0,1175349.0,1340957.0,1384022.0,1454833.0,1595080.0,1373963.0,1279502.0,1305141.0
DOM,TOTAL,N1-3,LAND,CZ,19404867.0,18213546.0,19231762.0,16811281.0,18537947.0,20829585.0,19223346.0,18956166.0,12995005.0,14865998.0,17999888.0,13418073.0,15064472.0
DOM,TOTAL,N1-3,LAND,DE,108404302.0,107874994.0,100111000.0,108037507.0,107530203.0,99375736.0,103952257.0,106608608.0,69626912.0,82611653.0,83976399.0,96477617.0,105763506.0
DOM,TOTAL,N1-3,LAND,DK,17791117.0,19930806.0,20033463.0,20474261.0,17888539.0,14624073.0,7601736.0,13490399.0,11851686.0,9225867.0,9081664.0,8720746.0,11749027.0
DOM,TOTAL,N1-3,LAND,EA20,420662458.0,407012271.0,399901842.0,399200435.0,408579816.0,420767292.0,431662556.0,431329798.0,281662701.0,362451268.0,397211333.0,419719822.0,431994275.0
DOM,TOTAL,N1-3,LAND,EE,1477374.0,1536998.0,2286231.0,2412109.0,2953210.0,2941294.0,4077107.0,3129752.0,1852874.0,1926145.0,2357264.0,2877126.0,3115685.0
DOM,TOTAL,N1-3,LAND,EL,2500305.0,1297104.0,1429468.0,1373214.0,1216175.0,1275323.0,1311209.0,1139099.0,1078145.0,1103965.0,1332186.0,1328104.0,1251973.0
DOM,TOTAL,N1-3,LAND,ES,86134467.0,84291530.0,81880167.0,89546935.0,94536212.0,99981355.0,99545056.0,97238469.0,51339308.0,74206598.0,85846106.0,88535389.0,89210911.0
DOM,TOTAL,N1-3,LAND,EU27_2020,528555590.0,513084003.0,505308381.0,503958160.0,516911964.0,531768978.0,533237170.0,539826863.0,378616184.0,467589427.0,519170755.0,542430758.0,558222339.0
DOM,TOTAL,N1-3,LAND,FI,24408496.0,24160860.0,22760261.0,22954240.0,23359945.0,23880235.0,22542423.0,22974345.0,16047329.0,20737659.0,19366016.0,17294107.0,19145432.0
DOM,TOTAL,N1-3,LAND,FR,112120126.0,110311198.0,110505653.0,96625227.0,95316139.0,111465329.0,109738802.0,110349313.0,82991107.0,109536720.0,120571870.0,128850895.0,126419924.0
DOM,TOTAL,N1-3,LAND,HR,3638160.0,3682254.0,3389451.0,2118499.0,1543950.0,1436702.0,1643033.0,2006057.0,1270083.0,1659704.0,1575080.0,1875024.0,2192416.0
DOM,TOTAL,N1-3,LAND,HU,10687137.0,8555629.0,9299871.0,9482530.0,8969448.0,9192696.0,8874553.0,8908518.0,5410480.0,6120538.0,8204840.0,8180359.0,8192085.0
DOM,TOTAL,N1-3,LAND,IE,5251862.0,5283743.0,5642955.0,5767189.0,6025299.0,6346665.0,7293735.0,7672374.0,4677446.0,3362613.0,8700916.0,8179714.0,11757447.0
DOM,TOTAL,N1-3,LAND,IT,26863473.0,19925086.0,23544319.0,21668671.0,25918585.0,22271182.0,28592400.0,24470376.0,13640184.0,12791206.0,17312608.0,16224509.0,14250730.0
DOM,TOTAL,N1-3,LAND,LT,2082675.0,2067796.0,2165556.0,2209438.0,2122860.0,2103679.0,2201963.0,2394251.0,2044808.0,2673638.0,3165428.0,3449560.0,4090176.0
DOM,TOTAL,N1-3,LAND,LU,41376.0,50324.0,24777.0,14829.0,12759.0,59514.0,36950.0,29512.0,114278.0,119412.0,120522.0,157218.0,112712.0
DOM,TOTAL,N1-3,LAND,LV,3376299.0,2816716.0,2782313.0,2657158.0,2764055.0,2649138.0,2297206.0,2184483.0,1092512.0,2041419.0,2523669.0,2549127.0,2772690.0
DOM,TOTAL,N1-3,LAND,NL,20604609.0,18464546.0,17747722.0,17004113.0,17040670.0,17153992.0,16323144.0,16933687.0,13200021.0,21612183.0,14749649.0,15393519.0,16431163.0
DOM,TOTAL,N1-3,LAND,PL,26263610.0,25415014.0,23302833.0,24158354.0,26447677.0,27883460.0,28848206.0,29901039.0,22564064.0,26639259.0,29920834.0,30909647.0,31273155.0
DOM,TOTAL,N1-3,LAND,PT,9189320.0,9391447.0,9775021.0,10181133.0,10595060.0,11343680.0,11916454.0,12936444.0,7737461.0,9170934.0,12031856.0,12360988.0,11695456.0
DOM,TOTAL,N1-3,LAND,RO,9646233.0,10323299.0,10194920.0,10038770.0,10416261.0,11064572.0,10958675.0,10979290.0,6989211.0,10409595.0,10773021.0,12732120.0,12032174.0
DOM,TOTAL,N1-3,LAND,SI,1678211.0,1661167.0,1556170.0,1195578.0,1339102.0,1501042.0,1663965.0,1379586.0,861760.0,2582379.0,2221225.0,3043475.0,2863086.0
DOM,TOTAL,N1-3,LAND,SK,2648294.0,3449276.0,3542259.0,4103593.0,4911337.0,5351273.0,5664292.0,6120791.0,3248953.0,3368216.0,5315725.0,5474741.0,5422429.0
DOM,TOTAL,N1-3,LAND_OTH,AT,88071.0,83551.0,137938.0,161633.0,213339.0,158914.0,241478.0,261906.0,317544.0,241267.0,214615.0,171763.0,146650.0
DOM,TOTAL,N1-3,LAND_OTH,DE,3627095.0,2612191.0,2153282.0,2469636.0,3009127.0,2472333.0,2378958.0,1964953.0,1218624.0,1860805.0,2286700.0,1997814.0,2006778.0
DOM,TOTAL,N1-3,LAND_OTH,DK,819942.0,537791.0,633935.0,730292.0,613966.0,470820.0,162621.0,3473949.0,231561.0,184813.0,174547.0,106194.0,185339.0
DOM,TOTAL,N1-3,LAND_OTH,EA20,6488078.0,5000001.0,5918161.0,5564123.0,6671609.0,5672274.0,6345670.0,5987135.0,5527015.0,6583628.0,6799961.0,4976248.0,4991098.0
DOM,TOTAL,N1-3,LAND_OTH,ES,170958.0,215457.0,203591.0,175719.0,264888.0,154363.0,401414.0,377284.0,186838.0,216437.0,150953.0,208932.0,181876.0
DOM,TOTAL,N1-3,LAND_OTH,EU27_2020,8651681.0,6379381.0,7353843.0,7026826.0,8168424.0,6837126.0,7003961.0,9937346.0,6220019.0,7513215.0,8095666.0,6192368.0,5735692.0
DOM,TOTAL,N1-3,LAND_OTH,FR,467625.0,406630.0,1066543.0,387181.0,548179.0,908161.0,675169.0,766456.0,1904430.0,1549406.0,2103633.0,819681.0,863172.0
DOM,TOTAL,N1-3,LAND_OTH,IT,686511.0,380598.0,1165667.0,1235916.0,1467233.0,828384.0,1621036.0,1427793.0,685128.0,862567.0,887553.0,944905.0,694635.0
DOM,TOTAL,N1-3,LAND_OTH,LT,8506.0,8228.0,26579.0,39814.0,20723.0,57178.0,69505.0,71956.0,29320.0,42514.0,48001.0,51304.0,45674.0
