c_resid,nace_r2,month,geo,2020 ,2021 ,2022 ,2023 ,2024 
DOM,I551-I553,M01,BE25,184834.0,99585.0,215404.0,217843.0,199581.0
DOM,I551-I553,M01,BE3,205326.0,116615.0,273580.0,267878.0,255319.0
DOM,I551-I553,M01,BE31,18381.0,7631.0,14214.0,19959.0,19570.0
DOM,I551-I553,M01,BE32,36949.0,15992.0,39566.0,38255.0,34272.0
DOM,I551-I553,M01,BE33,65168.0,49551.0,89295.0,80852.0,80512.0
DOM,I551-I553,M01,BE34,58825.0,28901.0,93577.0,88557.0,82566.0
DOM,I551-I553,M01,BE35,26003.0,14540.0,36928.0,40255.0,38399.0
DOM,I551-I553,M01,BG,550704.0,372270.0,435138.0,596623.0,608994.0
DOM,I551-I553,M01,BG3,166611.0,95048.0,125650.0,175100.0,179008.0
DOM,I551-I553,M01,BG31,33712.0,23166.0,22466.0,34209.0,33948.0
DOM,I551-I553,M01,BG32,40431.0,22616.0,23811.0,32016.0,31371.0
DOM,I551-I553,M01,BG33,46768.0,23535.0,28657.0,37581.0,39106.0
DOM,I551-I553,M01,BG34,45700.0,25731.0,50716.0,71294.0,74583.0
DOM,I551-I553,M01,BG4,384093.0,277222.0,309488.0,421523.0,429986.0
DOM,I551-I553,M01,BG41,172189.0,132882.0,140598.0,184433.0,195331.0
DOM,I551-I553,M01,BG42,211904.0,144340.0,168890.0,237090.0,234655.0
DOM,I551-I553,M01,CZ,1741161.0,276785.0,1432251.0,1563533.0,1577332.0
DOM,I551-I553,M01,CZ0,1741161.0,276785.0,1432251.0,1563533.0,1577332.0
DOM,I551-I553,M01,CZ01,149438.0,41898.0,118739.0,166902.0,174393.0
DOM,I551-I553,M01,CZ02,77607.0,14614.0,56752.0,85539.0,80420.0
DOM,I551-I553,M01,CZ03,200515.0,31615.0,160469.0,183069.0,179152.0
DOM,I551-I553,M01,CZ04,172278.0,36956.0,137429.0,151590.0,147866.0
DOM,I551-I553,M01,CZ05,596319.0,66234.0,539842.0,527658.0,536636.0
DOM,I551-I553,M01,CZ06,150340.0,26450.0,101199.0,131673.0,136920.0
DOM,I551-I553,M01,CZ07,239092.0,32525.0,193511.0,177924.0,178406.0
DOM,I551-I553,M01,CZ08,155572.0,26493.0,124310.0,139178.0,143539.0
DOM,I551-I553,M01,DE,17423557.0,3169181.0,11019761.0,15921869.0,16396936.0
DOM,I551-I553,M01,DE1,2038375.0,414388.0,1279879.0,1905014.0,1996342.0
DOM,I551-I553,M01,DE11,634471.0,159470.0,313073.0,578918.0,631595.0
DOM,I551-I553,M01,DE12,479222.0,100195.0,280528.0,427269.0,460838.0
DOM,I551-I553,M01,DE13,565968.0,100789.0,432893.0,545791.0,539825.0
DOM,I551-I553,M01,DE14,358714.0,53934.0,253385.0,353036.0,364084.0
DOM,I551-I553,M01,DE2,3988481.0,589446.0,2705441.0,3656695.0,3740839.0
DOM,I551-I553,M01,DE21,1736014.0,296427.0,1116877.0,1607491.0,1668605.0
DOM,I551-I553,M01,DE22,524339.0,45215.0,351654.0,448235.0,441421.0
DOM,I551-I553,M01,DE23,228711.0,38955.0,148646.0,204377.0,210913.0
DOM,I551-I553,M01,DE24,185191.0,38049.0,116037.0,179080.0,176213.0
DOM,I551-I553,M01,DE25,305140.0,58113.0,155437.0,280651.0,290504.0
DOM,I551-I553,M01,DE26,235979.0,46949.0,138421.0,213137.0,218611.0
DOM,I551-I553,M01,DE27,773107.0,65738.0,678369.0,723724.0,734572.0
DOM,I551-I553,M01,DE3,1266626.0,216402.0,596578.0,1022445.0,1079175.0
DOM,I551-I553,M01,DE30,1266626.0,216402.0,596578.0,1022445.0,1079175.0
DOM,I551-I553,M01,DE4,432027.0,112804.0,324963.0,406992.0,419625.0
DOM,I551-I553,M01,DE40,432027.0,112804.0,324963.0,406992.0,419625.0
DOM,I551-I553,M01,DE5,139385.0,39845.0,72707.0,129753.0,122248.0
DOM,I551-I553,M01,DE50,139385.0,39845.0,72707.0,129753.0,122248.0
DOM,I551-I553,M01,DE6,711559.0,116778.0,459878.0,711728.0,726622.0
DOM,I551-I553,M01,DE60,711559.0,116778.0,459878.0,711728.0,726622.0
DOM,I551-I553,M01,DE7,1346590.0,331287.0,739022.0,1207444.0,1373795.0
DOM,I551-I553,M01,DE71,915673.0,249718.0,457567.0,811534.0,975142.0
DOM,I551-I553,M01,DE72,97001.0,26776.0,57420.0,85458.0,87781.0
DOM,I551-I553,M01,DE73,333916.0,54793.0,224035.0,310452.0,310872.0
DOM,I551-I553,M01,DE8,843209.0,53514.0,597608.0,722277.0,692018.0
DOM,I551-I553,M01,DE80,843209.0,53514.0,597608.0,722277.0,692018.0
DOM,I551-I553,M01,DE9,1430971.0,325987.0,988511.0,1362300.0,1337746.0
DOM,I551-I553,M01,DE91,351587.0,55440.0,239791.0,333922.0,323348.0
DOM,I551-I553,M01,DE92,298187.0,95806.0,173889.0,264237.0,275365.0
DOM,I551-I553,M01,DE93,305198.0,70090.0,229951.0,320421.0,306599.0
DOM,I551-I553,M01,DE94,475999.0,104651.0,344880.0,443720.0,432434.0
DOM,I551-I553,M01,DEA,2141170.0,430913.0,1253203.0,1946346.0,2044699.0
DOM,I551-I553,M01,DEA1,608324.0,121480.0,311280.0,581295.0,604588.0
DOM,I551-I553,M01,DEA2,639353.0,129245.0,356328.0,567199.0,608313.0
DOM,I551-I553,M01,DEA3,230906.0,55014.0,125233.0,195570.0,218306.0
DOM,I551-I553,M01,DEA4,196742.0,47297.0,120204.0,179499.0,176288.0
DOM,I551-I553,M01,DEA5,465845.0,77877.0,340158.0,422783.0,437204.0
DOM,I551-I553,M01,DEB,613882.0,119660.0,412714.0,536101.0,572882.0
DOM,I551-I553,M01,DEB1,234934.0,38555.0,153329.0,209849.0,203876.0
DOM,I551-I553,M01,DEB2,141557.0,21627.0,118630.0,112872.0,137960.0
DOM,I551-I553,M01,DEB3,237391.0,59478.0,140755.0,213380.0,231046.0
DOM,I551-I553,M01,DEC,111201.0,21926.0,81897.0,108613.0,101518.0
DOM,I551-I553,M01,DEC0,111201.0,21926.0,81897.0,108613.0,101518.0
DOM,I551-I553,M01,DED,831977.0,136111.0,314393.0,694170.0,711191.0
DOM,I551-I553,M01,DED2,336349.0,49281.0,115047.0,281346.0,285977.0
DOM,I551-I553,M01,DED4,262900.0,34574.0,105418.0,213369.0,211555.0
DOM,I551-I553,M01,DED5,232728.0,52256.0,93928.0,199455.0,213659.0
DOM,I551-I553,M01,DEE,330268.0,71964.0,217644.0,295075.0,274747.0
DOM,I551-I553,M01,DEE0,330268.0,71964.0,217644.0,295075.0,274747.0
DOM,I551-I553,M01,DEF,819997.0,122742.0,767976.0,881808.0,852339.0
DOM,I551-I553,M01,DEF0,819997.0,122742.0,767976.0,881808.0,852339.0
DOM,I551-I553,M01,DEG,377839.0,65414.0,207347.0,335108.0,351150.0
DOM,I551-I553,M01,DEG0,377839.0,65414.0,207347.0,335108.0,351150.0
DOM,I551-I553,M01,DK,809750.0,306256.0,604244.0,920309.0,957418.0
DOM,I551-I553,M01,DK0,809750.0,306256.0,604244.0,920309.0,957418.0
DOM,I551-I553,M01,DK01,294262.0,121917.0,232059.0,355151.0,368498.0
DOM,I551-I553,M01,DK02,79811.0,33750.0,53783.0,89098.0,87305.0
DOM,I551-I553,M01,DK03,225707.0,76907.0,147962.0,224344.0,241049.0
DOM,I551-I553,M01,DK04,117121.0,42626.0,97694.0,155916.0,154797.0
DOM,I551-I553,M01,DK05,92849.0,31056.0,72746.0,95800.0,105769.0
DOM,I551-I553,M01,EE,152122.0,148204.0,178527.0,193151.0,184860.0
DOM,I551-I553,M01,EE0,152122.0,148204.0,178527.0,193151.0,184860.0
DOM,I551-I553,M01,EE00,152122.0,148204.0,178527.0,193151.0,184860.0
DOM,I551-I553,M01,EL,1086526.0,274106.0,644298.0,1025262.0,1013011.0
DOM,I551-I553,M01,EL3,236610.0,72018.0,130746.0,219791.0,215048.0
DOM,I551-I553,M01,EL30,236610.0,72018.0,130746.0,219791.0,215048.0
DOM,I551-I553,M01,EL4,155657.0,80425.0,78101.0,142478.0,154511.0
DOM,I551-I553,M01,EL41,26365.0,13445.0,12022.0,14796.0,12445.0
DOM,I551-I553,M01,EL42,71911.0,43653.0,34287.0,83270.0,89815.0
DOM,I551-I553,M01,EL43,57381.0,23327.0,31792.0,44412.0,52251.0
DOM,I551-I553,M01,EL5,331792.0,60040.0,201310.0,314684.0,315660.0
DOM,I551-I553,M01,EL51,46967.0,14103.0,33908.0,46756.0,45965.0
DOM,I551-I553,M01,EL52,180552.0,27595.0,91779.0,155783.0,165021.0
DOM,I551-I553,M01,EL53,29975.0,5736.0,16889.0,23745.0,20586.0
DOM,I551-I553,M01,EL54,74298.0,12606.0,58734.0,88400.0,84088.0
DOM,I551-I553,M01,EL6,362467.0,61623.0,234141.0,348309.0,327792.0
DOM,I551-I553,M01,EL61,106704.0,13484.0,70957.0,101443.0,91785.0
DOM,I551-I553,M01,EL62,33198.0,5791.0,9362.0,16390.0,17528.0
DOM,I551-I553,M01,EL63,56077.0,15990.0,40438.0,56787.0,51132.0
DOM,I551-I553,M01,EL64,77941.0,10813.0,54992.0,81600.0,78527.0
DOM,I551-I553,M01,EL65,88547.0,15545.0,58392.0,92089.0,88820.0
DOM,I551-I553,M01,ES,6965680.0,2326558.0,6014853.0,7421855.0,7394331.0
DOM,I551-I553,M01,ES1,529341.0,170333.0,415521.0,487810.0,510742.0
DOM,I551-I553,M01,ES11,296420.0,107272.0,225720.0,282572.0,274884.0
DOM,I551-I553,M01,ES12,132422.0,37848.0,113421.0,129145.0,143016.0
DOM,I551-I553,M01,ES13,100499.0,25214.0,76379.0,76094.0,92842.0
DOM,I551-I553,M01,ES2,818087.0,224434.0,706180.0,817115.0,841791.0
DOM,I551-I553,M01,ES21,241102.0,89928.0,196323.0,285587.0,298064.0
DOM,I551-I553,M01,ES22,98155.0,46570.0,77891.0,101099.0,114835.0
DOM,I551-I553,M01,ES23,51152.0,9463.0,35725.0,45730.0,45748.0
DOM,I551-I553,M01,ES24,427679.0,78474.0,396240.0,384697.0,383143.0
DOM,I551-I553,M01,ES3,1034033.0,393327.0,835495.0,1067599.0,1044182.0
DOM,I551-I553,M01,ES30,1034033.0,393327.0,835495.0,1067599.0,1044182.0
DOM,I551-I553,M01,ES4,771955.0,223453.0,692035.0,827277.0,831183.0
DOM,I551-I553,M01,ES41,434640.0,113071.0,362208.0,432107.0,452721.0
DOM,I551-I553,M01,ES42,204591.0,73614.0,205701.0,245187.0,231458.0
DOM,I551-I553,M01,ES43,132725.0,36768.0,124126.0,149983.0,147004.0
DOM,I551-I553,M01,ES5,1790592.0,674817.0,1613336.0,1962064.0,1938288.0
DOM,I551-I553,M01,ES51,935193.0,385586.0,951094.0,1041632.0,1016133.0
DOM,I551-I553,M01,ES52,788787.0,265512.0,605857.0,820236.0,846068.0
DOM,I551-I553,M01,ES53,66613.0,23719.0,56385.0,100196.0,76088.0
DOM,I551-I553,M01,ES6,1399660.0,455475.0,1213652.0,1556319.0,1544731.0
DOM,I551-I553,M01,ES61,1261914.0,399258.0,1100475.0,1416929.0,1407291.0
DOM,I551-I553,M01,ES62,123930.0,47530.0,103410.0,126762.0,125360.0
DOM,I551-I553,M01,ES63,6881.0,4584.0,4333.0,6251.0,5359.0
DOM,I551-I553,M01,ES64,6934.0,4104.0,5435.0,6377.0,6721.0
DOM,I551-I553,M01,ES7,622011.0,184719.0,538635.0,703671.0,683413.0
DOM,I551-I553,M01,ES70,622011.0,184719.0,538635.0,703671.0,683413.0
DOM,I551-I553,M01,FI,957211.0,632615.0,691233.0,994304.0,900032.0
DOM,I551-I553,M01,FI1,953785.0,631156.0,689700.0,990654.0,896954.0
DOM,I551-I553,M01,FI19,208773.0,123744.0,140218.0,229865.0,218894.0
DOM,I551-I553,M01,FI1B,272700.0,111403.0,126805.0,261494.0,243814.0
DOM,I551-I553,M01,FI1C,140042.0,86907.0,100709.0,144593.0,143881.0
DOM,I551-I553,M01,FI1D,332270.0,309102.0,321968.0,354702.0,290365.0
DOM,I551-I553,M01,FI2,3426.0,1459.0,1533.0,3650.0,3078.0
DOM,I551-I553,M01,FI20,3426.0,1459.0,1533.0,3650.0,3078.0
DOM,I551-I553,M01,FR,14322647.0,6555731.0,12247437.0,14266550.0,14288247.0
DOM,I551-I553,M01,FR1,4156312.0,1935580.0,2225726.0,3138034.0,2983668.0
DOM,I551-I553,M01,FR10,4156312.0,1935580.0,2225726.0,3138034.0,2983668.0
DOM,I551-I553,M01,FRB,288381.0,132811.0,306328.0,356813.0,361464.0
DOM,I551-I553,M01,FRB0,288381.0,132811.0,306328.0,356813.0,361464.0
DOM,I551-I553,M01,FRC,333480.0,154721.0,301142.0,367617.0,369664.0
DOM,I551-I553,M01,FRC1,198690.0,93098.0,180125.0,220317.0,223842.0
DOM,I551-I553,M01,FRC2,134790.0,61623.0,121017.0,147300.0,145822.0
DOM,I551-I553,M01,FRD,381138.0,175856.0,414274.0,429400.0,452824.0
DOM,I551-I553,M01,FRD1,195367.0,90655.0,214728.0,211442.0,217296.0
DOM,I551-I553,M01,FRD2,185771.0,85201.0,199546.0,217959.0,235527.0
DOM,I551-I553,M01,FRE,465392.0,217285.0,481609.0,556240.0,584704.0
DOM,I551-I553,M01,FRE1,334457.0,156159.0,325652.0,378468.0,379579.0
DOM,I551-I553,M01,FRE2,130935.0,61126.0,155957.0,177772.0,205125.0
DOM,I551-I553,M01,FRF,741649.0,342559.0,660530.0,751430.0,748153.0
DOM,I551-I553,M01,FRF1,311010.0,144403.0,239618.0,294516.0,296297.0
DOM,I551-I553,M01,FRF2,136567.0,63927.0,127943.0,151283.0,147160.0
DOM,I551-I553,M01,FRF3,294073.0,134229.0,292969.0,305631.0,304697.0
DOM,I551-I553,M01,FRG,438886.0,201362.0,467689.0,530176.0,539757.0
DOM,I551-I553,M01,FRG0,438886.0,201362.0,467689.0,530176.0,539757.0
DOM,I551-I553,M01,FRH,355577.0,164451.0,407199.0,451534.0,458865.0
DOM,I551-I553,M01,FRH0,355577.0,164451.0,407199.0,451534.0,458865.0
DOM,I551-I553,M01,FRI,838095.0,383300.0,897943.0,1030164.0,1075621.0
DOM,I551-I553,M01,FRI1,523655.0,239425.0,546044.0,634674.0,663113.0
DOM,I551-I553,M01,FRI2,62533.0,29101.0,61893.0,70174.0,68940.0
DOM,I551-I553,M01,FRI3,251906.0,114775.0,290006.0,325315.0,343569.0
DOM,I551-I553,M01,FRJ,989358.0,447739.0,1026276.0,1070717.0,1109639.0
DOM,I551-I553,M01,FRJ1,422024.0,191868.0,470442.0,487933.0,488466.0
DOM,I551-I553,M01,FRJ2,567334.0,255871.0,555834.0,582784.0,621173.0
DOM,I551-I553,M01,FRK,3537807.0,1580564.0,3329717.0,3667472.0,3639935.0
DOM,I551-I553,M01,FRK1,186799.0,85543.0,209854.0,232500.0,232617.0
DOM,I551-I553,M01,FRK2,3351008.0,1495021.0,3119863.0,3434972.0,3407318.0
DOM,I551-I553,M01,FRL,1432718.0,647950.0,1368789.0,1473830.0,1512154.0
DOM,I551-I553,M01,FRL0,1432718.0,647950.0,1368789.0,1473830.0,1512154.0
DOM,I551-I553,M01,FRM,29040.0,13415.0,34098.0,50059.0,45322.0
DOM,I551-I553,M01,FRM0,29040.0,13415.0,34098.0,50059.0,45322.0
DOM,I551-I553,M01,FRY,334813.0,158138.0,326119.0,393063.0,405864.0
DOM,I551-I553,M01,FRY1,99423.0,46959.0,80553.0,108010.0,123097.0
DOM,I551-I553,M01,FRY2,108905.0,51437.0,84570.0,115710.0,117570.0
DOM,I551-I553,M01,FRY4,96599.0,45625.0,132982.0,133638.0,121494.0
DOM,I551-I553,M01,HR,223588.0,173395.0,245015.0,252878.0,251151.0
DOM,I551-I553,M01,HR0,223588.0,173395.0,245015.0,252878.0,251151.0
DOM,I551-I553,M01,HR02,32437.0,18710.0,27679.0,35305.0,33644.0
DOM,I551-I553,M01,HR03,105465.0,104549.0,136984.0,133798.0,130994.0
DOM,I551-I553,M01,HR05,37975.0,19410.0,32393.0,37159.0,38659.0
DOM,I551-I553,M01,HR06,47711.0,30726.0,47959.0,46616.0,47854.0
DOM,I551-I553,M01,HU,827319.0,135649.0,713117.0,773902.0,792006.0
DOM,I551-I553,M01,HU1,140471.0,51385.0,167672.0,198664.0,179131.0
DOM,I551-I553,M01,HU11,87336.0,42509.0,114549.0,136944.0,120518.0
DOM,I551-I553,M01,HU12,53135.0,8876.0,53123.0,61720.0,58613.0
DOM,I551-I553,M01,HU2,372925.0,42308.0,306780.0,310738.0,354314.0
DOM,I551-I553,M01,HU21,100913.0,16888.0,80842.0,95416.0,107977.0
DOM,I551-I553,M01,HU22,187814.0,15712.0,162106.0,151001.0,179320.0
DOM,I551-I553,M01,HU23,84198.0,9708.0,63832.0,64321.0,67017.0
DOM,I551-I553,M01,HU3,313923.0,41956.0,238665.0,264500.0,258561.0
DOM,I551-I553,M01,HU31,135469.0,16079.0,104864.0,123146.0,119903.0
DOM,I551-I553,M01,HU32,102343.0,12503.0,75697.0,75198.0,74308.0
DOM,I551-I553,M01,HU33,76111.0,13374.0,58104.0,66156.0,64350.0
DOM,I551-I553,M01,IE,688000.0,145000.0,556000.0,659000.0,659002.0
DOM,I551-I553,M01,IE0,688000.0,145000.0,556000.0,659000.0,659002.0
DOM,I551-I553,M01,IE04,152000.0,22000.0,172000.0,240001.0,109001.0
DOM,I551-I553,M01,IE05,270000.0,120000.0,215000.0,195999.0,246000.0
DOM,I551-I553,M01,IE06,266000.0,3000.0,169000.0,223000.0,304001.0
DOM,I551-I553,M01,IT,10107993.0,3020709.0,8100607.0,10844945.0,10605794.0
DOM,I551-I553,M01,ITC,2324517.0,805691.0,1883599.0,2404339.0,2388588.0
DOM,I551-I553,M01,ITC1,511913.0,213468.0,408008.0,545954.0,524204.0
DOM,I551-I553,M01,ITC2,218386.0,9289.0,199053.0,239368.0,247613.0
DOM,I551-I553,M01,ITC3,407555.0,125235.0,354103.0,417449.0,390450.0
DOM,I551-I553,M01,ITC4,1186663.0,457699.0,922435.0,1201568.0,1226321.0
DOM,I551-I553,M01,ITF,954171.0,299208.0,665418.0,899914.0,954262.0
DOM,I551-I553,M01,ITF1,189782.0,45665.0,166065.0,181384.0,234515.0
DOM,I551-I553,M01,ITF2,9956.0,7902.0,15084.0,18166.0,14139.0
DOM,I551-I553,M01,ITF3,396215.0,97266.0,238584.0,393551.0,398496.0
DOM,I551-I553,M01,ITF4,198802.0,95258.0,151058.0,190248.0,182840.0
DOM,I551-I553,M01,ITF5,52285.0,16507.0,37831.0,52838.0,58465.0
DOM,I551-I553,M01,ITF6,107131.0,36610.0,56796.0,63727.0,65807.0
DOM,I551-I553,M01,ITG,293748.0,127017.0,244748.0,345706.0,359120.0
DOM,I551-I553,M01,ITG1,212952.0,85303.0,180154.0,259533.0,274156.0
DOM,I551-I553,M01,ITG2,80796.0,41714.0,64594.0,86173.0,84964.0
DOM,I551-I553,M01,ITH,4370320.0,1026928.0,3607419.0,4650838.0,4602573.0
DOM,I551-I553,M01,ITH1,1045657.0,99859.0,995250.0,1199304.0,1151189.0
DOM,I551-I553,M01,ITH2,1161661.0,60544.0,1013181.0,1293894.0,1251562.0
DOM,I551-I553,M01,ITH3,1100707.0,417513.0,821440.0,1096233.0,1089860.0
DOM,I551-I553,M01,ITH4,170994.0,80970.0,147399.0,195419.0,206208.0
DOM,I551-I553,M01,ITH5,891301.0,368042.0,630149.0,865988.0,903754.0
DOM,I551-I553,M01,ITI,2165237.0,761865.0,1699423.0,2544148.0,2301251.0
DOM,I551-I553,M01,ITI1,790361.0,297298.0,613084.0,758759.0,668070.0
DOM,I551-I553,M01,ITI2,187428.0,51797.0,159739.0,222165.0,218944.0
DOM,I551-I553,M01,ITI3,247933.0,159856.0,198034.0,245017.0,208222.0
DOM,I551-I553,M01,ITI4,939515.0,252914.0,728566.0,1318207.0,1206015.0
DOM,I551-I553,M01,LI,333.0,668.0,820.0,527.0,327.0
DOM,I551-I553,M01,LI0,333.0,668.0,820.0,527.0,327.0
DOM,I551-I553,M01,LI00,333.0,668.0,820.0,527.0,327.0
DOM,I551-I553,M01,LT,227020.0,58019.0,270020.0,286911.0,290997.0
DOM,I551-I553,M01,LT0,227020.0,58019.0,270020.0,286911.0,290997.0
DOM,I551-I553,M01,LT01,48700.0,20176.0,61689.0,59969.0,63839.0
DOM,I551-I553,M01,LT02,178320.0,37843.0,208331.0,226942.0,227158.0
DOM,I551-I553,M01,LU,27858.0,22766.0,23505.0,26027.0,23301.0
DOM,I551-I553,M01,LU0,27858.0,22766.0,23505.0,26027.0,23301.0
DOM,I551-I553,M01,LU00,27858.0,22766.0,23505.0,26027.0,23301.0
DOM,I551-I553,M01,LV,96789.0,59752.0,86806.0,98496.0,97596.0
DOM,I551-I553,M01,LV0,96789.0,59752.0,86806.0,98496.0,97596.0
DOM,I551-I553,M01,LV00,96789.0,59752.0,86806.0,98496.0,97596.0
DOM,I551-I553,M01,MK,39577.0,30920.0,41020.0,35338.0,42568.0
DOM,I551-I553,M01,MK0,39577.0,30920.0,41020.0,35338.0,42568.0
DOM,I551-I553,M01,MK00,39577.0,30920.0,41020.0,35338.0,42568.0
DOM,I551-I553,M01,MT,38147.0,40601.0,36410.0,46103.0,44372.0
DOM,I551-I553,M01,MT0,38147.0,40601.0,36410.0,46103.0,44372.0
DOM,I551-I553,M01,MT00,38147.0,40601.0,36410.0,46103.0,44372.0
DOM,I551-I553,M01,NL,3309830.0,1947932.0,2756840.0,4056730.0,4199912.0
DOM,I551-I553,M01,NL1,464557.0,257310.0,427366.0,557483.0,584298.0
DOM,I551-I553,M01,NL11,68019.0,28222.0,44779.0,56614.0,72713.0
DOM,I551-I553,M01,NL12,144366.0,91885.0,147056.0,175874.0,175066.0
DOM,I551-I553,M01,NL13,252171.0,137202.0,235531.0,324995.0,336519.0
DOM,I551-I553,M01,NL2,744086.0,513804.0,678424.0,926129.0,935347.0
DOM,I551-I553,M01,NL21,182897.0,127824.0,167134.0,272590.0,240236.0
DOM,I551-I553,M01,NL22,488761.0,349254.0,437466.0,528154.0,572216.0
DOM,I551-I553,M01,NL23,72429.0,36727.0,73824.0,125386.0,122895.0
DOM,I551-I553,M01,NL3,1281211.0,741906.0,1055621.0,1582478.0,1708775.0
DOM,I551-I553,M01,NL32,619275.0,327317.0,444057.0,717113.0,825382.0
DOM,I551-I553,M01,NL34,128544.0,131343.0,202531.0,211983.0,212467.0
DOM,I551-I553,M01,NL4,819977.0,434912.0,595430.0,990639.0,971492.0
DOM,I551-I553,M01,NL41,416324.0,219347.0,290547.0,505850.0,486539.0
DOM,I551-I553,M01,NL42,403653.0,215565.0,304882.0,484789.0,484953.0
DOM,I551-I553,M01,NO,1370525.0,653416.0,888046.0,1346664.0,1352667.0
DOM,I551-I553,M01,NO0,1370525.0,653416.0,888046.0,1346664.0,1352667.0
DOM,I551-I553,M01,NO02,123295.0,72328.0,101105.0,132061.0,125035.0
DOM,I551-I553,M01,NO06,130231.0,47389.0,73107.0,124733.0,119058.0
DOM,I551-I553,M01,NO07,136733.0,82318.0,115691.0,146247.0,158944.0
DOM,I551-I553,M01,NO08,556736.0,205310.0,302812.0,513734.0,528305.0
DOM,I551-I553,M01,NO09,117489.0,67437.0,78797.0,116931.0,102172.0
DOM,I551-I553,M01,NO0A,302055.0,176693.0,213129.0,309195.0,316073.0
DOM,I551-I553,M01,NO0B,3986.0,1941.0,3405.0,3763.0,3080.0
DOM,I551-I553,M01,PL,4811165.0,581744.0,4023812.0,4542003.0,4682189.0
DOM,I551-I553,M01,PL2,1490831.0,139166.0,1209230.0,1310786.0,1297882.0
DOM,I551-I553,M01,PL21,1018466.0,74512.0,852443.0,882688.0,871711.0
DOM,I551-I553,M01,PL22,472365.0,64654.0,356787.0,428098.0,426171.0
DOM,I551-I553,M01,PL4,736089.0,90152.0,635128.0,706521.0,708221.0
DOM,I551-I553,M01,PL41,166806.0,32298.0,143327.0,167863.0,169834.0
DOM,I551-I553,M01,PL42,519043.0,39586.0,446758.0,485841.0,494593.0
DOM,I551-I553,M01,PL43,50240.0,18268.0,45043.0,52817.0,43794.0
DOM,I551-I553,M01,PL5,706784.0,73999.0,637244.0,644433.0,756906.0
DOM,I551-I553,M01,PL51,661058.0,66378.0,604775.0,607583.0,718144.0
DOM,I551-I553,M01,PL52,45726.0,7621.0,32469.0,36850.0,38762.0
DOM,I551-I553,M01,PL6,759829.0,86556.0,654997.0,750957.0,798528.0
DOM,I551-I553,M01,PL61,267631.0,32096.0,224652.0,252105.0,274963.0
DOM,I551-I553,M01,PL62,145017.0,9968.0,116319.0,132541.0,143832.0
DOM,I551-I553,M01,PL63,347181.0,44492.0,314026.0,366311.0,379733.0
DOM,I551-I553,M01,PL7,271645.0,45647.0,213910.0,255460.0,255404.0
DOM,I551-I553,M01,PL71,152544.0,32474.0,110232.0,135191.0,141696.0
DOM,I551-I553,M01,PL72,119101.0,13173.0,103678.0,120269.0,113708.0
DOM,I551-I553,M01,PL8,394059.0,53714.0,318370.0,357160.0,368621.0
DOM,I551-I553,M01,PL81,117097.0,19221.0,95198.0,122087.0,110512.0
DOM,I551-I553,M01,PL82,219957.0,23415.0,149693.0,175025.0,202386.0
DOM,I551-I553,M01,PL84,57005.0,11078.0,73479.0,60048.0,55723.0
DOM,I551-I553,M01,PL9,451928.0,92510.0,354933.0,516686.0,496627.0
