duration,purpose,c_dest,wstatus,geo,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 ,2022 ,2023 ,2024 
N1-3,PER,DOM,EMP,EE,1704140.0,1715613.0,2198912.0,2553842.0,3151478.0,2991172.0,4286014.0,3043126.0,1942214.0,1997941.0,2615564.0,2887971.0,3136880.0
N1-3,PER,DOM,EMP,ES,97848848.0,93956681.0,92534738.0,96779917.0,102522572.0,107128971.0,110027020.0,105770605.0,55089665.0,81579186.0,102377017.0,110496545.0,102998043.0
N1-3,PER,DOM,EMP,FI,22430654.0,23218622.0,21298550.0,21604889.0,21585988.0,22849167.0,21415382.0,22406592.0,17208001.0,22520743.0,20360438.0,17515902.0,19997256.0
N1-3,PER,DOM,EMP,LV,3147612.0,2767358.0,2865016.0,2692572.0,2823270.0,2868677.0,2659748.0,2413305.0,1266637.0,2504434.0,2892185.0,3045734.0,3231385.0
N1-3,PER,DOM,EMP,NL,18246637.0,16395260.0,15678955.0,15362363.0,15648340.0,15935523.0,16020404.0,15923634.0,14187532.0,21557945.0,14902093.0,15525341.0,16239648.0
N1-3,PER,DOM,EMP,RO,12776277.0,14293691.0,14883791.0,14003085.0,15277731.0,15235397.0,16207833.0,16418574.0,11036821.0,15983736.0,16923420.0,17145421.0,17107936.0
N1-3,PER,DOM,INAC_OTH,AT,2833553.0,2674968.0,2782536.0,3101784.0,3204248.0,3024645.0,2799324.0,3579183.0,2218949.0,2341293.0,3151862.0,4229864.0,4439435.0
N1-3,PER,DOM,INAC_OTH,BE,2900170.0,3148329.0,2689760.0,4122410.0,3203589.0,4180516.0,4525446.0,5225267.0,4223336.0,1425599.0,1381653.0,1567729.0,1216276.0
N1-3,PER,DOM,INAC_OTH,BG,3842109.0,3846551.0,4071907.0,3032569.0,3364116.0,5733767.0,5021649.0,4871905.0,2608587.0,425080.0,458548.0,609320.0,734123.0
N1-3,PER,DOM,INAC_OTH,CY,1823074.0,1537768.0,1607076.0,1857829.0,1903611.0,1949968.0,2106611.0,2224148.0,2420453.0,2833921.0,2429087.0,2245089.0,2253318.0
N1-3,PER,DOM,INAC_OTH,CZ,36200298.0,33439028.0,37078080.0,31471676.0,34237876.0,38692095.0,35701446.0,35583530.0,24998821.0,27986259.0,33641220.0,25663027.0,28774873.0
N1-3,PER,DOM,INAC_OTH,DE,167615290.0,175945063.0,161836384.0,178011814.0,168656004.0,158998081.0,165653957.0,169979739.0,109041635.0,135543458.0,137011532.0,160783148.0,172715863.0
N1-3,PER,DOM,INAC_OTH,DK,26928655.0,29541173.0,30055318.0,30299877.0,26815133.0,22321093.0,12278571.0,4408621.0,4302610.0,3109301.0,3327694.0,3186767.0,4170895.0
N1-3,PER,DOM,INAC_OTH,EE,244203.0,297978.0,528123.0,521809.0,546327.0,572135.0,701683.0,660667.0,385817.0,390834.0,423404.0,571487.0,627651.0
N1-3,PER,DOM,INAC_OTH,EL,5495625.0,2923276.0,3581761.0,3243607.0,3060303.0,3270170.0,3502922.0,2934694.0,2629941.0,2785092.0,3712979.0,3556493.0,3432642.0
N1-3,PER,DOM,INAC_OTH,ES,37361177.0,36982324.0,39515194.0,29355037.0,30412923.0,33897352.0,34913276.0,36357203.0,15552947.0,23181200.0,30796535.0,30793800.0,34870597.0
N1-3,PER,DOM,INAC_OTH,FI,8039640.0,7715576.0,7573154.0,7955018.0,8139826.0,8032936.0,8082627.0,7790099.0,5211703.0,6934725.0,6612383.0,6463030.0,7999641.0
N1-3,PER,DOM,INAC_OTH,FR,184861260.0,181954190.0,184491323.0,163206588.0,160888964.0,179119303.0,172165371.0,175093744.0,34669761.0,57348296.0,67255985.0,45430287.0,41719439.0
N1-3,PER,DOM,INAC_OTH,HR,5817978.0,5731124.0,964460.0,633797.0,2600601.0,435811.0,2806091.0,570879.0,346808.0,3027669.0,2869310.0,3456316.0,4003476.0
N1-3,PER,DOM,INAC_OTH,HU,20305731.0,16457775.0,17894808.0,5235108.0,5126742.0,4792656.0,4596150.0,4669247.0,2369170.0,12198417.0,15938878.0,15578822.0,16400199.0
N1-3,PER,DOM,INAC_OTH,IE,8905635.0,8751585.0,9487565.0,9516756.0,9993138.0,10362955.0,11927113.0,12357077.0,8082662.0,5956488.0,14289512.0,13483543.0,18047553.0
N1-3,PER,DOM,INAC_OTH,IT,42155530.0,33327995.0,36329218.0,34577378.0,44060794.0,41064916.0,47599534.0,41217546.0,24683257.0,24387016.0,35750878.0,31510518.0,27454564.0
N1-3,PER,DOM,INAC_OTH,LT,3283417.0,3121013.0,3396253.0,3402998.0,3161710.0,3227905.0,3363645.0,3495470.0,3020990.0,4028283.0,4730132.0,5193499.0,6204165.0
N1-3,PER,DOM,INAC_OTH,LV,735364.0,713868.0,664272.0,671661.0,608495.0,585681.0,499014.0,512744.0,170072.0,391574.0,536035.0,514626.0,529350.0
N1-3,PER,DOM,INAC_OTH,MT,330686.0,321574.0,339022.0,106974.0,83630.0,415493.0,404375.0,74637.0,79423.0,97917.0,129985.0,141166.0,147866.0
N1-3,PER,DOM,INAC_OTH,NL,8533861.0,7008241.0,7112533.0,6545422.0,6290610.0,6680322.0,6667124.0,7311695.0,4964401.0,8087742.0,6835399.0,6959488.0,6668551.0
N1-3,PER,DOM,INAC_OTH,PL,47242930.0,50630835.0,41937463.0,44086369.0,48637419.0,52558113.0,55822067.0,58370311.0,43014993.0,52036260.0,59762123.0,62210685.0,62700981.0
N1-3,PER,DOM,INAC_OTH,PT,3412359.0,5473800.0,14733797.0,4461173.0,4524635.0,12645534.0,4605880.0,5508396.0,2701265.0,3752895.0,4699848.0,19932619.0,4538039.0
N1-3,PER,DOM,INAC_OTH,RO,3996799.0,4079613.0,4061812.0,4258563.0,4235680.0,4640778.0,4311526.0,4480956.0,2339528.0,4014162.0,4050929.0,4550932.0,4153324.0
N1-3,PER,DOM,INAC_OTH,SI,682004.0,600657.0,629558.0,696800.0,685182.0,2534409.0,3062823.0,2296720.0,1686870.0,857945.0,659568.0,925510.0,794099.0
N1-3,PER,DOM,INAC_OTH,SK,3918960.0,5525240.0,5798469.0,7043087.0,8691208.0,9037490.0,10078824.0,11230593.0,6361716.0,6612906.0,10251291.0,10565502.0,10420384.0
N1-3,PER,DOM,UNE,AT,140116.0,199196.0,169937.0,193367.0,181613.0,148896.0,208719.0,281526.0,305148.0,272480.0,224653.0,271971.0,462982.0
N1-3,PER,DOM,UNE,EE,161279.0,106566.0,133853.0,115811.0,101169.0,87535.0,199595.0,109764.0,140864.0,139590.0,132085.0,185956.0,164976.0
N1-3,PER,DOM,UNE,ES,16045803.0,17087896.0,14634210.0,21283639.0,18277167.0,17387314.0,14662132.0,14823730.0,8860025.0,11567643.0,11828284.0,12653555.0,12707515.0
N1-3,PER,DOM,UNE,FI,1285815.0,1599135.0,1703048.0,1949215.0,1911045.0,1688423.0,1043075.0,1345664.0,1283761.0,1553041.0,974120.0,762238.0,1193368.0
N1-3,PER,DOM,UNE,LV,383816.0,355958.0,250157.0,213649.0,301762.0,158745.0,128220.0,91442.0,79335.0,103161.0,134035.0,152813.0,130637.0
N1-3,PER,DOM,UNE,NL,2515856.0,1979506.0,2467566.0,2214619.0,2186692.0,1066727.0,883824.0,982234.0,784306.0,756372.0,401695.0,384912.0,622632.0
N1-3,PER,DOM,UNE,RO,420716.0,490583.0,382117.0,322957.0,272408.0,220973.0,136013.0,114553.0,118466.0,195079.0,138006.0,137534.0,168582.0
N1-3,PER,FOR,ACT_INAC,AT,6655895.0,6379104.0,6720360.0,6464114.0,7415153.0,7563111.0,7649378.0,7946716.0,2773793.0,4682454.0,10208463.0,11960794.0,11340936.0
N1-3,PER,FOR,ACT_INAC,BE,4629350.0,5718685.0,6121727.0,6331056.0,8032009.0,7371945.0,7791073.0,8379631.0,3065334.0,3648735.0,7230764.0,8228082.0,7989210.0
N1-3,PER,FOR,ACT_INAC,BG,324547.0,366149.0,418913.0,297478.0,345370.0,436887.0,684223.0,865758.0,114156.0,140532.0,479253.0,758411.0,1248448.0
N1-3,PER,FOR,ACT_INAC,CY,413725.0,458056.0,386405.0,410228.0,487173.0,618469.0,686481.0,810654.0,234068.0,201787.0,680355.0,917060.0,875250.0
N1-3,PER,FOR,ACT_INAC,CZ,2346634.0,2640495.0,2773194.0,2836035.0,2979398.0,3041955.0,4221415.0,3875182.0,1380054.0,1115951.0,3186785.0,4127463.0,3409950.0
N1-3,PER,FOR,ACT_INAC,DE,32553576.0,34809888.0,32600563.0,36340864.0,39661532.0,35012116.0,44497713.0,43036866.0,17076406.0,21105412.0,36331512.0,38487466.0,47151302.0
N1-3,PER,FOR,ACT_INAC,DK,3367517.0,4792423.0,4908352.0,5426585.0,4843024.0,4172449.0,2280453.0,6338357.0,1896493.0,1850895.0,3059553.0,3474142.0,6315597.0
N1-3,PER,FOR,ACT_INAC,EE,971928.0,825883.0,967899.0,756220.0,803429.0,831468.0,1313286.0,1033095.0,327505.0,273830.0,798707.0,990764.0,876906.0
N1-3,PER,FOR,ACT_INAC,EL,213645.0,164621.0,250743.0,270347.0,240935.0,318985.0,417611.0,387946.0,134579.0,171313.0,343674.0,337057.0,632943.0
N1-3,PER,FOR,ACT_INAC,ES,6580491.0,5961069.0,6842133.0,7750363.0,7808029.0,9179123.0,10134588.0,11933416.0,3331919.0,3954240.0,8629988.0,9718267.0,12023261.0
N1-3,PER,FOR,ACT_INAC,FI,6649926.0,6412756.0,6313586.0,6674887.0,6662883.0,7110020.0,6147046.0,5668185.0,1715215.0,1085992.0,3327403.0,4838115.0,5029478.0
N1-3,PER,FOR,ACT_INAC,FR,10982642.0,10946820.0,11822324.0,11117404.0,10492086.0,13460009.0,14630647.0,13962049.0,6219063.0,6041112.0,13924994.0,19102291.0,18200376.0
N1-3,PER,FOR,ACT_INAC,HR,2139225.0,2043897.0,2030582.0,1994335.0,1317299.0,1576221.0,1699432.0,2001878.0,450410.0,538962.0,1274537.0,1954428.0,2073141.0
N1-3,PER,FOR,ACT_INAC,HU,2846840.0,3331402.0,3993153.0,4526996.0,5530304.0,5944145.0,6323149.0,6702602.0,2256272.0,2184631.0,4156248.0,4540657.0,4198392.0
N1-3,PER,FOR,ACT_INAC,IE,3210065.0,3361303.0,3369742.0,3572722.0,3437188.0,4606724.0,4947955.0,4706082.0,1644724.0,1232988.0,5293626.0,6786317.0,8385285.0
N1-3,PER,FOR,ACT_INAC,IT,7940022.0,5747099.0,5843188.0,6319631.0,5980802.0,7200667.0,8004803.0,7285917.0,1574342.0,1520074.0,4098334.0,4400109.0,5121988.0
N1-3,PER,FOR,ACT_INAC,LT,840028.0,834131.0,841171.0,880571.0,885307.0,874187.0,949280.0,1004343.0,316042.0,367545.0,688380.0,783377.0,840396.0
N1-3,PER,FOR,ACT_INAC,LU,991069.0,1027517.0,1290118.0,1212682.0,961892.0,1460556.0,1617862.0,1745807.0,886748.0,1120437.0,1758581.0,2009619.0,1960610.0
N1-3,PER,FOR,ACT_INAC,LV,910538.0,755047.0,754382.0,850721.0,886347.0,854795.0,977058.0,982712.0,346713.0,303628.0,954571.0,1173898.0,1223723.0
N1-3,PER,FOR,ACT_INAC,MT,119688.0,148844.0,146593.0,165828.0,188814.0,271443.0,329162.0,379756.0,129555.0,159060.0,342211.0,448192.0,478015.0
N1-3,PER,FOR,ACT_INAC,NL,8206753.0,7936514.0,8002575.0,8082025.0,8309718.0,9267516.0,9030466.0,9924270.0,3016014.0,5501007.0,11765352.0,13114303.0,12408051.0
N1-3,PER,FOR,ACT_INAC,PL,3669135.0,3755261.0,3633928.0,4039554.0,4267189.0,4598958.0,4601850.0,5055262.0,2219389.0,2346504.0,4472108.0,4925874.0,5639927.0
N1-3,PER,FOR,ACT_INAC,PT,648966.0,461091.0,605559.0,758295.0,906879.0,933391.0,1022899.0,1378040.0,374615.0,361584.0,1259737.0,1823295.0,1598704.0
N1-3,PER,FOR,ACT_INAC,RO,233700.0,310572.0,181106.0,282780.0,379231.0,326100.0,481203.0,554762.0,140445.0,179704.0,446764.0,535904.0,770635.0
N1-3,PER,FOR,ACT_INAC,SI,1918814.0,2364491.0,2281716.0,2502671.0,2351682.0,2781350.0,2585741.0,2889148.0,847253.0,1591163.0,2379077.0,3688983.0,4182659.0
N1-3,PER,FOR,ACT_INAC,SK,938147.0,814994.0,1522791.0,1189078.0,1639153.0,2225911.0,2980133.0,3391020.0,841562.0,949730.0,2521427.0,3144715.0,3567016.0
N1-3,PER,FOR,EDUC,AT,872775.0,974402.0,872958.0,668421.0,841921.0,833222.0,1048969.0,906741.0,288173.0,475101.0,1626045.0,1280497.0,1451876.0
N1-3,PER,FOR,EDUC,ES,784058.0,758291.0,624526.0,462931.0,662556.0,1261038.0,1294823.0,1769036.0,520303.0,570623.0,835546.0,752187.0,1826663.0
N1-3,PER,FOR,EDUC,NL,656746.0,881083.0,902712.0,952842.0,992195.0,1352582.0,1358748.0,1638546.0,391417.0,844852.0,1982688.0,1810121.0,1880847.0
N1-3,PER,FOR,EMP,AT,4224959.0,4029926.0,4395547.0,4381081.0,5012146.0,5076675.0,5292272.0,5310521.0,2090363.0,3544550.0,6667592.0,8397912.0,7730824.0
N1-3,PER,FOR,EMP,EE,728394.0,604463.0,700095.0,606363.0,593709.0,618506.0,970700.0,809362.0,252948.0,215767.0,639812.0,769611.0,697188.0
N1-3,PER,FOR,EMP,ES,4296707.0,3634952.0,4612620.0,5811407.0,5584603.0,6283848.0,7024179.0,7980017.0,2193651.0,2629208.0,6276735.0,7690532.0,8333007.0
N1-3,PER,FOR,EMP,FI,4359546.0,3887388.0,3875418.0,4117772.0,4091183.0,4669397.0,3821258.0,3376229.0,1206511.0,720237.0,2207828.0,3045313.0,3186766.0
N1-3,PER,FOR,EMP,LV,628709.0,528169.0,531014.0,664701.0,713935.0,639017.0,765972.0,840197.0,274162.0,244446.0,743699.0,946535.0,933755.0
N1-3,PER,FOR,EMP,NL,5781395.0,5455942.0,5333897.0,5604132.0,5663346.0,6245798.0,6329000.0,6589357.0,2087401.0,3612234.0,8043921.0,9323696.0,8541488.0
N1-3,PER,FOR,EMP,RO,177863.0,244035.0,134325.0,227282.0,315544.0,275906.0,404137.0,487608.0,128305.0,150255.0,371740.0,401039.0,647743.0
N1-3,PER,FOR,INAC_OTH,AT,1460816.0,1300121.0,1404234.0,1294431.0,1433742.0,1531762.0,1281359.0,1611739.0,261343.0,596817.0,1500857.0,2020138.0,1973487.0
N1-3,PER,FOR,INAC_OTH,BE,4629350.0,5718685.0,6121727.0,6331056.0,8032009.0,7371945.0,7791073.0,8379631.0,3065334.0,641133.0,1099335.0,1346866.0,1268956.0
N1-3,PER,FOR,INAC_OTH,CY,413725.0,458056.0,386405.0,410228.0,487173.0,618469.0,686481.0,810654.0,234068.0,201787.0,680355.0,917060.0,875250.0
N1-3,PER,FOR,INAC_OTH,CZ,2346634.0,2640495.0,2773194.0,2836035.0,2979398.0,3041955.0,4221415.0,3875182.0,1380054.0,1115951.0,3186785.0,4127463.0,3409950.0
N1-3,PER,FOR,INAC_OTH,DE,32553576.0,34809888.0,32600563.0,36340864.0,39661532.0,35012116.0,44497713.0,43036866.0,17076406.0,21105412.0,36331512.0,38487466.0,47151302.0
N1-3,PER,FOR,INAC_OTH,DK,3367517.0,4792423.0,4908352.0,5426585.0,4843024.0,4172449.0,2280453.0,831509.0,242137.0,143867.0,429683.0,533013.0,858733.0
N1-3,PER,FOR,INAC_OTH,EL,213645.0,164621.0,250743.0,270347.0,240935.0,318985.0,417611.0,387946.0,134579.0,171313.0,343674.0,337057.0,632943.0
N1-3,PER,FOR,INAC_OTH,ES,982492.0,1026318.0,1015124.0,734657.0,840385.0,1001168.0,1033703.0,1181405.0,248210.0,564731.0,954380.0,893920.0,1299003.0
N1-3,PER,FOR,INAC_OTH,FI,1272486.0,1696597.0,1511997.0,1660079.0,1461127.0,1608737.0,1411769.0,1290510.0,242224.0,183770.0,681388.0,1095598.0,948244.0
N1-3,PER,FOR,INAC_OTH,FR,10982642.0,10946820.0,11822324.0,11117404.0,10492086.0,13460009.0,14630647.0,13962049.0,1070627.0,1319966.0,3050425.0,2790004.0,2585451.0
N1-3,PER,FOR,INAC_OTH,HR,2139225.0,2043897.0,318552.0,374015.0,1317299.0,218063.0,1699432.0,316793.0,87619.0,538962.0,1274537.0,1954428.0,2073141.0
N1-3,PER,FOR,INAC_OTH,HU,2846840.0,3331402.0,3993153.0,4526996.0,5530304.0,5944145.0,6323149.0,6702602.0,2256272.0,2184631.0,4156248.0,4540657.0,4198392.0
N1-3,PER,FOR,INAC_OTH,IE,3210065.0,3361303.0,3369742.0,3572722.0,3437188.0,4606724.0,4947955.0,4706082.0,1644724.0,1232988.0,5293626.0,6786317.0,8385285.0
N1-3,PER,FOR,INAC_OTH,IT,7940022.0,5747099.0,5843188.0,6319631.0,5980802.0,7200667.0,8004803.0,7285917.0,1574342.0,1520074.0,4098334.0,4400109.0,5121988.0
N1-3,PER,FOR,INAC_OTH,LT,840028.0,834131.0,841171.0,880571.0,885307.0,874187.0,949280.0,1004343.0,316042.0,367545.0,688380.0,783377.0,840396.0
N1-3,PER,FOR,INAC_OTH,LU,121020.0,1027517.0,1290118.0,1212682.0,961892.0,1460556.0,1617862.0,257534.0,886748.0,1120437.0,1758581.0,2009619.0,1960610.0
N1-3,PER,FOR,INAC_OTH,NL,1434002.0,1229030.0,1358574.0,1196363.0,1236657.0,1354243.0,1126265.0,1457987.0,477361.0,904906.0,1587691.0,1674181.0,1771154.0
N1-3,PER,FOR,INAC_OTH,PL,3669135.0,3755261.0,3633928.0,4039554.0,4267189.0,4598958.0,4601850.0,5055262.0,2219389.0,2346504.0,4472108.0,4925874.0,5639927.0
N1-3,PER,FOR,INAC_OTH,SI,309829.0,393625.0,289416.0,453690.0,471701.0,2781350.0,2585741.0,2889148.0,847253.0,221333.0,182804.0,492143.0,499029.0
N1-3,PER,FOR,INAC_OTH,SK,938147.0,814994.0,1522791.0,1189078.0,1639153.0,2225911.0,2980133.0,3391020.0,841562.0,949730.0,2521427.0,3144715.0,3567016.0
N1-3,PER,FOR,UNE,ES,517235.0,541508.0,589863.0,741368.0,720485.0,633069.0,781882.0,1002958.0,369755.0,189678.0,563327.0,381627.0,564587.0
N1-3,PER,WORLD,ACT_INAC,AT,18269954.0,18755481.0,20023234.0,18993653.0,21116817.0,20951845.0,21667590.0,23136548.0,15006827.0,17590552.0,28242410.0,29752873.0,29179700.0
N1-3,PER,WORLD,ACT_INAC,BE,7529520.0,8867014.0,8811487.0,10453466.0,11235598.0,11552461.0,12316518.0,13604898.0,7288669.0,10658878.0,13378512.0,14553718.0,13863387.0
N1-3,PER,WORLD,ACT_INAC,BG,4166656.0,4212700.0,4490820.0,3330047.0,3709486.0,6170654.0,5705872.0,5737663.0,2722743.0,3951427.0,4635483.0,5243191.0,6234223.0
N1-3,PER,WORLD,ACT_INAC,CY,2236799.0,1995824.0,1993481.0,2268057.0,2390784.0,2568437.0,2793091.0,3034801.0,2654521.0,3035708.0,3109441.0,3162149.0,3128568.0
N1-3,PER,WORLD,ACT_INAC,CZ,38546932.0,36079523.0,39851274.0,34307712.0,37217274.0,41734050.0,39922862.0,39458712.0,26378874.0,29102210.0,36828005.0,29790490.0,32184823.0
N1-3,PER,WORLD,ACT_INAC,DE,200168867.0,210754951.0,194436947.0,214352678.0,208317536.0,194010197.0,210151670.0,213016605.0,126118041.0,156648871.0,173343045.0,199270614.0,219867165.0
N1-3,PER,WORLD,ACT_INAC,DK,30296172.0,34333596.0,34963670.0,35726462.0,31658157.0,26493541.0,14559024.0,28497665.0,24453376.0,18185677.0,18708042.0,17883289.0,26144279.0
N1-3,PER,WORLD,ACT_INAC,EE,3285780.0,3166930.0,4366405.0,4286307.0,4975672.0,4970661.0,7179478.0,5381095.0,3074038.0,3165576.0,4332405.0,5077850.0,5360766.0
N1-3,PER,WORLD,ACT_INAC,EL,5709271.0,3087896.0,3832504.0,3513955.0,3301238.0,3589155.0,3920533.0,3322640.0,2764520.0,2956405.0,4056654.0,3893551.0,4065586.0
N1-3,PER,WORLD,ACT_INAC,ES,172801146.0,169389000.0,167371214.0,168521407.0,176260975.0,186418273.0,187957347.0,185725404.0,94433421.0,137072366.0,166686410.0,173575354.0,177561759.0
N1-3,PER,WORLD,ACT_INAC,FI,45839318.0,45417807.0,43275161.0,44730670.0,44509760.0,46319231.0,43240572.0,43290462.0,29875482.0,38009759.0,36187868.0,33495820.0,38382670.0
N1-3,PER,WORLD,ACT_INAC,FR,195843901.0,192901010.0,196313647.0,174323992.0,171381050.0,192579312.0,186796018.0,189055793.0,148612329.0,194594353.0,223726573.0,230177690.0,211710752.0
N1-3,PER,WORLD,ACT_INAC,HR,7957203.0,7775021.0,7358379.0,5638861.0,3917900.0,4057965.0,4505523.0,5312664.0,2952544.0,3566631.0,4143847.0,5410744.0,6076617.0
