c_resid,nace_r2,geo,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 ,2022 ,2023 ,2024 
AFR,I551,MT,28573.0,44686.0,48535.0,65387.0,64771.0,15154.0,10102.0,10543.0,12885.0,15297.0,2975.0,1114.0,7990.0,13588.0,12303.0
AFR,I551,NL,100300.0,112200.0,109680.0,118613.0,132029.0,127241.0,134765.0,149034.0,150967.0,182477.0,47454.0,44103.0,130655.0,151805.0,169986.0
AFR,I551,PL,10073.0,9384.0,12106.0,16296.0,16568.0,16263.0,17438.0,16880.0,20358.0,19431.0,4622.0,6619.0,18189.0,17616.0,19760.0
AFR,I551,PT,73519.0,82981.0,95137.0,122019.0,149034.0,142967.0,143545.0,164667.0,164138.0,173179.0,45040.0,55082.0,143687.0,174968.0,194869.0
AFR,I551,SE,12829.0,18747.0,17770.0,19675.0,22680.0,27070.0,23708.0,22358.0,25459.0,27658.0,5232.0,5260.0,17534.0,16531.0,16229.0
AFR,I551,SK,2770.0,3210.0,5839.0,6065.0,4845.0,6490.0,6060.0,6219.0,6460.0,7661.0,1764.0,1114.0,4878.0,4490.0,4596.0
AFR,I551-I553,AT,43661.0,50481.0,56186.0,58356.0,61090.0,69794.0,74843.0,73641.0,78019.0,75884.0,19297.0,15849.0,54179.0,70758.0,73088.0
AFR,I551-I553,BE,67761.0,67934.0,68167.0,71992.0,73866.0,72529.0,70714.0,76423.0,80257.0,83586.0,27619.0,30656.0,65196.0,74946.0,81597.0
AFR,I551-I553,CY,9772.0,9063.0,9981.0,10632.0,12268.0,12612.0,15861.0,15364.0,19169.0,20850.0,3932.0,5519.0,17019.0,17872.0,25509.0
AFR,I551-I553,CZ,25981.0,29759.0,37179.0,38915.0,44346.0,43793.0,45467.0,48130.0,45728.0,50103.0,10464.0,9616.0,29177.0,38644.0,44510.0
AFR,I551-I553,DE,191274.0,191438.0,225092.0,235775.0,246439.0,270168.0,255757.0,265024.0,267629.0,281800.0,73432.0,62029.0,194011.0,232230.0,251275.0
AFR,I551-I553,DK,12448.0,12903.0,15468.0,16166.0,17604.0,19759.0,21976.0,22524.0,18909.0,18442.0,4129.0,5565.0,14341.0,18171.0,22061.0
AFR,I551-I553,EA,2368354.0,2055145.0,2256260.0,2437951.0,2583571.0,2784657.0,2944268.0,3183184.0,3280362.0,3521187.0,983276.0,1165319.0,2756902.0,3354910.0,3698180.0
AFR,I551-I553,EE,1221.0,2057.0,2039.0,1636.0,1896.0,2141.0,2117.0,2579.0,2753.0,3910.0,610.0,1513.0,3157.0,4134.0,5223.0
AFR,I551-I553,EL,67569.0,80117.0,116079.0,90165.0,70279.0,71188.0,75159.0,73690.0,91205.0,112615.0,24646.0,41530.0,95967.0,118483.0,113716.0
AFR,I551-I553,ES,410199.0,448878.0,491493.0,548957.0,586768.0,659123.0,768270.0,839392.0,858880.0,958717.0,291031.0,369397.0,837433.0,973487.0,1085990.0
AFR,I551-I553,EU27_2020,2578494.0,2167133.0,2396146.0,2590124.0,2756484.0,2971869.0,3146063.0,3391030.0,3492490.0,3745986.0,1037668.0,1226307.0,2917208.0,3501841.0,3861068.0
AFR,I551-I553,FI,7477.0,8299.0,7808.0,7315.0,7812.0,8732.0,8579.0,11120.0,11403.0,11773.0,2824.0,2619.0,8741.0,11544.0,11674.0
AFR,I551-I553,FR,451778.0,544174.0,596832.0,682915.0,740559.0,776584.0,817490.0,907238.0,908577.0,910736.0,247996.0,273917.0,644491.0,742755.0,783670.0
AFR,I551-I553,HR,9724.0,11048.0,16570.0,19587.0,22241.0,24995.0,32041.0,36013.0,39780.0,43016.0,7302.0,13662.0,28213.0,33916.0,37704.0
AFR,I551-I553,HU,10058.0,11433.0,14512.0,17415.0,19993.0,27172.0,26928.0,25425.0,23806.0,26144.0,4827.0,6623.0,24976.0,26731.0,30952.0
AFR,I551-I553,IT,332662.0,365855.0,387299.0,390637.0,398092.0,507855.0,517165.0,533228.0,551119.0,593081.0,171395.0,228414.0,487826.0,639236.0,740429.0
AFR,I551-I553,LI,156.0,143.0,391.0,197.0,207.0,240.0,205.0,184.0,236.0,285.0,69.0,43.0,213.0,175.0,229.0
AFR,I551-I553,LT,1499.0,3022.0,1762.0,1836.0,1902.0,3462.0,2673.0,2973.0,4567.0,6097.0,1005.0,2064.0,4008.0,4622.0,4383.0
AFR,I551-I553,LU,2886.0,10115.0,14357.0,4726.0,6833.0,4897.0,4243.0,4078.0,4738.0,5568.0,1753.0,2318.0,4028.0,4492.0,5223.0
AFR,I551-I553,LV,1449.0,1346.0,1823.0,1943.0,3490.0,3164.0,3714.0,4373.0,3887.0,3713.0,1364.0,1422.0,2426.0,3824.0,3991.0
AFR,I551-I553,MK,226.0,403.0,328.0,739.0,656.0,907.0,634.0,1362.0,1666.0,1244.0,225.0,505.0,1497.0,1783.0,2157.0
AFR,I551-I553,MT,28573.0,44781.0,48840.0,66217.0,65469.0,15283.0,10263.0,10738.0,13040.0,15574.0,3022.0,1114.0,8461.0,14242.0,12916.0
AFR,I551-I553,NL,103200.0,114400.0,111535.0,120911.0,135117.0,130123.0,137411.0,151844.0,156168.0,187260.0,48136.0,49230.0,133995.0,154604.0,172416.0
AFR,I551-I553,PL,11186.0,11312.0,15090.0,18156.0,18537.0,18513.0,19463.0,19391.0,22835.0,21715.0,5448.0,7824.0,20383.0,19815.0,21986.0
AFR,I551-I553,PT,75446.0,84319.0,96330.0,124705.0,151781.0,149184.0,151164.0,179280.0,188287.0,205818.0,54505.0,67164.0,176203.0,225480.0,260056.0
AFR,I551-I553,SE,14564.0,20064.0,19515.0,21696.0,25182.0,29905.0,26120.0,26506.0,30351.0,32941.0,6856.0,7882.0,22213.0,22663.0,22334.0
AFR,I552,EL,21476.0,24327.0,25191.0,23735.0,6145.0,7025.0,7682.0,7742.0,9110.0,10402.0,1908.0,2421.0,13731.0,21556.0,18694.0
AFR,I552,LU,78.0,301.0,385.0,248.0,744.0,440.0,553.0,693.0,988.0,953.0,625.0,692.0,919.0,775.0,957.0
AFR,I552_I553,AT,2985.0,3340.0,4625.0,4823.0,4981.0,5059.0,6812.0,7175.0,8878.0,8120.0,2688.0,1990.0,7069.0,9167.0,9002.0
AFR,I552_I553,BE,4220.0,4500.0,3926.0,4475.0,4287.0,4984.0,5837.0,6477.0,8503.0,8777.0,2149.0,2691.0,5891.0,7855.0,9517.0
AFR,I552_I553,CY,389.0,362.0,4.0,0.0,5.0,17.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0
AFR,I552_I553,CZ,1691.0,1336.0,2405.0,2907.0,3325.0,3211.0,4398.0,5145.0,5190.0,5318.0,1225.0,822.0,2281.0,2910.0,2831.0
AFR,I552_I553,DE,10645.0,10230.0,13302.0,13883.0,14918.0,17787.0,15730.0,16822.0,18152.0,21144.0,6513.0,5575.0,15426.0,20433.0,22711.0
AFR,I552_I553,DK,332.0,267.0,344.0,568.0,595.0,1095.0,2265.0,2915.0,2225.0,2791.0,993.0,1487.0,3904.0,4987.0,5306.0
AFR,I552_I553,EA,647487.0,738957.0,204438.0,230551.0,256516.0,281454.0,325461.0,391788.0,393690.0,508016.0,152697.0,156197.0,380560.0,552756.0,658225.0
AFR,I552_I553,EE,66.0,111.0,158.0,174.0,223.0,247.0,275.0,289.0,375.0,478.0,120.0,138.0,343.0,465.0,466.0
AFR,I552_I553,ES,22433.0,27480.0,34596.0,47608.0,59358.0,69624.0,79800.0,90237.0,92933.0,109458.0,28890.0,45039.0,124655.0,162912.0,179014.0
AFR,I552_I553,EU27_2020,769669.0,678707.0,217832.0,246599.0,275648.0,304808.0,355897.0,429394.0,433122.0,551620.0,165017.0,171991.0,412943.0,573140.0,679629.0
AFR,I552_I553,FI,492.0,590.0,475.0,507.0,394.0,306.0,275.0,388.0,586.0,677.0,370.0,348.0,662.0,1085.0,1071.0
AFR,I552_I553,FR,2683.0,75250.0,71021.0,80375.0,107152.0,101498.0,123403.0,157264.0,119539.0,191384.0,62964.0,33627.0,70308.0,105604.0,138943.0
AFR,I552_I553,HR,1712.0,2120.0,4916.0,7182.0,9233.0,11775.0,17134.0,19859.0,21254.0,24290.0,4743.0,8650.0,15614.0,18915.0,20893.0
AFR,I552_I553,HU,124.0,360.0,501.0,966.0,930.0,1521.0,1588.0,1976.0,2570.0,2838.0,787.0,717.0,3258.0,3640.0,4423.0
AFR,I552_I553,IT,31059.0,39617.0,44353.0,46428.0,48234.0,59487.0,67091.0,78093.0,94974.0,108986.0,32849.0,43102.0,98794.0,140465.0,178029.0
AFR,I552_I553,LI,24.0,5.0,9.0,14.0,13.0,14.0,13.0,15.0,58.0,45.0,4.0,16.0,31.0,40.0,31.0
AFR,I552_I553,LT,6.0,13.0,65.0,64.0,87.0,365.0,708.0,519.0,1102.0,1021.0,213.0,269.0,360.0,733.0,596.0
AFR,I552_I553,LU,111.0,323.0,450.0,310.0,834.0,540.0,682.0,848.0,1130.0,1103.0,685.0,741.0,986.0,865.0,1219.0
AFR,I552_I553,LV,67.0,70.0,118.0,128.0,92.0,161.0,237.0,187.0,200.0,202.0,55.0,31.0,111.0,153.0,192.0
AFR,I552_I553,MK,12.0,13.0,14.0,19.0,18.0,30.0,20.0,11.0,39.0,32.0,1.0,20.0,15.0,18.0,26.0
AFR,I552_I553,MT,0.0,95.0,305.0,830.0,698.0,129.0,161.0,195.0,155.0,277.0,47.0,0.0,471.0,654.0,613.0
AFR,I552_I553,NL,2900.0,2200.0,1855.0,2298.0,3088.0,2882.0,2646.0,2810.0,5201.0,4783.0,682.0,5127.0,3340.0,2799.0,2430.0
AFR,I552_I553,PL,1113.0,1928.0,2984.0,1860.0,1969.0,2250.0,2025.0,2511.0,2477.0,2284.0,826.0,1205.0,2194.0,2199.0,2226.0
AFR,I552_I553,PT,1927.0,1338.0,1193.0,2686.0,2747.0,6217.0,7619.0,14613.0,24149.0,32639.0,9465.0,12082.0,32516.0,50512.0,65187.0
AFR,I552_I553,SE,1735.0,1317.0,1745.0,2020.0,2502.0,2835.0,2412.0,4148.0,4892.0,5283.0,1624.0,2622.0,4679.0,6132.0,6105.0
AFR,I553,EL,280.0,194.0,197.0,201.0,223.0,292.0,292.0,521.0,516.0,555.0,100.0,195.0,697.0,657.0,511.0
AFR,I553,LU,33.0,22.0,65.0,62.0,90.0,100.0,129.0,155.0,142.0,150.0,60.0,49.0,67.0,90.0,262.0
AFR_OTH,I551,AT,23577.0,29608.0,33033.0,36585.0,38819.0,46744.0,50060.0,47270.0,48948.0,48041.0,12395.0,12391.0,33278.0,43589.0,47835.0
AFR_OTH,I551,BE,57505.0,56344.0,57082.0,59971.0,61676.0,59499.0,57911.0,61581.0,62628.0,66081.0,23919.0,26984.0,52335.0,58656.0,64067.0
AFR_OTH,I551,CY,7181.0,6611.0,8077.0,8790.0,10266.0,10180.0,13615.0,13045.0,16450.0,18078.0,3211.0,4562.0,14772.0,14345.0,21975.0
AFR_OTH,I551,CZ,19127.0,22384.0,25412.0,27788.0,32080.0,30885.0,32437.0,32145.0,28121.0,33252.0,7748.0,7684.0,20860.0,27472.0,33044.0
AFR_OTH,I551,DE,118668.0,116911.0,141792.0,154580.0,156515.0,169565.0,167089.0,170147.0,173229.0,188392.0,52715.0,48888.0,137254.0,164179.0,182129.0
AFR_OTH,I551,DK,10255.0,10708.0,12781.0,12666.0,14551.0,15320.0,17257.0,15528.0,12174.0,11507.0,2333.0,3004.0,7810.0,10440.0,11503.0
AFR_OTH,I551,EA,1481790.0,1579478.0,1755461.0,1919153.0,2035327.0,2148136.0,2269473.0,2394500.0,2463809.0,2590445.0,751451.0,933098.0,2089805.0,2429277.0,2692025.0
AFR_OTH,I551,EE,925.0,1542.0,1470.0,1111.0,1294.0,1381.0,1538.0,1843.0,1842.0,2696.0,409.0,1312.0,2510.0,3230.0,4157.0
AFR_OTH,I551,EL,44198.0,53695.0,88907.0,64172.0,61759.0,61622.0,65478.0,63507.0,79045.0,99052.0,22452.0,38379.0,78910.0,94656.0,92465.0
AFR_OTH,I551,ES,346011.0,366166.0,391918.0,444644.0,473764.0,533604.0,628769.0,679328.0,690093.0,770053.0,250543.0,307436.0,655087.0,748780.0,839874.0
AFR_OTH,I551,EU27_2020,1574110.0,1656844.0,1850488.0,2024250.0,2157362.0,2276002.0,2405288.0,2523786.0,2590963.0,2726701.0,787053.0,972026.0,2192290.0,2530816.0,2803438.0
AFR_OTH,I551,FI,5105.0,5415.0,4858.0,4349.0,5071.0,5796.0,6126.0,8051.0,7640.0,7028.0,1838.0,1817.0,5300.0,7417.0,7542.0
AFR_OTH,I551,FR,448240.0,467920.0,524999.0,600988.0,631340.0,638773.0,643868.0,689782.0,723886.0,660549.0,165988.0,220248.0,527756.0,559543.0,592336.0
AFR_OTH,I551,HR,3933.0,3942.0,5493.0,5967.0,7193.0,6716.0,7966.0,7055.0,7673.0,8608.0,2099.0,4028.0,7415.0,8663.0,9809.0
AFR_OTH,I551,IT,240061.0,255288.0,269030.0,268891.0,278657.0,366339.0,376216.0,375968.0,372940.0,403152.0,129184.0,176310.0,339013.0,433041.0,495654.0
AFR_OTH,I551,LI,75.0,65.0,310.0,86.0,121.0,126.0,108.0,104.0,99.0,136.0,47.0,19.0,117.0,82.0,142.0
AFR_OTH,I551,LT,0.0,1610.0,1243.0,1463.0,1556.0,2873.0,1718.0,2093.0,3113.0,4798.0,721.0,1679.0,3318.0,3117.0,3416.0
AFR_OTH,I551,LU,1470.0,8866.0,12835.0,3721.0,5099.0,3488.0,3002.0,2678.0,3039.0,3650.0,937.0,1403.0,2620.0,3082.0,3416.0
AFR_OTH,I551,LV,1268.0,1138.0,1504.0,1561.0,1922.0,2643.0,3058.0,3440.0,3273.0,2979.0,1136.0,1244.0,1992.0,3228.0,3299.0
AFR_OTH,I551,MK,183.0,342.0,262.0,633.0,541.0,729.0,502.0,1114.0,1258.0,927.0,173.0,361.0,1208.0,1533.0,1596.0
AFR_OTH,I551,MT,26871.0,42825.0,47274.0,64294.0,62421.0,13069.0,8386.0,8143.0,11103.0,12711.0,2582.0,1114.0,6489.0,12113.0,11635.0
AFR_OTH,I551,NL,72700.0,81700.0,76539.0,84197.0,97200.0,90306.0,98887.0,107592.0,106226.0,135863.0,37344.0,33575.0,93877.0,108749.0,128482.0
AFR_OTH,I551,PL,8409.0,7352.0,9896.0,13395.0,13589.0,12723.0,14070.0,13377.0,16209.0,15477.0,3936.0,5998.0,16197.0,14632.0,16875.0
AFR_OTH,I551,PT,65022.0,72773.0,85861.0,112314.0,138623.0,129673.0,131376.0,147469.0,144192.0,149584.0,41523.0,51190.0,125750.0,151053.0,171497.0
AFR_OTH,I551,SE,9627.0,13385.0,13568.0,15857.0,18605.0,22186.0,18958.0,17204.0,19927.0,22039.0,4287.0,4517.0,14325.0,12760.0,11511.0
AFR_OTH,I551,SK,2124.0,2623.0,4692.0,4423.0,3801.0,5620.0,5128.0,5081.0,5029.0,6219.0,1572.0,998.0,4285.0,3711.0,3924.0
AFR_OTH,I551-I553,AT,24754.0,31154.0,35665.0,39342.0,41925.0,49906.0,54835.0,52147.0,54342.0,53511.0,14023.0,14036.0,38591.0,49824.0,54004.0
AFR_OTH,I551-I553,BE,60253.0,59590.0,60235.0,63393.0,64899.0,63251.0,62395.0,66467.0,68727.0,72016.0,25610.0,29141.0,56496.0,64488.0,71434.0
AFR_OTH,I551-I553,CY,7424.0,6842.0,8079.0,8790.0,10268.0,10192.0,13623.0,13045.0,16450.0,18079.0,3211.0,4562.0,14772.0,14345.0,22010.0
AFR_OTH,I551-I553,CZ,20616.0,23575.0,27273.0,30057.0,34881.0,33344.0,35989.0,36010.0,31981.0,37455.0,8817.0,8429.0,22652.0,29745.0,35447.0
AFR_OTH,I551-I553,DE,124994.0,123680.0,150972.0,165029.0,168273.0,183732.0,179541.0,183620.0,187849.0,205420.0,58464.0,53950.0,149528.0,181182.0,200423.0
AFR_OTH,I551-I553,DK,10444.0,10901.0,12982.0,13106.0,14924.0,16138.0,18993.0,17613.0,13937.0,13513.0,3139.0,4291.0,11037.0,14721.0,16203.0
AFR_OTH,I551-I553,EA,2096173.0,2275931.0,1929308.0,2116844.0,2257936.0,2389103.0,2554993.0,2737243.0,2797648.0,3033309.0,894623.0,1075833.0,2409676.0,2882912.0,3255296.0
AFR_OTH,I551-I553,EE,962.0,1624.0,1579.0,1226.0,1447.0,1547.0,1743.0,2045.0,2092.0,3024.0,515.0,1426.0,2786.0,3651.0,4531.0
AFR_OTH,I551-I553,EL,64899.0,76868.0,113025.0,86237.0,64983.0,65625.0,70198.0,68774.0,85519.0,106656.0,24145.0,40290.0,87614.0,103775.0,102641.0
AFR_OTH,I551-I553,ES,366114.0,390206.0,421593.0,486868.0,527084.0,596653.0,701653.0,761139.0,773780.0,869230.0,278129.0,350061.0,769556.0,899186.0,1005555.0
AFR_OTH,I551-I553,EU27_2020,2304428.0,2294928.0,2034331.0,2233186.0,2393960.0,2533231.0,2712905.0,2891193.0,2949050.0,3197920.0,941087.0,1128197.0,2536042.0,3002435.0,3386074.0
AFR_OTH,I551-I553,FI,5502.0,5910.0,5276.0,4785.0,5406.0,6034.0,6322.0,8274.0,8070.0,7517.0,2191.0,2144.0,5785.0,8255.0,8355.0
AFR_OTH,I551-I553,FR,450923.0,543170.0,596019.0,681363.0,738492.0,740271.0,767271.0,847046.0,843425.0,851933.0,228378.0,252203.0,588842.0,649808.0,720677.0
AFR_OTH,I551-I553,HR,4966.0,5195.0,8275.0,10052.0,12978.0,13442.0,18986.0,17397.0,17476.0,20968.0,6073.0,10819.0,16816.0,19996.0,22863.0
AFR_OTH,I551-I553,IT,260712.0,281600.0,297656.0,298991.0,312082.0,406868.0,426338.0,432382.0,442173.0,482934.0,159423.0,216685.0,417821.0,543828.0,641673.0
AFR_OTH,I551-I553,LI,96.0,65.0,318.0,92.0,131.0,130.0,114.0,109.0,123.0,159.0,50.0,33.0,130.0,109.0,165.0
AFR_OTH,I551-I553,LT,0.0,1614.0,1302.0,1526.0,1638.0,3208.0,2416.0,2578.0,4177.0,5788.0,927.0,1945.0,3644.0,3839.0,3911.0
AFR_OTH,I551-I553,LU,1518.0,9108.0,13074.0,3890.0,5860.0,3789.0,3428.0,3161.0,3619.0,4349.0,1343.0,2099.0,3429.0,3757.0,4231.0
AFR_OTH,I551-I553,LV,1317.0,1195.0,1582.0,1657.0,2010.0,2796.0,3280.0,3607.0,3459.0,3163.0,1190.0,1272.0,2085.0,3365.0,3469.0
AFR_OTH,I551-I553,MK,194.0,351.0,269.0,650.0,554.0,759.0,519.0,1124.0,1297.0,956.0,174.0,374.0,1221.0,1544.0,1616.0
AFR_OTH,I551-I553,MT,26871.0,42847.0,47579.0,65124.0,63119.0,13198.0,8547.0,8273.0,11258.0,12988.0,2582.0,1114.0,6960.0,12767.0,12248.0
AFR_OTH,I551-I553,PL,9391.0,9146.0,12742.0,15032.0,15382.0,14757.0,15918.0,15726.0,18539.0,17592.0,4725.0,7170.0,18250.0,16599.0,18887.0
AFR_OTH,I551-I553,PT,66502.0,73855.0,86808.0,114535.0,140913.0,135119.0,137694.0,159176.0,163216.0,175469.0,50285.0,62343.0,153176.0,193935.0,229154.0
AFR_OTH,I551-I553,SE,10984.0,14552.0,15081.0,17640.0,20781.0,24613.0,21128.0,21111.0,23827.0,26885.0,5845.0,7063.0,18423.0,18672.0,17279.0
AFR_OTH,I552,EL,20469.0,23038.0,23982.0,21912.0,3020.0,3734.0,4443.0,4766.0,5971.0,7062.0,1593.0,1716.0,8011.0,8464.0,9665.0
AFR_OTH,I552,LU,37.0,222.0,191.0,131.0,686.0,216.0,309.0,348.0,459.0,573.0,347.0,648.0,774.0,594.0,597.0
AFR_OTH,I552_I553,AT,1177.0,1546.0,2632.0,2757.0,3106.0,3162.0,4775.0,4877.0,5394.0,5470.0,1628.0,1645.0,5313.0,6235.0,6169.0
AFR_OTH,I552_I553,BE,2748.0,3246.0,3153.0,3422.0,3223.0,3752.0,4484.0,4886.0,6099.0,5935.0,1691.0,2157.0,4161.0,5832.0,7367.0
AFR_OTH,I552_I553,CY,243.0,231.0,3.0,0.0,2.0,12.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0
AFR_OTH,I552_I553,CZ,1489.0,1191.0,1861.0,2269.0,2801.0,2459.0,3552.0,3865.0,3860.0,4203.0,1069.0,745.0,1792.0,2273.0,2403.0
AFR_OTH,I552_I553,DE,6326.0,6769.0,9180.0,10449.0,11758.0,14167.0,12452.0,13473.0,14620.0,17028.0,5749.0,5062.0,12274.0,17003.0,18294.0
AFR_OTH,I552_I553,DK,189.0,193.0,201.0,440.0,373.0,818.0,1736.0,2085.0,1763.0,2006.0,806.0,1287.0,3227.0,4281.0,4700.0
AFR_OTH,I552_I553,EA,614383.0,696453.0,173849.0,197691.0,222609.0,240967.0,285520.0,342742.0,333839.0,442864.0,143172.0,142735.0,319871.0,453635.0,563271.0
AFR_OTH,I552_I553,EE,37.0,82.0,109.0,115.0,153.0,166.0,205.0,202.0,250.0,328.0,106.0,114.0,276.0,421.0,374.0
AFR_OTH,I552_I553,ES,20103.0,24040.0,29675.0,42224.0,53320.0,63049.0,72884.0,81811.0,83687.0,99177.0,27586.0,42625.0,114469.0,150406.0,165681.0
AFR_OTH,I552_I553,FI,397.0,495.0,418.0,436.0,335.0,238.0,196.0,223.0,430.0,489.0,353.0,327.0,485.0,838.0,813.0
AFR_OTH,I552_I553,FR,2683.0,75250.0,71021.0,80375.0,107152.0,101498.0,123403.0,157264.0,119539.0,191384.0,62390.0,31955.0,61086.0,90265.0,128341.0
AFR_OTH,I552_I553,HR,1033.0,1253.0,2782.0,4085.0,5785.0,6726.0,11020.0,10342.0,9803.0,12360.0,3974.0,6791.0,9401.0,11333.0,13054.0
AFR_OTH,I552_I553,IT,20651.0,26312.0,28626.0,30100.0,33425.0,40529.0,50122.0,56414.0,69233.0,79782.0,30239.0,40375.0,78808.0,110787.0,146019.0
AFR_OTH,I552_I553,LI,21.0,0.0,8.0,6.0,10.0,4.0,6.0,5.0,24.0,23.0,3.0,14.0,13.0,27.0,23.0
AFR_OTH,I552_I553,LT,0.0,4.0,59.0,63.0,82.0,335.0,698.0,485.0,1064.0,990.0,206.0,266.0,326.0,722.0,495.0
AFR_OTH,I552_I553,LU,48.0,242.0,239.0,169.0,761.0,301.0,426.0,483.0,580.0,699.0,406.0,696.0,809.0,675.0,815.0
AFR_OTH,I552_I553,LV,49.0,57.0,78.0,96.0,88.0,153.0,222.0,167.0,186.0,184.0,54.0,28.0,93.0,137.0,170.0
AFR_OTH,I552_I553,MK,11.0,9.0,7.0,17.0,13.0,30.0,17.0,10.0,39.0,29.0,1.0,13.0,13.0,11.0,20.0
AFR_OTH,I552_I553,MT,0.0,22.0,305.0,830.0,698.0,129.0,161.0,130.0,155.0,277.0,0.0,0.0,471.0,654.0,613.0
AFR_OTH,I552_I553,PL,982.0,1794.0,2846.0,1637.0,1793.0,2034.0,1848.0,2349.0,2330.0,2115.0,789.0,1172.0,2053.0,1967.0,2012.0
AFR_OTH,I552_I553,PT,1480.0,1082.0,947.0,2221.0,2290.0,5446.0,6318.0,11707.0,19024.0,25885.0,8762.0,11153.0,27426.0,42882.0,57657.0
AFR_OTH,I552_I553,SE,1357.0,1167.0,1513.0,1783.0,2176.0,2427.0,2170.0,3907.0,3900.0,4846.0,1558.0,2546.0,4098.0,5912.0,5768.0
AFR_OTH,I553,EL,232.0,135.0,136.0,153.0,204.0,269.0,277.0,501.0,503.0,542.0,100.0,195.0,693.0,655.0,511.0
AFR_OTH,I553,LU,11.0,20.0,48.0,38.0,75.0,85.0,117.0,135.0,121.0,126.0,59.0,48.0,35.0,81.0,218.0
