c_resid,nace_r2,geo,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 ,2022 ,2023 ,2024 
CH_LI,I551-I553,LI,27157.0,29371.0,21482.0,18775.0,19364.0,17581.0,21043.0,24239.0,25957.0,30583.0,30690.0,41891.0,42649.0,49326.0,56256.0
CH_LI,I551-I553,LT,3968.0,5367.0,5184.0,5821.0,7158.0,8079.0,8021.0,9044.0,9550.0,10939.0,2074.0,5001.0,6848.0,10040.0,13890.0
CH_LI,I551-I553,LU,18501.0,18346.0,20034.0,21134.0,25325.0,22570.0,20384.0,22001.0,21433.0,21219.0,4626.0,10777.0,25706.0,26491.0,28441.0
CH_LI,I551-I553,LV,8535.0,10405.0,9337.0,11250.0,13984.0,18377.0,18688.0,21131.0,22894.0,21992.0,3842.0,4847.0,9646.0,15910.0,17770.0
CH_LI,I551-I553,MK,2093.0,2683.0,2947.0,2839.0,4083.0,4760.0,4556.0,6422.0,8053.0,8612.0,1254.0,4927.0,7591.0,7957.0,8365.0
CH_LI,I551-I553,MT,17414.0,21426.0,22469.0,25139.0,27989.0,29296.0,31000.0,33023.0,33129.0,35152.0,8140.0,16971.0,33034.0,41823.0,48143.0
CH_LI,I551-I553,NL,181200.0,201800.0,216303.0,233222.0,255846.0,271486.0,264409.0,296305.0,306685.0,302667.0,95511.0,110626.0,302497.0,337227.0,330069.0
CH_LI,I551-I553,PL,34397.0,36765.0,41775.0,44550.0,47931.0,53857.0,56044.0,58341.0,58392.0,57538.0,18841.0,23811.0,44010.0,54886.0,70431.0
CH_LI,I551-I553,PT,107032.0,122462.0,138043.0,160100.0,183485.0,221772.0,266687.0,293857.0,304960.0,309140.0,83411.0,170328.0,336561.0,389473.0,412129.0
CH_LI,I551-I553,SE,98145.0,101546.0,102441.0,112624.0,126127.0,151152.0,157703.0,162623.0,163389.0,181937.0,36267.0,74271.0,157103.0,176614.0,188414.0
CH_LI,I551-I553,SK,10500.0,12874.0,13447.0,15222.0,14218.0,16355.0,19640.0,20298.0,19300.0,26896.0,5738.0,5322.0,12265.0,15516.0,16332.0
CH_LI,I552,EA,17687.0,15350.0,759946.0,879900.0,943065.0,1034172.0,1140158.0,1267312.0,1338249.0,1453271.0,631069.0,844216.0,1569045.0,1932323.0,2058782.0
CH_LI,I552,EL,13527.0,14425.0,13994.0,15881.0,21776.0,24131.0,28943.0,33147.0,39266.0,43162.0,22153.0,41042.0,60105.0,67674.0,69486.0
CH_LI,I552,EU27_2020,16947.0,20544.0,819406.0,949507.0,1016923.0,1121166.0,1246579.0,1384109.0,1471492.0,1591459.0,683513.0,930115.0,1696553.0,1979485.0,2105621.0
CH_LI,I552,LI,3381.0,3292.0,3296.0,2642.0,3243.0,3042.0,3042.0,3250.0,3596.0,3891.0,1110.0,4858.0,4011.0,4488.0,4393.0
CH_LI,I552,LU,345.0,891.0,698.0,722.0,1288.0,884.0,746.0,965.0,1075.0,1000.0,141.0,368.0,895.0,992.0,1206.0
CH_LI,I552_I553,AT,78744.0,90625.0,101254.0,107574.0,110274.0,122865.0,136050.0,146924.0,161548.0,169301.0,107186.0,67858.0,140597.0,177615.0,187280.0
CH_LI,I552_I553,BE,6483.0,6861.0,8707.0,10292.0,11074.0,12236.0,9787.0,12267.0,16374.0,17266.0,4023.0,5346.0,20827.0,23107.0,25651.0
CH_LI,I552_I553,BG,42.0,62.0,249.0,379.0,447.0,407.0,431.0,443.0,656.0,882.0,277.0,344.0,624.0,847.0,692.0
CH_LI,I552_I553,CY,517.0,528.0,6.0,6.0,3.0,24.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,64.0
CH_LI,I552_I553,CZ,2414.0,2692.0,4514.0,6524.0,4389.0,5702.0,6718.0,6349.0,8318.0,7389.0,2210.0,2016.0,5224.0,7505.0,9869.0
CH_LI,I552_I553,DE,201462.0,227090.0,252203.0,265318.0,294952.0,332368.0,350680.0,395620.0,482518.0,502526.0,211836.0,165204.0,419192.0,510511.0,529845.0
CH_LI,I552_I553,DK,16689.0,18581.0,18038.0,19303.0,19497.0,23805.0,28305.0,28704.0,35871.0,37743.0,9875.0,18173.0,43618.0,53401.0,54746.0
CH_LI,I552_I553,EA,26016.0,23158.0,1502991.0,1673209.0,1809026.0,1975380.0,2115146.0,2368697.0,2562480.0,2753675.0,1237434.0,1664505.0,3072834.0,3667822.0,3839652.0
CH_LI,I552_I553,EE,740.0,961.0,1149.0,1271.0,1504.0,1392.0,1890.0,2433.0,2460.0,2531.0,327.0,558.0,872.0,1226.0,1939.0
CH_LI,I552_I553,ES,88321.0,98962.0,107385.0,120358.0,138547.0,156070.0,184070.0,185263.0,183518.0,188029.0,37512.0,137415.0,258239.0,287372.0,298926.0
CH_LI,I552_I553,EU27_2020,25273.0,41765.0,1650122.0,1841221.0,1984466.0,2182866.0,2350019.0,2620451.0,2837348.0,3043416.0,1321101.0,1844007.0,3358702.0,3810316.0,3996558.0
CH_LI,I552_I553,FI,10386.0,11138.0,11234.0,11054.0,11292.0,13518.0,12811.0,14222.0,14630.0,15753.0,4191.0,4058.0,11564.0,13757.0,15008.0
CH_LI,I552_I553,FR,239329.0,258551.0,473276.0,547934.0,574505.0,587363.0,580970.0,649319.0,663330.0,745436.0,346070.0,442024.0,914699.0,1033935.0,1052475.0
CH_LI,I552_I553,HR,55004.0,60269.0,81654.0,93510.0,97823.0,111909.0,130245.0,148631.0,161574.0,163747.0,58819.0,122876.0,162661.0,174117.0,173476.0
CH_LI,I552_I553,HU,2880.0,3079.0,4045.0,4899.0,5107.0,5424.0,5565.0,6047.0,7368.0,7825.0,1640.0,2323.0,7699.0,11080.0,11162.0
CH_LI,I552_I553,IT,406496.0,443723.0,487235.0,534121.0,578684.0,644066.0,723835.0,809458.0,848061.0,895660.0,451956.0,705671.0,1049695.0,1143728.0,1229962.0
CH_LI,I552_I553,LI,10533.0,10237.0,3418.0,2825.0,3397.0,3191.0,3216.0,3575.0,4074.0,4458.0,2289.0,6794.0,6451.0,5985.0,5968.0
CH_LI,I552_I553,LT,258.0,465.0,476.0,661.0,946.0,738.0,936.0,1144.0,1607.0,1637.0,319.0,420.0,418.0,738.0,1098.0
CH_LI,I552_I553,LU,1294.0,1868.0,1559.0,1735.0,2473.0,2030.0,2049.0,2470.0,2748.0,3237.0,565.0,951.0,4128.0,4780.0,4797.0
CH_LI,I552_I553,LV,465.0,548.0,839.0,1233.0,1434.0,1197.0,1560.0,1748.0,2290.0,2568.0,352.0,315.0,781.0,1113.0,1543.0
CH_LI,I552_I553,MK,170.0,232.0,275.0,177.0,243.0,221.0,249.0,286.0,260.0,320.0,24.0,218.0,270.0,358.0,428.0
CH_LI,I552_I553,MT,228.0,382.0,342.0,71.0,685.0,743.0,298.0,185.0,631.0,371.0,116.0,58.0,1002.0,708.0,692.0
CH_LI,I552_I553,NL,15100.0,15800.0,17533.0,20897.0,21354.0,23967.0,23899.0,24363.0,29010.0,33321.0,14605.0,20862.0,43751.0,51947.0,54189.0
CH_LI,I552_I553,PL,2104.0,2092.0,2688.0,3279.0,3379.0,3377.0,4082.0,3846.0,3998.0,3920.0,1175.0,1216.0,2130.0,4008.0,4019.0
CH_LI,I552_I553,PT,7609.0,7613.0,9146.0,14411.0,17575.0,26794.0,38008.0,52692.0,71716.0,78850.0,22101.0,48847.0,99529.0,117705.0,127489.0
CH_LI,I552_I553,SE,32314.0,34782.0,33339.0,36901.0,42708.0,55372.0,57718.0,55705.0,55111.0,66014.0,9671.0,31867.0,62815.0,64461.0,75136.0
CH_LI,I552_I553,SK,835.0,884.0,966.0,1149.0,1318.0,1251.0,1510.0,1507.0,2028.0,2951.0,798.0,507.0,1082.0,1462.0,1356.0
CH_LI,I553,EA,8328.0,7808.0,743046.0,793308.0,865961.0,941208.0,974988.0,1101385.0,1224231.0,1300404.0,606365.0,820289.0,1503789.0,1735499.0,1780870.0
CH_LI,I553,EL,7361.0,6814.0,4060.0,5237.0,6054.0,5951.0,5220.0,6203.0,9117.0,9767.0,3698.0,6701.0,9490.0,11497.0,12089.0
CH_LI,I553,EU27_2020,8325.0,21221.0,830717.0,891713.0,967543.0,1061700.0,1103440.0,1236342.0,1365856.0,1451957.0,637588.0,913892.0,1662149.0,1830831.0,1890937.0
CH_LI,I553,LI,40.0,28.0,122.0,183.0,154.0,149.0,174.0,325.0,478.0,567.0,1179.0,1936.0,2440.0,1497.0,1575.0
CH_LI,I553,LU,949.0,977.0,861.0,1013.0,1185.0,1146.0,1303.0,1505.0,1673.0,2237.0,424.0,583.0,3233.0,3788.0,3591.0
CN,I551,AT,173116.0,245337.0,338064.0,391509.0,476693.0,689415.0,702683.0,858805.0,921760.0,976552.0,65672.0,6594.0,34443.0,164941.0,352827.0
CN,I551,BE,75201.0,95880.0,115909.0,142770.0,162404.0,201276.0,140961.0,157937.0,180342.0,183666.0,17992.0,8806.0,21395.0,62767.0,104648.0
CN,I551,BG,3847.0,5439.0,9095.0,10641.0,13306.0,15942.0,19687.0,27085.0,36017.0,41888.0,1747.0,1806.0,5171.0,13508.0,25107.0
CN,I551,CY,1630.0,1531.0,3599.0,4864.0,7007.0,7160.0,7147.0,8349.0,9459.0,11521.0,2232.0,1151.0,2409.0,4790.0,6188.0
CN,I551,CZ,76809.0,105878.0,147690.0,166476.0,203295.0,278196.0,344350.0,468791.0,592725.0,588222.0,36595.0,6692.0,32460.0,85625.0,169004.0
CN,I551,DE,491252.0,615190.0,729340.0,837269.0,993995.0,1346185.0,1323931.0,1515483.0,1546423.0,1511358.0,151734.0,51770.0,168311.0,557123.0,808113.0
CN,I551,DK,22401.0,26972.0,36490.0,48387.0,51891.0,61883.0,67620.0,69943.0,71201.0,81913.0,7154.0,4397.0,11495.0,27698.0,48370.0
CN,I551,EA,2769104.0,3659017.0,4345812.0,5429959.0,6500604.0,9162833.0,8209257.0,9823460.0,10393863.0,10476377.0,1179518.0,583932.0,1234653.0,3750863.0,5916224.0
CN,I551,EE,2642.0,5185.0,5426.0,6893.0,10229.0,10559.0,12125.0,17377.0,18425.0,23828.0,1222.0,636.0,1752.0,5134.0,10126.0
CN,I551,EL,59268.0,87323.0,88450.0,134901.0,241636.0,283808.0,220843.0,292526.0,401113.0,400632.0,24494.0,12441.0,47896.0,143592.0,193604.0
CN,I551,ES,206930.0,284511.0,343168.0,441055.0,574835.0,777883.0,957315.0,1224689.0,1344454.0,1603714.0,239985.0,106102.0,305178.0,763646.0,1252057.0
CN,I551,EU27_2020,3016335.0,3992361.0,4783113.0,5923680.0,7079141.0,9927677.0,9163506.0,11060995.0,11856046.0,12040897.0,1292402.0,628632.0,1367098.0,4090668.0,6531093.0
CN,I551,FI,38081.0,48870.0,65839.0,87465.0,95051.0,136542.0,181914.0,235287.0,229743.0,265700.0,52443.0,8994.0,24307.0,63907.0,116527.0
CN,I551,FR,567294.0,728996.0,810857.0,1246779.0,1292479.0,1936951.0,1524125.0,1827154.0,1920074.0,1653572.0,270520.0,146058.0,224073.0,534737.0,732932.0
CN,I551,HR,11600.0,19698.0,39297.0,47099.0,60719.0,89220.0,98173.0,118391.0,174213.0,211683.0,5789.0,3951.0,13164.0,70881.0,114967.0
CN,I551,HU,44587.0,57130.0,70878.0,73396.0,87715.0,123338.0,166951.0,223065.0,256720.0,274134.0,20812.0,9809.0,19047.0,91130.0,182836.0
CN,I551,IT,929308.0,1291762.0,1516406.0,1760320.0,2180295.0,3152811.0,2506806.0,2871289.0,2974006.0,2911356.0,232454.0,183039.0,245703.0,972018.0,1600884.0
CN,I551,LI,365.0,507.0,568.0,820.0,1182.0,1312.0,1758.0,1812.0,1858.0,2468.0,289.0,49.0,216.0,769.0,950.0
CN,I551,LT,3236.0,5278.0,6562.0,5138.0,6525.0,9033.0,11403.0,15179.0,18696.0,20345.0,1081.0,749.0,1815.0,5040.0,6457.0
CN,I551,LU,16777.0,26140.0,41624.0,34176.0,37139.0,35402.0,27902.0,26068.0,22920.0,17443.0,1421.0,774.0,2724.0,10231.0,14607.0
CN,I551,LV,1866.0,2669.0,3267.0,5930.0,12126.0,12537.0,19770.0,22014.0,22032.0,19510.0,1874.0,1267.0,3211.0,5970.0,8345.0
CN,I551,MK,818.0,1616.0,2754.0,4004.0,4426.0,7178.0,6524.0,9360.0,13636.0,13546.0,473.0,557.0,1033.0,3712.0,9276.0
CN,I551,MT,1691.0,2404.0,1497.0,3424.0,3606.0,4175.0,4475.0,4729.0,6853.0,7615.0,1095.0,495.0,2072.0,4369.0,6322.0
CN,I551,NL,124200.0,155700.0,195724.0,215310.0,245410.0,324054.0,289007.0,355263.0,326808.0,361365.0,53660.0,31722.0,76577.0,179276.0,245330.0
CN,I551,PL,25421.0,32000.0,38685.0,36816.0,44312.0,55925.0,79188.0,123660.0,129498.0,130652.0,11693.0,9145.0,26492.0,54309.0,81944.0
CN,I551,PT,29089.0,37258.0,51602.0,80187.0,123105.0,162968.0,181780.0,255149.0,292295.0,349545.0,49595.0,14190.0,55614.0,160379.0,249003.0
CN,I551,SE,52201.0,69226.0,74199.0,86801.0,92264.0,120116.0,153462.0,174253.0,165836.0,195638.0,12979.0,5548.0,14450.0,48723.0,75744.0
CN,I551,SK,7973.0,11476.0,15877.0,15352.0,13830.0,27468.0,40321.0,60654.0,65658.0,55690.0,3757.0,917.0,5174.0,8690.0,21032.0
CN,I551-I553,AT,181070.0,258623.0,352436.0,405623.0,492883.0,706467.0,720747.0,879986.0,947944.0,1004211.0,68558.0,7574.0,39490.0,178120.0,373183.0
CN,I551-I553,BE,79908.0,101448.0,122054.0,149399.0,169075.0,209045.0,147654.0,165425.0,193143.0,194583.0,19370.0,9553.0,23944.0,68121.0,111963.0
CN,I551-I553,CY,1760.0,1654.0,3601.0,4864.0,7008.0,7170.0,7147.0,8351.0,9460.0,11522.0,2232.0,1151.0,2423.0,4795.0,6193.0
CN,I551-I553,CZ,79186.0,108629.0,152866.0,174263.0,211014.0,288630.0,355847.0,489845.0,617935.0,609727.0,38855.0,7109.0,34123.0,89628.0,173839.0
CN,I551-I553,DE,509388.0,635660.0,755485.0,867995.0,1030245.0,1383953.0,1357647.0,1550911.0,1583352.0,1550172.0,157630.0,54762.0,178483.0,579390.0,841946.0
CN,I551-I553,DK,23717.0,28370.0,38044.0,50642.0,53662.0,66130.0,74356.0,77025.0,79127.0,92530.0,8625.0,4884.0,13566.0,30883.0,53158.0
CN,I551-I553,EA,3295604.0,4445327.0,4556013.0,5703681.0,6836145.0,9587041.0,8683685.0,10476677.0,11084340.0,11318873.0,1332376.0,663174.0,1426644.0,4216103.0,6637832.0
CN,I551-I553,EL,76584.0,112866.0,112889.0,164439.0,253210.0,300141.0,250087.0,319268.0,434925.0,440576.0,30374.0,14251.0,56323.0,165987.0,219588.0
CN,I551-I553,ES,218795.0,299961.0,365318.0,462845.0,609413.0,828748.0,1028990.0,1324491.0,1452102.0,1739177.0,265433.0,121528.0,352117.0,892240.0,1451086.0
CN,I551-I553,EU27_2020,3642185.0,4744666.0,5014178.0,6227870.0,7452857.0,10402814.0,9699354.0,11803024.0,12657696.0,13001897.0,1457048.0,717304.0,1582317.0,4575865.0,7280178.0
CN,I551-I553,FI,39217.0,50280.0,67693.0,89670.0,97815.0,138857.0,184859.0,241046.0,237074.0,272595.0,54953.0,9592.0,25479.0,66335.0,120089.0
CN,I551-I553,FR,567734.0,769380.0,852779.0,1316990.0,1389364.0,2023069.0,1639407.0,2041711.0,2109228.0,1916969.0,336882.0,173878.0,242449.0,572602.0,803886.0
CN,I551-I553,HR,12322.0,20929.0,43117.0,56343.0,75361.0,111023.0,125064.0,159295.0,233626.0,279112.0,9280.0,10326.0,28123.0,94768.0,156857.0
CN,I551-I553,HU,44852.0,57572.0,72090.0,74939.0,89961.0,125857.0,170171.0,227225.0,261298.0,279124.0,21317.0,10229.0,20615.0,96628.0,191560.0
CN,I551-I553,IT,965857.0,1342518.0,1583479.0,1850206.0,2297699.0,3338155.0,2678626.0,3077279.0,3200847.0,3167960.0,264993.0,204874.0,323918.0,1141851.0,1869422.0
CN,I551-I553,LI,399.0,533.0,617.0,865.0,1248.0,1422.0,1906.0,1940.0,2042.0,2703.0,299.0,56.0,270.0,858.0,1142.0
CN,I551-I553,LT,3277.0,5426.0,6861.0,5591.0,7015.0,9568.0,11987.0,15996.0,19297.0,21135.0,1145.0,775.0,1927.0,5184.0,6898.0
CN,I551-I553,LU,17242.0,27033.0,42986.0,35649.0,39240.0,37719.0,29511.0,27777.0,24881.0,19035.0,1790.0,1053.0,3421.0,10778.0,15394.0
CN,I551-I553,LV,1963.0,2893.0,3666.0,6319.0,12584.0,13022.0,20549.0,22774.0,22738.0,20233.0,1992.0,1308.0,3316.0,6463.0,9338.0
CN,I551-I553,MK,845.0,1664.0,2826.0,4072.0,4508.0,7255.0,6563.0,9435.0,13724.0,13635.0,482.0,567.0,1039.0,3726.0,9437.0
CN,I551-I553,MT,1885.0,2404.0,1591.0,3564.0,4001.0,4386.0,4693.0,4988.0,6853.0,7999.0,1145.0,495.0,2072.0,4514.0,6453.0
CN,I551-I553,PL,26578.0,33182.0,41233.0,39289.0,48198.0,60525.0,84085.0,130293.0,136067.0,137143.0,12416.0,9690.0,27821.0,56728.0,85241.0
CN,I551-I553,PT,29424.0,37587.0,51932.0,81382.0,124797.0,167567.0,189212.0,271064.0,317697.0,378981.0,54981.0,16726.0,66392.0,183298.0,281679.0
CN,I551-I553,SE,55548.0,73331.0,79663.0,92690.0,98931.0,126371.0,160603.0,181581.0,171747.0,200974.0,14178.0,6540.0,15660.0,52781.0,80428.0
CN,I552,EL,17242.0,25476.0,24348.0,29411.0,11322.0,15890.0,28944.0,26563.0,33540.0,39769.0,5843.0,1769.0,8236.0,22038.0,25682.0
CN,I552,LU,460.0,886.0,1342.0,1456.0,2085.0,2284.0,1589.0,1690.0,1933.0,1534.0,354.0,279.0,689.0,530.0,741.0
CN,I552_I553,AT,7954.0,13286.0,14372.0,14114.0,16190.0,17052.0,18064.0,21181.0,26184.0,27659.0,2886.0,980.0,5047.0,13179.0,20356.0
CN,I552_I553,BE,4707.0,5568.0,6145.0,6629.0,6671.0,7769.0,6693.0,7488.0,12801.0,10917.0,1378.0,747.0,2549.0,5354.0,7315.0
CN,I552_I553,CY,130.0,123.0,2.0,0.0,1.0,10.0,0.0,2.0,1.0,1.0,0.0,0.0,14.0,5.0,5.0
CN,I552_I553,CZ,2377.0,2751.0,5176.0,7787.0,7719.0,10434.0,11497.0,21054.0,25210.0,21505.0,2260.0,417.0,1663.0,4003.0,4835.0
CN,I552_I553,DE,18136.0,20470.0,26145.0,30726.0,36250.0,37768.0,33716.0,35428.0,36929.0,38814.0,5896.0,2992.0,10172.0,22267.0,33833.0
CN,I552_I553,DK,1316.0,1398.0,1554.0,2255.0,1771.0,4247.0,6736.0,7082.0,7926.0,10617.0,1471.0,487.0,2071.0,3185.0,4788.0
CN,I552_I553,EA,526500.0,786310.0,210200.0,273723.0,335541.0,424208.0,474428.0,653217.0,690477.0,842496.0,152858.0,79242.0,191991.0,465240.0,721608.0
CN,I552_I553,ES,11865.0,15450.0,22149.0,21790.0,34578.0,50865.0,71675.0,99802.0,107648.0,135463.0,25448.0,15426.0,46939.0,128594.0,199029.0
CN,I552_I553,EU27_2020,625851.0,752305.0,231065.0,304191.0,373716.0,475138.0,535848.0,742029.0,801650.0,961000.0,164646.0,88672.0,215219.0,485197.0,749085.0
CN,I552_I553,FI,1136.0,1410.0,1854.0,2205.0,2764.0,2315.0,2945.0,5759.0,7331.0,6895.0,2510.0,598.0,1172.0,2428.0,3562.0
CN,I552_I553,FR,440.0,40384.0,41923.0,70211.0,96885.0,86118.0,115282.0,214557.0,189154.0,263397.0,66362.0,27820.0,18376.0,37865.0,70954.0
CN,I552_I553,HR,722.0,1231.0,3820.0,9244.0,14642.0,21803.0,26891.0,40904.0,59413.0,67429.0,3491.0,6375.0,14959.0,23887.0,41890.0
CN,I552_I553,HU,265.0,442.0,1212.0,1543.0,2246.0,2519.0,3220.0,4160.0,4578.0,4990.0,505.0,420.0,1568.0,5498.0,8724.0
CN,I552_I553,IT,36549.0,50756.0,67073.0,89886.0,117404.0,185344.0,171820.0,205990.0,226841.0,256604.0,32539.0,21835.0,78215.0,169833.0,268538.0
CN,I552_I553,LI,34.0,26.0,49.0,45.0,66.0,110.0,148.0,128.0,184.0,235.0,10.0,7.0,54.0,89.0,192.0
CN,I552_I553,LT,41.0,148.0,299.0,453.0,490.0,535.0,584.0,817.0,601.0,790.0,64.0,26.0,112.0,144.0,441.0
CN,I552_I553,LU,465.0,893.0,1362.0,1473.0,2101.0,2317.0,1609.0,1709.0,1961.0,1592.0,369.0,279.0,697.0,547.0,787.0
CN,I552_I553,LV,97.0,224.0,399.0,389.0,458.0,485.0,779.0,760.0,706.0,723.0,118.0,41.0,105.0,493.0,993.0
CN,I552_I553,MK,27.0,48.0,72.0,68.0,82.0,77.0,39.0,75.0,88.0,89.0,9.0,10.0,6.0,14.0,161.0
CN,I552_I553,MT,194.0,0.0,94.0,141.0,395.0,211.0,218.0,259.0,0.0,384.0,50.0,0.0,0.0,145.0,131.0
CN,I552_I553,PL,1157.0,1182.0,2548.0,2473.0,3886.0,4600.0,4897.0,6633.0,6569.0,6491.0,723.0,545.0,1329.0,2419.0,3297.0
CN,I552_I553,PT,335.0,329.0,330.0,1195.0,1692.0,4599.0,7432.0,15915.0,25402.0,29436.0,5386.0,2536.0,10778.0,22919.0,32676.0
CN,I552_I553,SE,3347.0,4105.0,5465.0,5889.0,6667.0,6256.0,7141.0,7328.0,5911.0,5336.0,1199.0,992.0,1210.0,4058.0,4684.0
CN,I553,EL,74.0,67.0,91.0,127.0,252.0,443.0,300.0,179.0,272.0,175.0,37.0,41.0,191.0,357.0,302.0
CN,I553,LU,5.0,7.0,20.0,17.0,16.0,33.0,20.0,19.0,28.0,58.0,15.0,0.0,8.0,17.0,46.0
CY,I551,AT,9029.0,7677.0,7635.0,7093.0,8018.0,8403.0,9294.0,8864.0,14419.0,20985.0,6214.0,5896.0,17144.0,23532.0,25323.0
CY,I551,BE,5284.0,6722.0,8557.0,5712.0,6273.0,5897.0,6730.0,7560.0,6997.0,7097.0,1736.0,1850.0,4960.0,5775.0,7220.0
CY,I551,BG,6486.0,6484.0,5553.0,4311.0,6547.0,6192.0,6972.0,7860.0,11271.0,12351.0,2335.0,3420.0,9036.0,11113.0,11832.0
CY,I551,CY,610074.0,543259.0,505244.0,438104.0,431992.0,441137.0,461609.0,456572.0,511239.0,553143.0,572196.0,713176.0,644440.0,627243.0,685428.0
CY,I551,CZ,8154.0,7510.0,4280.0,2927.0,3571.0,4721.0,5248.0,6390.0,7485.0,9306.0,1628.0,2808.0,8990.0,12017.0,12042.0
CY,I551,DE,13054.0,13695.0,17142.0,17311.0,22245.0,21208.0,18370.0,20223.0,23647.0,23360.0,8132.0,8501.0,20759.0,28284.0,33682.0
CY,I551,DK,732.0,686.0,713.0,609.0,1232.0,1647.0,1950.0,2280.0,1465.0,1556.0,374.0,521.0,2081.0,2891.0,2725.0
CY,I551,EA,904448.0,1364023.0,1286237.0,1123464.0,729840.0,751601.0,795450.0,805353.0,904973.0,935397.0,666539.0,874513.0,1006696.0,1075748.0,1149074.0
CY,I551,EE,380.0,470.0,637.0,341.0,514.0,388.0,565.0,969.0,1210.0,1603.0,404.0,998.0,1644.0,1799.0,2957.0
CY,I551,EL,177129.0,168104.0,164877.0,151674.0,191408.0,203146.0,226306.0,226113.0,251058.0,227544.0,55326.0,97605.0,199425.0,246780.0,236414.0
CY,I551,ES,22236.0,24881.0,22813.0,14893.0,14272.0,16812.0,16026.0,20235.0,18069.0,18796.0,3804.0,5923.0,16921.0,21772.0,24581.0
CY,I551,EU27_2020,932933.0,1394196.0,1309736.0,1146503.0,756543.0,778697.0,826826.0,841938.0,948287.0,983617.0,683935.0,891539.0,1051024.0,1129394.0,1212885.0
CY,I551,FI,673.0,600.0,654.0,461.0,708.0,645.0,863.0,864.0,1247.0,1624.0,345.0,485.0,1819.0,1871.0,2268.0
CY,I551,FR,14050.0,14201.0,12186.0,10800.0,13319.0,11894.0,11451.0,13266.0,17459.0,17089.0,3606.0,9478.0,29037.0,35172.0,33389.0
CY,I551,HR,1180.0,1314.0,1115.0,1333.0,1286.0,1277.0,2053.0,1711.0,1630.0,1841.0,345.0,1214.0,3556.0,3536.0,3731.0
CY,I551,HU,3969.0,4408.0,2894.0,3858.0,4254.0,4464.0,4943.0,4617.0,6736.0,7876.0,2289.0,3901.0,8239.0,9759.0,12067.0
CY,I551,IT,19031.0,18516.0,22040.0,20554.0,21857.0,22611.0,21875.0,23716.0,27587.0,27485.0,4744.0,13257.0,34849.0,38088.0,46359.0
CY,I551,LI,16.0,15.0,19.0,21.0,21.0,33.0,34.0,30.0,103.0,58.0,12.0,45.0,69.0,61.0,86.0
CY,I551,LT,498.0,372.0,386.0,758.0,572.0,774.0,777.0,771.0,1315.0,1490.0,526.0,865.0,1503.0,2187.0,2670.0
CY,I551,LU,422.0,336.0,404.0,506.0,594.0,656.0,539.0,598.0,491.0,579.0,110.0,198.0,622.0,698.0,650.0
CY,I551,LV,401.0,616.0,567.0,724.0,1039.0,1356.0,1469.0,1273.0,1954.0,2399.0,1361.0,723.0,4271.0,3300.0,3853.0
CY,I551,MK,193.0,631.0,543.0,791.0,558.0,744.0,547.0,1105.0,1351.0,1184.0,148.0,212.0,877.0,1143.0,1417.0
CY,I551,MT,9744.0,7249.0,4768.0,4199.0,3082.0,3585.0,4272.0,5886.0,5378.0,6192.0,1755.0,1918.0,6336.0,8872.0,9483.0
CY,I551,NL,7200.0,8100.0,7843.0,8164.0,9849.0,7954.0,9555.0,11488.0,12254.0,15693.0,3902.0,10599.0,15117.0,14870.0,18894.0
CY,I551,PL,2194.0,1976.0,2359.0,2296.0,3031.0,2771.0,2980.0,4617.0,4543.0,5326.0,1434.0,2389.0,5054.0,7861.0,12677.0
CY,I551,PT,1534.0,3464.0,2329.0,2331.0,2170.0,2062.0,2048.0,3301.0,3582.0,4429.0,859.0,1549.0,4291.0,6048.0,7343.0
CY,I551,SE,751.0,1254.0,1240.0,1154.0,1456.0,1381.0,1831.0,1765.0,1777.0,2401.0,463.0,910.0,2066.0,2777.0,3314.0
CY,I551,SK,1314.0,1611.0,1846.0,1074.0,1188.0,1437.0,1402.0,987.0,2439.0,4235.0,1085.0,736.0,1807.0,2641.0,2291.0
CY,I551-I553,AT,9352.0,7916.0,7958.0,7470.0,8326.0,8768.0,9698.0,9467.0,15629.0,23216.0,6945.0,6490.0,18721.0,26162.0,28725.0
CY,I551-I553,BE,5358.0,6797.0,8712.0,5870.0,6540.0,6213.0,7367.0,8278.0,7752.0,7756.0,1971.0,2283.0,5608.0,6266.0,7984.0
CY,I551-I553,BG,6506.0,6511.0,5617.0,4357.0,6592.0,6294.0,7057.0,7985.0,11398.0,12547.0,2382.0,3497.0,9174.0,11292.0,11996.0
CY,I551-I553,CY,614907.0,547267.0,508970.0,440553.0,433979.0,441552.0,461785.0,457850.0,511418.0,553613.0,572196.0,713176.0,648129.0,628284.0,686132.0
CY,I551-I553,CZ,8278.0,7643.0,4554.0,3030.0,3774.0,4973.0,5625.0,6676.0,7937.0,9876.0,1770.0,2942.0,9418.0,12415.0,12432.0
CY,I551-I553,DE,13785.0,14344.0,17776.0,17766.0,22682.0,21980.0,18892.0,21007.0,24581.0,24457.0,8421.0,8817.0,22001.0,29936.0,35937.0
CY,I551-I553,DK,764.0,703.0,740.0,652.0,1260.0,2077.0,3259.0,2870.0,1801.0,1962.0,602.0,803.0,2591.0,3640.0,3149.0
