STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_ppp,Purchasing power parities indicator,ppp_cat18,Analytical categories for purchasing power parities (PPPs) calculation (based on COICOP18),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AL,Albania,2006,,23,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AL,Albania,2007,,24,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AL,Albania,2008,,26,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AL,Albania,2009,,28,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AL,Albania,2010,,29,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AL,Albania,2011,,30,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AL,Albania,2012,,30,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AL,Albania,2013,,29,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AL,Albania,2014,,30,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AL,Albania,2015,,30,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AL,Albania,2016,,30,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AL,Albania,2017,,30,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AL,Albania,2018,,30,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AL,Albania,2019,,30,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AL,Albania,2020,,30,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AL,Albania,2021,,31,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AL,Albania,2022,,33,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AL,Albania,2023,,38,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AL,Albania,2024,,42,,p,provisional,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2000,,132,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2001,,127,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2002,,127,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2003,,129,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2004,,129,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2005,,129,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2006,,127,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2007,,125,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2008,,125,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2009,,127,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2010,,126,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2011,,127,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2012,,131,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2013,,131,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2014,,129,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2015,,128,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2016,,128,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2017,,125,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2018,,126,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2019,,124,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2020,,123,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2021,,121,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2022,,123,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2023,,121,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,AT,Austria,2024,,119,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2005,,26,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2006,,27,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2008,,29,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2009,,30,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2010,,30,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2011,,30,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2012,,30,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2013,,30,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2014,,30,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2015,,31,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2016,,31,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2017,,31,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2018,,32,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2019,,32,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2020,,33,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2021,,33,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2022,,34,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2023,,35,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2024,,35,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2000,,125,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2001,,124,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2002,,125,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2003,,125,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2004,,123,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2005,,123,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2006,,120,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2007,,118,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2008,,116,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2009,,118,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2010,,120,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2011,,119,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2012,,121,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2013,,121,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2014,,121,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2015,,119,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2016,,118,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2017,,117,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2018,,116,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2019,,117,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2020,,118,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2021,,117,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2022,,118,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2023,,118,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2024,,117,,p,provisional,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BG,Bulgaria,2000,,29,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BG,Bulgaria,2001,,30,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BG,Bulgaria,2002,,32,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BG,Bulgaria,2003,,34,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BG,Bulgaria,2004,,35,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BG,Bulgaria,2005,,38,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BG,Bulgaria,2006,,38,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BG,Bulgaria,2007,,40,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BG,Bulgaria,2008,,43,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BG,Bulgaria,2009,,43,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BG,Bulgaria,2010,,44,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BG,Bulgaria,2011,,45,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BG,Bulgaria,2012,,47,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BG,Bulgaria,2013,,46,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,VI_PPS_EU27_2020_HAB,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),GDP,Gross domestic product,PC,Percentage,BG,Bulgaria,2014,,48,,,,,
