freq,duration,purpose,c_dest,wstatus,unit,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	97968 u	: u	: u	: u	: u
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	3256556 	2788590 	6287898 	: 	: 
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	267739 	205277 	705873 	945063 	988832 
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	1573236 	1285648 	3371618 	4465438 	3609240 
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	17384133 	20683313 	36666659 	40258783 	49734761 
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	208101 u	161686 u	431495 u	508523 	694399 
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	64486 u	76601 u	66933 u
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	102150 	140912 	283331 	297998 	549192 
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	218137 	481006 	702615 	642297 	1003374 
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	215532 u	174533 u	669941 	1027820 	929417 
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	779302 	1031239 	2639810 	2274976 	2031885 
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	35359 u	306325 	897927 	1412912 	1605433 
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	2314558 	2083124 	4103818 	4522466 	4162662 
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	699998 	375217 	2181969 	2870767 	4160453 
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	1680556 	1520778 	3681323 	4193322 	4842140 
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	391208 	494290 	743072 	924714 	1058146 
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	1060917 	1248046 	1927105 	2310309 	2196626 
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	60797 u	70345 u	92843 u
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	27421 u	54205 	54030 
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	539226 	903920 	1499182 	1621794 	1675778 
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1251677 	5137845 	4909772 	949143 
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	2367838 	2844350 	5103708 	5759238 	6536193 
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	56191 u	151157 	1929015 	137234 
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	2171792 	3106246 	7945271 	: 	9564428 
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	897102 	228018 	175314 	431653 	416376 
A,N1-3,TOTAL,EU27_2020_FOR,INAC_OTH,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	1171773 	1157174 	2765513 	3604129 	4024872 
A,N1-3,TOTAL,EU27_2020_FOR,UNE,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,N1-3,TOTAL,EU27_2020_FOR,UNE,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	123802 u	: u	: u	248878 	176329 u
A,N1-3,TOTAL,EU27_2020_FOR,UNE,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	153858 u	190428 u	199592 u	252866 u
A,N1-3,TOTAL,EU27_2020_FOR,UNE,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u
A,N1-3,TOTAL,EU27_2020_FOR,UNE,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N1-3,TOTAL,EU27_2020_FOR,UNE,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N1-3,TOTAL,EU27_2020_FOR,UNE,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	270094 u	162517 u	407009 u	299790 u	414804 
A,N1-3,TOTAL,EU27_2020_FOR,UNE,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	131085 u	200295 u
A,N1-3,TOTAL,EU27_2020_FOR,UNE,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	181627 u
A,N1-3,TOTAL,EU27_2020_FOR,UNE,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,N1-3,TOTAL,EU27_2020_FOR,UNE,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N1-3,TOTAL,EU27_2020_FOR,UNE,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,N1-3,TOTAL,EU27_2020_FOR,UNE,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N1-3,TOTAL,EU27_2020_FOR,UNE,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: u	117739 u	140550 u	201679 u	179089 u
A,N1-3,TOTAL,EU27_2020_FOR,UNE,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,N1-3,TOTAL,EU27_2020_FOR,UNE,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	95715 u	: u	33514 u
A,N1-3,TOTAL,EU27_2020_FOR,UNE,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,N1-3,TOTAL,EU27_2020_FOR,UNE,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	55665 u	41584 u	66570 u	66140 u
A,N1-3,TOTAL,FOR,ACT_INAC,NR,AL	: 	: 	: 	: 	: 	549071 	: 	665253 	206632 	: 	: 	: 	: 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,AT	9069459 	9135269 	9320767 	8867535 	9733779 	9843190 	9387429 	10309300 	3551857 	5765997 	12337034 	14234132 	13645553 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,BE	6275920 	6831938 	7107442 	7488409 	9601182 	8758892 b	9133470 	9777730 	3617974 	4015526 	8366254 	9730349 	9439917 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,BG	363003 	448806 	458625 	345705 	412304 	509511 	728804 	968658 	137379 u	152399 u	560959 	818547 	1351097 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,CH	9020721 	9232563 	9056637 	10463086 	9593433 	11414338 	11572295 	9629005 	3427577 	2988175 	6611528 	: 	: 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,CY	687017 	660456 	587266 	624339 	770120 	949617 	967997 	1212720 	333710 	275764 	905787 	1180798 	1180035 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,CZ	3018691 	3307275 	3265110 	3300730 	3643985 	3572551 	4891378 	4589940 	1615139 	1303574 	3445079 	4680545 	3813039 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,DE	46429589 	46781084 	41516667 	47848690 	49528184 	48091013 	56940450 	52441676 	20935310 	23266918 	43408898 	47644494 	57885107 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,DK	5595716 	6116723 b	6228157 	7265063 	6293385 	5405279 	3831010 	7887353 	1987613 	2165582 	3692483 	4322635 	7459170 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,EE	1251240 	1135144 	1430553 	1111122 	1303349 	1202831 	1959152 	1496114 	422503 	392190 	985282 	1340078 	1207387 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,EL	271351 	264507 	327181 	356558 	299776 	401986 	500304 	494398 	192989 	207348 	409329 	426780 	788202 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,ES	8488800 	7824935 	8383246 	9171649 b	9469738 	10888485 	12202223 	14212869 	3663022 	4573263 	10002315 	11501482 	13908350 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,FI	9173319 	8415898 	8570143 	8695270 	8978063 	9339621 	8890154 	8054348 	2065779 	1358313 	4269557 	6293842 	6191697 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,FR	14171482 	14181598 	15441094 	14145736 	13261780 	18101221 	18466636 	18210635 	8667167 	8009417 	18003218 	22351827 	25054868 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,HR	2718994 	2636505 	2857521 	2629729 	1850627 	2045529 	2230640 	2505826 	518740 	638701 	1506936 	2339101 	2397890 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,HU	3543485 	4023497 	4596992 	5193291 	6224640 	6592317 	6993109 	7480032 	2741926 	2640454 	4884127 	5320989 	4998198 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,IE	3913386 	4170369 	4204373 	4575543 	4381231 	5503913 	6078508 	5668723 	1863272 	1422234 	5918238 	7629825 	9577253 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,IT	10160576 	7427652 	7691294 b	7728245 	7283253 	8444589 	10503342 	9299280 	1954580 	1880775 	4756046 	5528222 	5850919 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,LT	1146640 	1182360 	1228836 	1318817 	1363905 	1373747 	1505337 	1602038 	511134 	572939 	1026984 	1175927 	1268222 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,LU	1339444 	1392167 	1672153 	1537275 	1238751 	1939652 	2285730 	2390861 	1127023 	1325159 	2121607 	2556246 	2511251 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,LV	1232333 	1061933 	949233 	1028827 	1095057 	1013891 	1172356 	1185349 	412519 	368551 	1109760 	1425526 	1514906 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,ME	: 	: 	: 	: 	639544 	506093 	: 	: 	: 	: 	: 	: 	: 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,MK	: 	: 	: 	: 	: 	: 	: 	234205 	61801 	162326 	: 	: 	: 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,MT	181297 	211936 	230609 b	255756 	269459 	416274 	485246 	527106 	198522 	226368 	405604 	591412 	605681 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,NL	9636867 	9182155 	9493524 	9727323 	9823874 	12154056 	11772866 	12916148 	4323396 	6276525 	13851873 	15157698 	14325224 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,NO	: 	6375575 	7623259 	7063308 	6761384 	6348154 	7187922 	: 	: 	1339395 	5890249 	5638763 	6960011 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,PL	6530553 	5153064 	4282791 b	4702761 	5065703 	5567743 	5751871 	6279458 	2730937 	3035734 	5594307 	6388292 	7172852 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,PT	1056446 	746621 	1102096 	1206474 	1333245 	1346632 	1521034 	2055460 	584793 	522983 	1668905 	2237646 	1984721 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,RO	233700 	310572 	190294 	282780 	379231 	332392 	483623 	554762 	140445 u	179704 	446764 	535904 	775022 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,RS	: 	: 	: 	: 	: 	: 	787557 	: 	: 	: 	: 	: 	: 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,SE	: 	: 	7095430 	6939177 	6432090 	14895014 	13175083 	13354723 	3077252 	4195043 	9605669 	: 	12989367 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,SI	2414704 	2767720 	2777430 	3092905 	2842765 	3370232 	3255852 	3505573 	936691 	1814139 	2688419 	4202338 	4769705 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,SK	1269008 	998426 b	2505071 	1891565 	2512501 	3732348 	4017328 	4412724 	1215540 	1222888 	2833159 	3779344 	4178305 
A,N1-3,TOTAL,FOR,ACT_INAC,NR,UK	23372501 	23940584 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,N1-3,TOTAL,FOR,EDUC,NR,AL	: 	: 	: 	: 	: 	52321 	: 	59225 u	: u	: 	: 	: 	: 
A,N1-3,TOTAL,FOR,EDUC,NR,AT	961153 	1047746 	973264 	757962 	936926 	913337 	1099100 	1018486 	314831 	484911 	1738369 	1415098 	1566389 
A,N1-3,TOTAL,FOR,EDUC,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	336838 	844278 	886146 	602858 
A,N1-3,TOTAL,FOR,EDUC,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	112732 u
A,N1-3,TOTAL,FOR,EDUC,NR,DK	: 	: 	: 	: 	: 	: 	: 	1347828 	429103 u	517672 u	536299 u	669942 u	1493084 
A,N1-3,TOTAL,FOR,EDUC,NR,EE	: u	101060 	138642 	54595 u	102677 u	98321 u	138897 u	80222 u	: u	: u	69417 u	119753 	108166 
A,N1-3,TOTAL,FOR,EDUC,NR,ES	784058 	767334 	624526 	462931 b	662556 	1261038 	1294823 	1769036 	520303 u	600540 u	835546 u	755310 	1842053 
A,N1-3,TOTAL,FOR,EDUC,NR,FI	955794 	714778 	731441 	719113 	848132 	609942 	869711 	862482 	230041 u	: u	369613 u	575573 	680315 
A,N1-3,TOTAL,FOR,EDUC,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	760412 	567645 u	1389891 	2695540 	2861019 
A,N1-3,TOTAL,FOR,EDUC,NR,HR	: 	: 	458082 	479510 u	: 	239042 	: 	304375 	: u	: 	: 	: 	: 
A,N1-3,TOTAL,FOR,EDUC,NR,LU	100672 	: 	: 	: 	: 	: 	: 	147194 	: 	: 	: 	: 	: 
A,N1-3,TOTAL,FOR,EDUC,NR,LV	155328 u	117797 u	: u	: u	: u	: u	84622 u	: u	: u	: u	81535 u	91157 u	134334 u
A,N1-3,TOTAL,FOR,EDUC,NR,MK	: 	: 	: 	: 	: 	: 	: 	29881 u	: u	: u	: 	: 	: 
A,N1-3,TOTAL,FOR,EDUC,NR,MT	: 	: 	: 	20998 u	41395 	: 	: 	21202 	17070 u	12096 u	17486 u	25720 	27370 
A,N1-3,TOTAL,FOR,EDUC,NR,NL	669503 	905716 	935572 	1011073 	1063259 	1417452 	1540192 	1803516 	596496 	858142 	2056172 	1833276 	1931554 
A,N1-3,TOTAL,FOR,EDUC,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,N1-3,TOTAL,FOR,EDUC,NR,PT	48269 u	: u	: 	138136 	107698 u	65577 u	188034 	239026 	65254 u	51403 u	145988 	: u	252391 
A,N1-3,TOTAL,FOR,EDUC,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,N1-3,TOTAL,FOR,EDUC,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,N1-3,TOTAL,FOR,EDUC,NR,SI	402875 	354969 	413962 	321499 	367261 	: 	: 	: 	: 	151081 	362905 	543128 	476500 
A,N1-3,TOTAL,FOR,EMP,NR,AL	: 	: 	: 	: 	: 	344315 	: 	421616 	102109 	: 	: 	: 	: 
A,N1-3,TOTAL,FOR,EMP,NR,AT	6436648 	6596933 	6782289 	6509222 	7136017 	7130796 	6920430 	7500383 	2840636 	4557191 	8624050 	10458368 	9858692 
A,N1-3,TOTAL,FOR,EMP,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	2859451 	6185425 	7184681 	7294616 
A,N1-3,TOTAL,FOR,EMP,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	110066 u	433977 	676490 	1080606 
A,N1-3,TOTAL,FOR,EMP,NR,DK	: 	: 	: 	: 	: 	: 	: 	5540078 	1269396 	1384046 	2580152 	3006827 	4990842 
A,N1-3,TOTAL,FOR,EMP,NR,EE	996463 	901716 	1119447 	942714 	1074185 	976493 	1595998 	1264424 	343542 	326725 	812278 	1106513 	1009232 
A,N1-3,TOTAL,FOR,EMP,NR,ES	6188091 	5430981 	6110113 	7232479 b	7231078 	7977045 	9071116 	10170886 	2515442 	3184860 	7619596 	9441527 	10182252 
A,N1-3,TOTAL,FOR,EMP,NR,FI	6741047 	5767886 	6074860 	6047131 	6331136 	6849276 	6406718 	5611385 	1557075 	992559 	3134472 	4472610 	4308415 
A,N1-3,TOTAL,FOR,EMP,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	6771428 	6010398 	13435713 	16526997 	19319466 
A,N1-3,TOTAL,FOR,EMP,NR,HR	: 	: 	1742349 	1513091 	: 	1373867 	: 	1730138 	326913 	: 	: 	: 	: 
A,N1-3,TOTAL,FOR,EMP,NR,LU	1058835 	: 	: 	: 	: 	: 	: 	1958636 	: 	: 	: 	: 	: 
A,N1-3,TOTAL,FOR,EMP,NR,LV	947326 	835055 	725865 	842807 	922645 	798112 	961269 	1042834 	339968 	309369 	898889 	1198164 	1224938 
A,N1-3,TOTAL,FOR,EMP,NR,MK	: 	: 	: 	: 	: 	: 	: 	156744 	32654 u	115380 	: 	: 	: 
A,N1-3,TOTAL,FOR,EMP,NR,MT	: 	: 	: 	200199 	210464 	: 	: 	451212 	172164 	191176 	345729 	501819 	513090 
A,N1-3,TOTAL,FOR,EMP,NR,NL	7117117 	6621894 	6694083 	7090243 	7059441 	8830597 	8710410 	9308067 	3029177 	4348547 	10023063 	11285908 	10360881 
A,N1-3,TOTAL,FOR,EMP,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5549795 
A,N1-3,TOTAL,FOR,EMP,NR,PT	824882 	441411 	: 	943719 	973337 	396206 	1154098 	1568183 	482009 	384133 	1253718 	: u	1533153 
A,N1-3,TOTAL,FOR,EMP,NR,RO	177863 	244035 	143513 	227282 	315544 	282198 	406557 	487608 	128305 u	150255 u	371740 	401039 	652131 
A,N1-3,TOTAL,FOR,EMP,NR,RS	: 	: 	: 	: 	: 	: 	443028 	: 	: 	: 	: 	: 	: 
A,N1-3,TOTAL,FOR,EMP,NR,SI	1533353 	1828573 	1965989 	2135474 	1838583 	: 	: 	: 	: 	1301448 	2069151 	3002948 	3677151 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,AL	: 	: 	: 	: 	: 	84884 	: 	106589 	44011 u	: 	: 	: 	: 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,AT	1562378 	1411332 	1508347 	1443540 	1531389 	1668305 	1334062 	1672716 	262477 	645401 	1558988 	2091342 	2023482 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,BE	6275920 	6831938 	7107442 	7488409 	9601182 	8758892 b	9133470 	9777730 	3617974 	661674 	1135433 	1442182 	1284778 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,BG	363003 	448806 	458625 	345705 	412304 	509511 	728804 	968658 	137379 u	: u	56216 u	73744 u	124266 u
A,N1-3,TOTAL,FOR,INAC_OTH,NR,CH	9020721 	9232563 	9056637 	10463086 	9593433 	11414338 	11572295 	9629005 	3427577 	2988175 	6611528 	: 	: 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,CY	687017 	660456 	587266 	624339 	770120 	949617 	967997 	1212720 	333710 	275764 	905787 	1180798 	1180035 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,CZ	3018691 	3307275 	3265110 	3300730 	3643985 	3572551 	4891378 	4589940 	1615139 	1303574 	3445079 	4680545 	3813039 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,DE	46429589 	46781084 	41516667 	47848690 	49528184 	48091013 	56940450 	52441676 	20935310 	23266918 	43408898 	47644494 	57885107 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,DK	5595716 	6116723 b	6228157 	7265063 	6293385 	5405279 	3831010 	905744 	242137 u	166074 u	496359 	576306 	902538 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,EE	148746 u	90063 	109961 	91922 u	105199 	107403 	163395 	130918 	: u	: u	77720 u	89434 u	73669 u
A,N1-3,TOTAL,FOR,INAC_OTH,NR,EL	271351 	264507 	327181 	356558 	299776 	401986 	500304 	494398 	192989 	207348 	409329 	426780 	788202 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,ES	998620 	1072741 	1042682 	734657 b	851801 	1011799 	1045588 	1261352 	248210 	575940 	974910 	901939 	1300441 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,FI	1350213 	1779199 	1558144 	1713589 	1515534 	1631737 	1453833 	1335372 	242224 u	183770 u	681388 	1111471 	969532 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,FR	14171482 	14181598 	15441094 	14145736 	13261780 	18101221 	18466636 	18210635 	1077479 	1375814 	3087863 	2868607 	2663659 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,HR	2718994 	2636505 	342594 	381326 	1850627 	220152 	2230640 	321909 	88914 	638701 	1506936 	2339101 	2397890 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,HU	3543485 	4023497 	4596992 	5193291 	6224640 	6592317 	6993109 	7480032 	2741926 	2640454 	4884127 	5320989 	4998198 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,IE	3913386 	4170369 	4204373 	4575543 	4381231 	5503913 	6078508 	5668723 	1863272 	1422234 	5918238 	7629825 	9577253 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,IT	10160576 	7427652 	7691294 b	7728245 	7283253 	8444589 	10503342 	9299280 	1954580 	1880775 	4756046 	5528222 	5850919 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,LT	1146640 	1182360 	1228836 	1318817 	1363905 	1373747 	1505337 	1602038 	511134 	572939 	1026984 	1175927 	1268222 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,LU	126964 	1392167 	1672153 	1537275 	1238751 	1939652 	2285730 	257534 	1127023 	1325159 	2121607 	2556246 	2511251 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,LV	83808 u	68823 u	111307 u	73825 u	84153 u	83934 u	91088 u	78196 u	: u	: u	97544 u	82781 u	128102 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,ME	: 	: 	: 	: 	639544 	506093 	: 	: 	: 	: 	: 	: 	: 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,MK	: 	: 	: 	: 	: 	: 	: 	29414 u	: u	27719 u	: 	: 	: 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,MT	181297 	211936 	230609 b	34428 u	15260 u	416274 	485246 	54125 	: u	: u	34077 u	59955 	61815 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,NL	1487180 	1279943 	1385416 	1250233 	1269926 	1520458 	1241613 	1527727 	633047 	922998 	1617989 	1723975 	1814127 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,NO	: 	6375575 	7623259 	7063308 	6761384 	6348154 	7187922 	: 	: 	1339395 	5890249 	5638763 	1049203 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,PL	6530553 	5153064 	4282791 b	4702761 	5065703 	5567743 	5751871 	6279458 	2730937 	3035734 	5594307 	6388292 	7172852 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,PT	130778 	224348 	1102096 	71318 u	150843 	865095 	120149 	205029 	: u	57143 u	163780 	2200711 	159999 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,N1-3,TOTAL,FOR,INAC_OTH,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,SE	: 	: 	7095430 	6939177 	6432090 	14895014 	13175083 	13354723 	3077252 	4195043 	9605669 	: 	12989367 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,SI	321193 	414317 	294547 	472443 	516042 	3370232 	3255852 	3505573 	936691 	243643 	197770 	503261 	508413 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,SK	1269008 	998426 b	2505071 	1891565 	2512501 	3732348 	4017328 	4412724 	1215540 	1222888 	2833159 	3779344 	4178305 
A,N1-3,TOTAL,FOR,INAC_OTH,NR,UK	23372501 	23940584 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,N1-3,TOTAL,FOR,UNE,NR,AL	: 	: 	: 	: 	: 	67551 	: 	77823 	43598 u	: 	: 	: 	: 
A,N1-3,TOTAL,FOR,UNE,NR,AT	: u	: u	: u	156810 u	129447 u	130751 u	: u	117715 u	133913 u	: u	: u	269324 	196990 u
A,N1-3,TOTAL,FOR,UNE,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	157563 u	201119 u	217340 	257664 u
A,N1-3,TOTAL,FOR,UNE,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u
A,N1-3,TOTAL,FOR,UNE,NR,DK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u	: u
A,N1-3,TOTAL,FOR,UNE,NR,EE	: u	42305 u	62503 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,N1-3,TOTAL,FOR,UNE,NR,ES	518031 	553879 	605924 	741582 b	724303 	638603 	790696 	1011596 	379067 	211923 u	572262 	402706 	583604 
A,N1-3,TOTAL,FOR,UNE,NR,FI	126265 u	154035 u	205700 u	215436 u	283262 u	248667 u	159892 u	245109 u	: u	: u	: u	134188 u	233434 u
A,N1-3,TOTAL,FOR,UNE,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	210724 u
A,N1-3,TOTAL,FOR,UNE,NR,HR	: 	: 	314495 	255802 	: 	212468 	: 	149404 	: u	: 	: 	: 	: 
A,N1-3,TOTAL,FOR,UNE,NR,LU	52973 	: 	: 	: 	: 	: 	: 	27496 u	: 	: 	: 	: 	: 
A,N1-3,TOTAL,FOR,UNE,NR,LV	: u	: u	46977 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,N1-3,TOTAL,FOR,UNE,NR,MK	: 	: 	: 	: 	: 	: 	: 	18166 u	: u	: u	: 	: 	: 
A,N1-3,TOTAL,FOR,UNE,NR,MT	: 	: 	: 	: u	: u	: 	: 	: u	: u	: u	: u	: u	: u
