freq,c_dest,purpose,duration,unit,geo,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 ,2022 ,2023 ,2024 
A,AFR,PER_VFR,N_GE4,NR,EA20,924342.0,1173240.0,1454647.0,1583918.0,1034423.0,1217892.0,1181615.0,1512379.0,385182.0,849604.0,1395592.0,1906366.0,2217236.0
A,AFR,PER_VFR,N_GE4,NR,EU27_2020,967145.0,1183189.0,1486984.0,1609731.0,1093129.0,1395025.0,1246171.0,1678462.0,421441.0,873561.0,1478183.0,1994308.0,2267076.0
A,AFR,PROF,N_GE1,NR,EA20,872452.0,1150884.0,764708.0,816503.0,611491.0,1116628.0,927636.0,795104.0,299247.0,197577.0,448653.0,641817.0,1445509.0
A,AFR,PROF,N_GE1,NR,EU27_2020,921114.0,1211098.0,797551.0,874577.0,638889.0,1235300.0,1005277.0,917054.0,300198.0,202886.0,487118.0,663651.0,1520641.0
A,AFR,PROF,N_GE4,NR,EA20,642401.0,912855.0,582733.0,528712.0,437241.0,882084.0,682155.0,556875.0,188567.0,161313.0,346385.0,514555.0,439777.0
A,AFR,PROF,N_GE4,NR,EU27_2020,671342.0,934945.0,614744.0,582652.0,456553.0,990489.0,755644.0,673740.0,189518.0,166497.0,380083.0,534297.0,514908.0
A,AFR,TOTAL,N1-3,NR,EA20,514086.0,636147.0,537580.0,578004.0,444922.0,652708.0,584134.0,719506.0,186275.0,129971.0,492336.0,733327.0,1731203.0
A,AFR,TOTAL,N1-3,NR,EU27_2020,543566.0,680728.0,546831.0,593442.0,456767.0,687004.0,605650.0,761139.0,196382.0,130097.0,498236.0,737707.0,1816089.0
A,AFR,TOTAL,N_GE1,NR,AT,192295.0,218894.0,242213.0,260740.0,133567.0,236505.0,264763.0,267272.0,59299.0,42140.0,260472.0,303582.0,338469.0
A,AFR,TOTAL,N_GE1,NR,BE,449413.0,568082.0,412783.0,413328.0,311501.0,501018.0,591077.0,633504.0,243342.0,186973.0,558291.0,652962.0,694213.0
A,AFR,TOTAL,N_GE1,NR,DE,2648012.0,3085035.0,3047756.0,2565442.0,2169551.0,3882200.0,4300153.0,3663327.0,788390.0,1098279.0,1963379.0,2901535.0,4442084.0
A,AFR,TOTAL,N_GE1,NR,EA20,8831169.0,8579759.0,8474945.0,7277031.0,5870979.0,8848632.0,10082130.0,10388859.0,2747355.0,2750953.0,7306805.0,10394357.0,13340343.0
A,AFR,TOTAL,N_GE1,NR,ES,812559.0,787499.0,784872.0,739327.0,842240.0,931755.0,1054519.0,1076864.0,191749.0,257290.0,928427.0,1476979.0,1615244.0
A,AFR,TOTAL,N_GE1,NR,EU27_2020,9989253.0,9539073.0,9525477.0,8173689.0,6610909.0,10109200.0,11201103.0,11860306.0,3003574.0,3235507.0,8537517.0,11794864.0,15441819.0
A,AFR,TOTAL,N_GE1,NR,FR,2492035.0,2297175.0,2064262.0,1495457.0,1248762.0,1947089.0,2209571.0,2430260.0,908460.0,624700.0,1900366.0,2858485.0,4009389.0
A,AFR,TOTAL,N_GE1,NR,HU,66812.0,60654.0,55966.0,36499.0,27143.0,64231.0,52965.0,123119.0,9681.0,32900.0,50350.0,74656.0,114426.0
A,AFR,TOTAL,N_GE1,NR,LT,22991.0,22381.0,39120.0,28763.0,26513.0,41926.0,73061.0,84088.0,19966.0,33609.0,60000.0,80450.0,75608.0
A,AFR,TOTAL,N_GE1,NR,LU,37090.0,41998.0,40541.0,27681.0,31545.0,49636.0,49710.0,48390.0,24772.0,31310.0,73554.0,79595.0,85701.0
A,AFR,TOTAL,N_GE1,NR,NL,567425.0,494282.0,502251.0,446786.0,360574.0,513866.0,558727.0,623212.0,148701.0,121916.0,419003.0,517290.0,644043.0
A,AFR,TOTAL,N_GE1,NR,PL,355508.0,338093.0,424490.0,419803.0,208603.0,242483.0,308310.0,341106.0,72254.0,147280.0,316630.0,442891.0,596780.0
A,AFR,TOTAL,N_GE1,NR,PT,117138.0,88524.0,83914.0,96484.0,68933.0,97044.0,161378.0,164901.0,27504.0,31882.0,159595.0,181608.0,223673.0
A,AFR,TOTAL,N_GE4,NR,AT,188389.0,216227.0,239067.0,253465.0,129828.0,218253.0,260667.0,256631.0,59299.0,40712.0,244793.0,299887.0,326883.0
A,AFR,TOTAL,N_GE4,NR,BE,436234.0,554537.0,401472.0,404966.0,302585.0,466800.0,548158.0,590035.0,196539.0,184063.0,519454.0,628330.0,672287.0
A,AFR,TOTAL,N_GE4,NR,DE,2557411.0,2892821.0,2998879.0,2376252.0,2142749.0,3767090.0,4273996.0,3593003.0,788390.0,1048468.0,1855876.0,2850330.0,4375589.0
A,AFR,TOTAL,N_GE4,NR,EA20,8317083.0,7943612.0,7937365.0,6699027.0,5426057.0,8195923.0,9497996.0,9669352.0,2561080.0,2620982.0,6814469.0,9661030.0,11609139.0
A,AFR,TOTAL,N_GE4,NR,ES,602318.0,622514.0,587884.0,599821.0,642524.0,733375.0,847246.0,848923.0,168342.0,251657.0,802073.0,1286453.0,1297808.0
A,AFR,TOTAL,N_GE4,NR,EU27_2020,9445687.0,8858346.0,8978646.0,7580247.0,6154142.0,9422196.0,10595452.0,11099167.0,2807191.0,3105410.0,8039281.0,11057157.0,13625730.0
A,AFR,TOTAL,N_GE4,NR,FR,2334425.0,2142889.0,1865387.0,1364343.0,1142526.0,1752316.0,1958848.0,2189636.0,818267.0,565203.0,1761882.0,2572121.0,2837927.0
A,AFR,TOTAL,N_GE4,NR,HU,65986.0,60445.0,55583.0,35856.0,26443.0,63865.0,52965.0,121915.0,9681.0,32900.0,47796.0,73162.0,114426.0
A,AFR,TOTAL,N_GE4,NR,LT,19955.0,21294.0,38754.0,28763.0,26513.0,41926.0,72670.0,81926.0,19795.0,32540.0,59810.0,72906.0,74827.0
A,AFR,TOTAL,N_GE4,NR,LU,35408.0,41011.0,38390.0,26792.0,29496.0,40985.0,46913.0,45290.0,23345.0,31075.0,70161.0,77601.0,81076.0
A,AFR,TOTAL,N_GE4,NR,NL,560256.0,466934.0,487262.0,434559.0,342434.0,501996.0,527749.0,570933.0,143741.0,116502.0,400457.0,508830.0,621063.0
A,AFR,TOTAL,N_GE4,NR,PL,336402.0,338093.0,421992.0,417828.0,208301.0,240011.0,299179.0,338063.0,72254.0,147154.0,315497.0,441050.0,595540.0
A,AFR,TOTAL,N_GE4,NR,PT,105763.0,87337.0,81438.0,90826.0,60306.0,91839.0,156926.0,150792.0,24243.0,31882.0,155684.0,172473.0,200676.0
A,AFR_OTH,PER,N_GE1,NR,BE,335619.0,486521.0,366740.0,355146.0,264271.0,450366.0,504751.0,556958.0,179152.0,171623.0,490790.0,583517.0,612217.0
A,AFR_OTH,PER,N_GE1,NR,DE,2363892.0,2394022.0,2645608.0,1996174.0,1810062.0,2974410.0,3484630.0,3028883.0,589041.0,1035643.0,1667230.0,2600453.0,3842532.0
A,AFR_OTH,PER,N_GE1,NR,EA20,7750542.0,7074252.0,7350073.0,6017612.0,4842428.0,7013037.0,8357640.0,8829281.0,2225373.0,2451983.0,6419432.0,9264983.0,11126449.0
A,AFR_OTH,PER,N_GE1,NR,ES,730350.0,653114.0,690641.0,642687.0,705106.0,836254.0,952641.0,987858.0,178545.0,246596.0,861764.0,1366521.0,1562153.0
A,AFR_OTH,PER,N_GE1,NR,EU27_2020,8797726.0,7947785.0,8320524.0,6818691.0,5481076.0,8109528.0,9331646.0,10064144.0,2467131.0,2917778.0,7596160.0,10621467.0,13085177.0
A,AFR_OTH,PER,N_GE1,NR,FR,2215778.0,1975081.0,1773223.0,1252825.0,999909.0,1554953.0,1848589.0,2096884.0,782706.0,494661.0,1699594.0,2590288.0,2860808.0
A,AFR_OTH,PER,N_GE1,NR,HU,60900.0,54915.0,49902.0,29612.0,23937.0,58561.0,49170.0,117171.0,8636.0,30561.0,44351.0,69502.0,110812.0
A,AFR_OTH,PER,N_GE1,NR,LT,20920.0,18658.0,37803.0,27836.0,25250.0,37773.0,65133.0,73743.0,18055.0,28015.0,54944.0,68105.0,68735.0
A,AFR_OTH,PER,N_GE1,NR,LU,32734.0,35736.0,30728.0,23908.0,24251.0,29958.0,37122.0,38843.0,17496.0,28994.0,66136.0,72212.0,70249.0
A,AFR_OTH,PER,N_GE1,NR,NL,505579.0,416514.0,397635.0,388208.0,287779.0,424541.0,443419.0,514423.0,122780.0,100918.0,325759.0,388758.0,525690.0
A,AFR_OTH,PER,N_GE1,NR,PL,315396.0,332689.0,405053.0,405060.0,191845.0,222930.0,291474.0,321912.0,67159.0,140952.0,304742.0,426657.0,577613.0
A,AFR_OTH,PER,N_GE1,NR,PT,71499.0,63374.0,59101.0,62005.0,44340.0,78012.0,122888.0,109218.0,21272.0,20359.0,139526.0,149638.0,179472.0
A,AFR_OTH,PER,N_GE4,NR,BE,328331.0,480828.0,360043.0,353986.0,256775.0,421234.0,475809.0,534109.0,173706.0,168713.0,454884.0,565357.0,595970.0
A,AFR_OTH,PER,N_GE4,NR,DE,2363892.0,2264760.0,2596731.0,1957687.0,1810062.0,2877076.0,3484630.0,3028883.0,589041.0,985832.0,1575283.0,2549248.0,3831530.0
A,AFR_OTH,PER,N_GE4,NR,EA20,7471909.0,6678262.0,6994467.0,5727399.0,4577922.0,6594873.0,8025646.0,8418328.0,2151501.0,2359703.0,6038621.0,8663382.0,10400979.0
A,AFR_OTH,PER,N_GE4,NR,ES,557622.0,507067.0,515314.0,520352.0,556385.0,648927.0,775713.0,782152.0,160855.0,241702.0,745053.0,1202451.0,1265946.0
A,AFR_OTH,PER,N_GE4,NR,EU27_2020,8509334.0,7545337.0,7956501.0,6517174.0,5212810.0,7667335.0,8983100.0,9618749.0,2383151.0,2825498.0,7214217.0,10017577.0,12274821.0
A,AFR_OTH,PER,N_GE4,NR,FR,2143357.0,1942305.0,1709722.0,1219918.0,971201.0,1498242.0,1744630.0,1974337.0,743337.0,464353.0,1614233.0,2352469.0,2581244.0
A,AFR_OTH,PER,N_GE4,NR,HU,60900.0,54915.0,49519.0,29208.0,23937.0,58561.0,49170.0,116835.0,8636.0,30561.0,44351.0,69502.0,110812.0
A,AFR_OTH,PER,N_GE4,NR,LT,19141.0,17877.0,37436.0,27836.0,25250.0,37773.0,65133.0,71788.0,17917.0,27320.0,54944.0,65483.0,68628.0
A,AFR_OTH,PER,N_GE4,NR,LU,31803.0,35426.0,29725.0,23600.0,24251.0,27847.0,36622.0,36969.0,16975.0,28759.0,65856.0,71309.0,68901.0
A,AFR_OTH,PER,N_GE4,NR,NL,503812.0,397002.0,390131.0,380549.0,284330.0,418782.0,434574.0,481757.0,119543.0,100918.0,319362.0,385555.0,506737.0
A,AFR_OTH,PER,N_GE4,NR,PL,312226.0,332689.0,403387.0,404071.0,191542.0,221701.0,284912.0,318869.0,67159.0,140952.0,303610.0,425413.0,576373.0
A,AFR_OTH,PER,N_GE4,NR,PT,64945.0,63040.0,57362.0,59412.0,39003.0,74212.0,120703.0,105978.0,18770.0,20359.0,137002.0,145918.0,168553.0
A,AFR_OTH,PER_VFR,N_GE1,NR,EA20,998437.0,1158448.0,1572367.0,1582647.0,1041436.0,1277826.0,1250284.0,1524359.0,379954.0,818112.0,1341923.0,2039907.0,2298463.0
A,AFR_OTH,PER_VFR,N_GE1,NR,ES,418343.0,418988.0,434178.0,405733.0,435085.0,468470.0,488987.0,441394.0,96185.0,200571.0,476037.0,753861.0,915038.0
A,AFR_OTH,PER_VFR,N_GE1,NR,EU27_2020,1029615.0,1167419.0,1600204.0,1607209.0,1083550.0,1435301.0,1318480.0,1668324.0,420475.0,839635.0,1421645.0,2127176.0,2345569.0
A,AFR_OTH,PER_VFR,N_GE4,NR,EA20,904333.0,1069149.0,1434821.0,1495545.0,969319.0,1137106.0,1153585.0,1401207.0,365171.0,808649.0,1211369.0,1815554.0,2076131.0
A,AFR_OTH,PER_VFR,N_GE4,NR,EU27_2020,933237.0,1075891.0,1460461.0,1516335.0,1011433.0,1292735.0,1217666.0,1514573.0,400992.0,830171.0,1291091.0,1902824.0,2123237.0
A,AFR_OTH,PROF,N_GE1,NR,EA20,710756.0,1080524.0,652896.0,769375.0,580234.0,1040052.0,768368.0,732291.0,241317.0,187012.0,432969.0,565382.0,1423879.0
A,AFR_OTH,PROF,N_GE1,NR,EU27_2020,737715.0,1137764.0,671939.0,814168.0,606814.0,1146853.0,836143.0,837964.0,242244.0,192049.0,470325.0,586767.0,1497605.0
A,AFR_OTH,PROF,N_GE4,NR,EA20,526221.0,844052.0,482749.0,483378.0,409598.0,810126.0,536716.0,497643.0,132004.0,159953.0,332324.0,438965.0,424865.0
A,AFR_OTH,PROF,N_GE4,NR,EU27_2020,552355.0,863168.0,500959.0,524036.0,428093.0,911208.0,601784.0,598231.0,132931.0,164864.0,364913.0,458258.0,498591.0
A,AFR_OTH,TOTAL,N1-3,NR,EA20,463168.0,632463.0,525752.0,576210.0,435142.0,648090.0,563647.0,645601.0,183185.0,119338.0,481456.0,728019.0,1724485.0
A,AFR_OTH,TOTAL,N1-3,NR,EU27_2020,473753.0,677043.0,535003.0,591649.0,446987.0,677837.0,582905.0,685128.0,193292.0,119464.0,487355.0,732399.0,1809370.0
A,AFR_OTH,TOTAL,N_GE1,NR,BE,425599.0,530180.0,390084.0,388360.0,298996.0,479532.0,543603.0,602620.0,229982.0,181452.0,530190.0,613037.0,650125.0
A,AFR_OTH,TOTAL,N_GE1,NR,DE,2507671.0,2888672.0,2804299.0,2254636.0,1946502.0,3495849.0,3732370.0,3135587.0,598101.0,1035643.0,1744204.0,2661450.0,3924951.0
A,AFR_OTH,TOTAL,N_GE1,NR,EA20,8461298.0,8154777.0,8002969.0,6786987.0,5422662.0,8053090.0,9126008.0,9561572.0,2466690.0,2638995.0,6852400.0,9830365.0,12550328.0
A,AFR_OTH,TOTAL,N_GE1,NR,ES,807233.0,774481.0,777849.0,731443.0,833356.0,887468.0,1030465.0,1057285.0,189482.0,257290.0,916002.0,1443381.0,1610000.0
A,AFR_OTH,TOTAL,N_GE1,NR,EU27_2020,9535441.0,9085549.0,8992463.0,7632859.0,6087890.0,9256381.0,10167789.0,10902108.0,2709375.0,3109826.0,8066485.0,11208234.0,14582782.0
A,AFR_OTH,TOTAL,N_GE1,NR,FR,2450490.0,2227370.0,2019662.0,1430812.0,1177540.0,1839802.0,2117927.0,2348778.0,903607.0,603868.0,1869555.0,2782499.0,3974736.0
A,AFR_OTH,TOTAL,N_GE1,NR,HU,64452.0,57105.0,51265.0,31620.0,25855.0,62766.0,49170.0,119424.0,8950.0,32806.0,49274.0,73984.0,112972.0
A,AFR_OTH,TOTAL,N_GE1,NR,LT,22719.0,21316.0,37892.0,28204.0,25531.0,39103.0,66288.0,80408.0,19493.0,33019.0,58427.0,79172.0,74656.0
A,AFR_OTH,TOTAL,N_GE1,NR,LU,36526.0,40494.0,35239.0,26023.0,27394.0,42921.0,41983.0,44972.0,20577.0,30032.0,69687.0,75804.0,82787.0
A,AFR_OTH,TOTAL,N_GE1,NR,NL,515884.0,445514.0,418723.0,402941.0,307079.0,439283.0,474270.0,534406.0,129770.0,110307.0,348521.0,432585.0,552029.0
A,AFR_OTH,TOTAL,N_GE1,NR,PL,317854.0,338093.0,413193.0,408230.0,194652.0,227585.0,294085.0,326007.0,67771.0,143743.0,306135.0,430771.0,582657.0
A,AFR_OTH,TOTAL,N_GE1,NR,PT,113523.0,86373.0,81589.0,93469.0,63719.0,92332.0,156645.0,159932.0,27504.0,31080.0,156182.0,177579.0,220368.0
A,AFR_OTH,TOTAL,N_GE4,NR,BE,412420.0,516634.0,378773.0,379997.0,290080.0,445314.0,500684.0,559152.0,183180.0,178542.0,491353.0,588405.0,628200.0
A,AFR_OTH,TOTAL,N_GE4,NR,DE,2462586.0,2696457.0,2755422.0,2065446.0,1919700.0,3380739.0,3715623.0,3135587.0,598101.0,985832.0,1636701.0,2610245.0,3862994.0
A,AFR_OTH,TOTAL,N_GE4,NR,EA20,7998130.0,7522314.0,7477217.0,6210776.0,4987520.0,7404999.0,8562361.0,8915971.0,2283505.0,2519656.0,6370945.0,9102346.0,10825844.0
A,AFR_OTH,TOTAL,N_GE4,NR,ES,596991.0,611052.0,584070.0,591937.0,633639.0,689087.0,826022.0,829343.0,166075.0,251657.0,789648.0,1252855.0,1292564.0
A,AFR_OTH,TOTAL,N_GE4,NR,EU27_2020,9061688.0,8408505.0,8457460.0,7041211.0,5640903.0,8578543.0,9584884.0,10216980.0,2516082.0,2990363.0,7579130.0,10475835.0,12773412.0
A,AFR_OTH,TOTAL,N_GE4,NR,FR,2292881.0,2075213.0,1824470.0,1299698.0,1078532.0,1649647.0,1872745.0,2109729.0,813414.0,550749.0,1731071.0,2496135.0,2803274.0
A,AFR_OTH,TOTAL,N_GE4,NR,HU,63626.0,56896.0,50882.0,30977.0,25155.0,62400.0,49170.0,118220.0,8950.0,32806.0,46720.0,72490.0,112972.0
A,AFR_OTH,TOTAL,N_GE4,NR,LT,19683.0,20229.0,37525.0,28204.0,25531.0,39103.0,65897.0,78247.0,19355.0,31950.0,58237.0,71978.0,73875.0
A,AFR_OTH,TOTAL,N_GE4,NR,LU,34844.0,39507.0,33088.0,25134.0,25345.0,34270.0,39809.0,41872.0,19662.0,29797.0,67650.0,74124.0,78852.0
A,AFR_OTH,TOTAL,N_GE4,NR,NL,514117.0,418166.0,405524.0,390713.0,291492.0,427414.0,444359.0,484134.0,126533.0,107721.0,339500.0,428238.0,529049.0
A,AFR_OTH,TOTAL,N_GE4,NR,PL,314685.0,338093.0,410694.0,406254.0,194350.0,225112.0,287212.0,322964.0,67771.0,143618.0,305003.0,428930.0,581417.0
A,AFR_OTH,TOTAL,N_GE4,NR,PT,102148.0,85186.0,79113.0,87810.0,55093.0,87127.0,152193.0,145823.0,24243.0,31080.0,152271.0,168444.0,197878.0
A,AME,PER,N1-3,NR,EA20,301167.0,129802.0,148580.0,222122.0,172527.0,278881.0,319714.0,160068.0,30651.0,60722.0,81730.0,321394.0,107368.0
A,AME,PER,N1-3,NR,EU27_2020,332437.0,200166.0,191450.0,266437.0,217093.0,303117.0,321702.0,177028.0,41562.0,66896.0,94749.0,333255.0,122367.0
A,AME,PER,N_GE1,NR,BE,255950.0,268267.0,297544.0,248754.0,288581.0,301678.0,357505.0,368991.0,79250.0,80120.0,228544.0,369893.0,360714.0
A,AME,PER,N_GE1,NR,DE,3368312.0,3458206.0,2997894.0,3371960.0,3390128.0,4134258.0,4165373.0,3759596.0,678104.0,829985.0,2645003.0,2970147.0,3986454.0
A,AME,PER,N_GE1,NR,EA20,9065672.0,8675990.0,8153063.0,8469810.0,9832503.0,10158063.0,10672190.0,10240046.0,2362539.0,2251623.0,8153449.0,9021479.0,10584444.0
A,AME,PER,N_GE1,NR,ES,881273.0,856694.0,829543.0,1012116.0,1181812.0,999093.0,1176180.0,1119870.0,337291.0,452334.0,1332311.0,1198995.0,1406330.0
A,AME,PER,N_GE1,NR,EU27_2020,10110404.0,9780299.0,9300427.0,9620736.0,10995986.0,11853423.0,12185572.0,11773028.0,2789573.0,2476030.0,9201284.0,10230149.0,11897546.0
A,AME,PER,N_GE1,NR,FR,1765707.0,1910102.0,1821509.0,1484044.0,1728092.0,1809859.0,1882354.0,2131098.0,489953.0,294441.0,1477308.0,1804619.0,2048745.0
A,AME,PER,N_GE1,NR,HU,80082.0,102310.0,108583.0,102123.0,115633.0,111897.0,112473.0,204899.0,40821.0,16513.0,38045.0,74775.0,100242.0
A,AME,PER,N_GE1,NR,LT,23959.0,21370.0,21466.0,20372.0,19824.0,19903.0,14524.0,15975.0,3330.0,3166.0,11033.0,10511.0,11645.0
A,AME,PER,N_GE1,NR,LU,39853.0,45470.0,40364.0,43303.0,45831.0,63117.0,56776.0,61458.0,12824.0,13081.0,60608.0,64364.0,65044.0
A,AME,PER,N_GE1,NR,NL,874100.0,701150.0,770848.0,808737.0,846635.0,1016438.0,975052.0,989614.0,308126.0,323227.0,1104859.0,887532.0,953298.0
A,AME,PER,N_GE1,NR,PL,111784.0,173179.0,176766.0,199220.0,227046.0,230276.0,244451.0,266050.0,88420.0,86196.0,235268.0,291082.0,311563.0
A,AME,PER,N_GE1,NR,PT,78348.0,58077.0,79719.0,81771.0,47984.0,144925.0,136550.0,148310.0,26356.0,52894.0,158856.0,185435.0,174546.0
A,AME,PER,N_GE4,NR,BE,253399.0,266832.0,294326.0,245731.0,280343.0,297830.0,354957.0,361832.0,75769.0,78739.0,228544.0,339841.0,357615.0
A,AME,PER,N_GE4,NR,DE,3138325.0,3400341.0,2887697.0,3216695.0,3278540.0,4007601.0,3957236.0,3668376.0,678104.0,824148.0,2631303.0,2818112.0,3986454.0
A,AME,PER,N_GE4,NR,EA20,8764505.0,8546188.0,8004484.0,8247689.0,9659976.0,9879182.0,10352477.0,10079978.0,2331887.0,2190902.0,8071719.0,8700086.0,10477076.0
A,AME,PER,N_GE4,NR,ES,868606.0,849011.0,817163.0,1003720.0,1163413.0,994463.0,1168479.0,1115820.0,337291.0,451561.0,1332311.0,1186993.0,1393586.0
A,AME,PER,N_GE4,NR,EU27_2020,9777966.0,9580133.0,9108977.0,9354299.0,10778893.0,11550307.0,11863870.0,11596000.0,2748011.0,2409135.0,9106535.0,9896894.0,11775179.0
A,AME,PER,N_GE4,NR,FR,1738727.0,1903389.0,1815742.0,1462738.0,1717500.0,1787444.0,1862077.0,2093236.0,474568.0,277358.0,1458902.0,1741622.0,1989972.0
A,AME,PER,N_GE4,NR,HU,78995.0,102310.0,108145.0,101477.0,115405.0,109941.0,112473.0,204465.0,40821.0,16097.0,38045.0,74775.0,100242.0
A,AME,PER,N_GE4,NR,LT,22207.0,21188.0,21095.0,20209.0,19824.0,19903.0,14524.0,15832.0,3186.0,3002.0,11033.0,10511.0,11195.0
A,AME,PER,N_GE4,NR,LU,38547.0,44760.0,39623.0,42414.0,45680.0,60986.0,56202.0,60871.0,12556.0,13081.0,59090.0,63085.0,62724.0
A,AME,PER,N_GE4,NR,NL,868872.0,685534.0,767027.0,803764.0,841649.0,987302.0,971542.0,986540.0,304369.0,317191.0,1074264.0,861233.0,942030.0
A,AME,PER,N_GE4,NR,PL,111784.0,173179.0,173738.0,196853.0,224767.0,225720.0,244451.0,266050.0,85821.0,85155.0,234725.0,290908.0,310445.0
A,AME,PER,N_GE4,NR,PT,74870.0,57027.0,79719.0,81617.0,46147.0,139548.0,131317.0,145968.0,26356.0,52894.0,158143.0,182873.0,173227.0
A,AME,PER_VFR,N_GE1,NR,EA20,1818123.0,1875245.0,1795489.0,2275012.0,2488584.0,2266621.0,2553800.0,2046401.0,695474.0,845489.0,2176421.0,2670843.0,3527086.0
