freq,c_dest,purpose,duration,unit,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	2112239 	5246298 	6807302 	11380415 	9492673 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	3576340 	6524657 	8794245 	11253315 	13443604 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	668165 u	781964 u	763791 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	3609971 u	6531845 u	11215307 	: 	: 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	1782357 u	1880119 	2197559 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	2953515 u	2158242 u	1783321 u	2856258 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	17006630 u	30987366 	39453870 	73965576 	77425236 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	1910240 u	2118353 u	3420825 	2729856 	5384274 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	61878674 	90825162 	150393361 	205857223 	218098642 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	625957 u	408085 u	796195 u	1083036 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	1256807 	1137459 	1920795 	1859844 	1611562 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	10470050 	16917031 	31830085 	34681998 	42234594 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	81326065 	116588328 	190232508 	247417032 e	267495365 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	2283005 u	2974007 u	4490251 	6414451 	5284023 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	5445889 	5489022 	11111720 	16422797 	17176784 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	851869 u	1147753 	1582794 	2492072 	2024161 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	1098206 	1180778 	2023976 	1932147 	1883497 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	2408942 	2266250 	5194320 	9569900 	9165037 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	9624113 u	9828938 u	17298523 	14474311 	12277338 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	770606 	421859 	1393963 	1521945 	1466330 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	547662 	1035248 	1742254 	2029469 	1905042 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	575226 u	939900 u	1281643 	1234455 	757069 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	193220 u	133357 u	: 	: 	: 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	161340 u	289351 u	159138 u	383615 	628859 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	1978748 	1795335 u	10827151 	9080097 	14037630 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	3657451 	4409275 	3187222 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	8078654 	9425395 	16433486 	17666525 	17119799 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	1097723 	1330730 	2430344 	3011941 	3117972 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	356525 u	473043 u	1344647 	628848 u
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	7103577 	9629179 	14661409 u	: 	20760257 u
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	1021312 	1514776 	2146409 	2073240 
A,NEU27_2020_FOR,PER_VFR,N_GE4,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	1258298 u	696893 u
A,NEU27_2020_FOR,PROF,N1-3,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,NEU27_2020_FOR,PROF,N1-3,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	73981 u	: u	419401 	277416 	249549 
A,NEU27_2020_FOR,PROF,N1-3,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	167613 u	: u	154387 u	211356 	155086 u
A,NEU27_2020_FOR,PROF,N1-3,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,PROF,N1-3,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,NEU27_2020_FOR,PROF,N1-3,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	56991 u	: u
A,NEU27_2020_FOR,PROF,N1-3,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u	: u
A,NEU27_2020_FOR,PROF,N1-3,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	1288753 u	: u	1749700 u	2766166 u	3362398 u
A,NEU27_2020_FOR,PROF,N1-3,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	218713 u	230931 u	263612 u
A,NEU27_2020_FOR,PROF,N1-3,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	2865539 	1481637 	4906728 	6208382 	8475329 
A,NEU27_2020_FOR,PROF,N1-3,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,PROF,N1-3,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,PROF,N1-3,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	: u	84382 u	277847 	404699 	475051 
A,NEU27_2020_FOR,PROF,N1-3,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	3476101 	2174348 	6185138 	7635214 e	9752936 
A,NEU27_2020_FOR,PROF,N1-3,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	195158 u	189990 u
A,NEU27_2020_FOR,PROF,N1-3,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	488345 u	351835 u	812941 	646944 u	2258582 
A,NEU27_2020_FOR,PROF,N1-3,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	61820 u	68303 u	68540 u
A,NEU27_2020_FOR,PROF,N1-3,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	118998 	98709 	195401 	215718 	161916 
A,NEU27_2020_FOR,PROF,N1-3,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	127985 	117969 u	386834 	524066 	628230 
A,NEU27_2020_FOR,PROF,N1-3,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,NEU27_2020_FOR,PROF,N1-3,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	34013 	30280 	67881 	62542 	43384 
A,NEU27_2020_FOR,PROF,N1-3,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	22434 u	21265 u	78559 	101450 	139556 
A,NEU27_2020_FOR,PROF,N1-3,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,PROF,N1-3,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,NEU27_2020_FOR,PROF,N1-3,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	29905 u	: u	: u	36440 	34389 u
A,NEU27_2020_FOR,PROF,N1-3,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	290962 	134949 u	343537 	278276 	405216 
A,NEU27_2020_FOR,PROF,N1-3,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	234813 u	193839 u	278327 u
A,NEU27_2020_FOR,PROF,N1-3,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	52550 u	51306 	85849 	119355 	91680 
A,NEU27_2020_FOR,PROF,N1-3,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	65269 u	: u	59670 u	71011 u	79632 u
A,NEU27_2020_FOR,PROF,N1-3,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	397644 u	: u	: u	: 	: u
A,NEU27_2020_FOR,PROF,N1-3,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	38146 u	55171 u	99807 	151616 
A,NEU27_2020_FOR,PROF,N1-3,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u	: u
A,NEU27_2020_FOR,PROF,N_GE1,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,NEU27_2020_FOR,PROF,N_GE1,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	1837336 	1020598 u	2835979 	2278703 	3375667 
A,NEU27_2020_FOR,PROF,N_GE1,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	2802257 	2429458 u	2826957 	2154608 	2725556 
A,NEU27_2020_FOR,PROF,N_GE1,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,PROF,N_GE1,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,NEU27_2020_FOR,PROF,N_GE1,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	431149 u	455169 	277593 u
A,NEU27_2020_FOR,PROF,N_GE1,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,PROF,N_GE1,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	6394036 u	15004409 u	19769546 	18684744 	29463609 
A,NEU27_2020_FOR,PROF,N_GE1,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	1836080 u	4485639 	1751640 
A,NEU27_2020_FOR,PROF,N_GE1,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	22026811 	29649239 	47478327 	50748879 	64462416 
A,NEU27_2020_FOR,PROF,N_GE1,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	302439 u	275984 u	466118 u	422424 u
A,NEU27_2020_FOR,PROF,N_GE1,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	164356 u	158306 u	176160 u
A,NEU27_2020_FOR,PROF,N_GE1,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	1421043 	1536243 	4287283 	4884075 	4588894 
A,NEU27_2020_FOR,PROF,N_GE1,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	24649567 	35987869 	55238851 	60846296 e	72873722 
A,NEU27_2020_FOR,PROF,N_GE1,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	1588282 u	1023201 u	1508078 	2050675 	2200566 
A,NEU27_2020_FOR,PROF,N_GE1,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	3347496 	2528670 	5455813 	5303924 	9231713 
A,NEU27_2020_FOR,PROF,N_GE1,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	310228 u	264072 	194953 u	325580 
A,NEU27_2020_FOR,PROF,N_GE1,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	302278 	553844 	735880 	830694 	787090 
A,NEU27_2020_FOR,PROF,N_GE1,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	758139 	411545 u	1314770 	1521293 	2425840 
A,NEU27_2020_FOR,PROF,N_GE1,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	1998715 u	2342581 u	1488952 u
A,NEU27_2020_FOR,PROF,N_GE1,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	225208 	315726 	742394 	1041655 	1023745 
A,NEU27_2020_FOR,PROF,N_GE1,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	141341 	189117 	351456 	674958 	688434 
A,NEU27_2020_FOR,PROF,N_GE1,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	543511 u	482006 u
A,NEU27_2020_FOR,PROF,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,NEU27_2020_FOR,PROF,N_GE1,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	120762 	128393 u	137019 u	165463 	281349 
A,NEU27_2020_FOR,PROF,N_GE1,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	1215050 	1284186 	3261263 	5931081 	3338410 
A,NEU27_2020_FOR,PROF,N_GE1,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1018294 u	2730314 	911768 u	1769317 
A,NEU27_2020_FOR,PROF,N_GE1,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	1455342 	1250821 	2277728 	1901615 	2597369 
A,NEU27_2020_FOR,PROF,N_GE1,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	356277 u	615576 u	1045556 	1224974 	833031 
A,NEU27_2020_FOR,PROF,N_GE1,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,NEU27_2020_FOR,PROF,N_GE1,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	757121 u	3235551 u	2395250 u	: 	: u
A,NEU27_2020_FOR,PROF,N_GE1,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	395545 	362329 	434215 	486757 
A,NEU27_2020_FOR,PROF,N_GE1,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,PROF,N_GE4,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,NEU27_2020_FOR,PROF,N_GE4,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	1763355 u	940934 u	2416578 	2001287 	3126118 
A,NEU27_2020_FOR,PROF,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	2634644 u	2412015 u	2672570 	1943252 	2570469 
A,NEU27_2020_FOR,PROF,N_GE4,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,PROF,N_GE4,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,NEU27_2020_FOR,PROF,N_GE4,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	341111 u	398178 u	199282 u
A,NEU27_2020_FOR,PROF,N_GE4,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,PROF,N_GE4,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	5105283 u	14609883 u	18019845 	15918577 	26101211 
A,NEU27_2020_FOR,PROF,N_GE4,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	1617367 u	4254708 u	1488028 
A,NEU27_2020_FOR,PROF,N_GE4,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	19161272 	28167602 	42571600 	44540497 	55987087 
A,NEU27_2020_FOR,PROF,N_GE4,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	255170 u	448400 u	407437 u
A,NEU27_2020_FOR,PROF,N_GE4,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	149753 u	141977 u	154347 u
A,NEU27_2020_FOR,PROF,N_GE4,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	1365725 u	1451860 u	4009437 	4479376 	4113843 
A,NEU27_2020_FOR,PROF,N_GE4,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	21173466 	33813521 	49053713 	53211082 e	63120786 
A,NEU27_2020_FOR,PROF,N_GE4,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	1371462 u	1855517 u	2010576 
A,NEU27_2020_FOR,PROF,N_GE4,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	2859151 u	2176835 u	4642872 	4656980 	6973132 
A,NEU27_2020_FOR,PROF,N_GE4,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	202252 u	: u	257040 u
A,NEU27_2020_FOR,PROF,N_GE4,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	183280 	455135 	540479 	614976 	625174 
A,NEU27_2020_FOR,PROF,N_GE4,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	630154 	: u	927936 u	997227 u	1797610 u
A,NEU27_2020_FOR,PROF,N_GE4,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,PROF,N_GE4,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	191195 	285446 	674513 	979114 	980360 
A,NEU27_2020_FOR,PROF,N_GE4,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	118907 u	167852 u	272897 	573509 	548878 
A,NEU27_2020_FOR,PROF,N_GE4,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	520074 u	445307 u
A,NEU27_2020_FOR,PROF,N_GE4,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	90857 u	115233 u	127838 u	129022 	246959 
A,NEU27_2020_FOR,PROF,N_GE4,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	924089 u	1149237 	2917726 	5652805 	2933193 
A,NEU27_2020_FOR,PROF,N_GE4,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	2495501 	717929 u	1490989 u
A,NEU27_2020_FOR,PROF,N_GE4,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	1402792 	1199516 	2191880 	1782260 	2505689 
A,NEU27_2020_FOR,PROF,N_GE4,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	291008 u	599694 u	985885 	1153963 	753398 
A,NEU27_2020_FOR,PROF,N_GE4,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,NEU27_2020_FOR,PROF,N_GE4,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: u
A,NEU27_2020_FOR,PROF,N_GE4,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	357399 u	307158 u	334408 u	335141 u
A,NEU27_2020_FOR,PROF,N_GE4,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N1-3,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	159256 	: 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	302636 	555905 	1250579 	1515947 	1580177 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	375240 	200154 u	644557 	848720 	817592 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	82953 u	234144 	318945 	556668 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	199914 u	235735 	191203 u
A,NEU27_2020_FOR,TOTAL,N1-3,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	215106 u	: u
A,NEU27_2020_FOR,TOTAL,N1-3,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	3551177 	2583605 u	6742240 	7385711 	8150346 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	300382 u	: u	670342 	730561 	1571165 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	10742163 	8995789 	23266966 	29815278 	32790485 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	55232 u	: u	123038 u	143798 	127510 u
A,NEU27_2020_FOR,TOTAL,N1-3,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	90839 u	66436 u	125998 	128782 	239010 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	1047768 	1072090 	2413270 	2908790 	3203547 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	12850643 	11105073 	27246400 	34250988 e	40051931 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	242055 u	158931 u	313847 u	693763 	669138 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	2090954 	1544914 	3045498 	4852107 	6538811 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	267080 	332376 	609009 	926189 	792457 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	427368 	557330 	780309 	798523 	835536 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	1163274 	1047017 	3736268 	4759058 	5416800 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	1074723 u	1334899 	1008779 u
A,NEU27_2020_FOR,TOTAL,N1-3,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	119926 	78649 	283911 	251213 	210076 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	66106 	77113 	194502 	245937 	314625 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	134886 	191397 	210132 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	42055 u	116253 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	48706 	29091 u	53323 	104552 	110934 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	703564 	366350 	1564413 	1869137 	1701992 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	752404 	728991 	812060 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	363099 	191384 	490599 	629053 	636659 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	147277 	: u	209074 	271697 	392742 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	70181 u	: u	: u
A,NEU27_2020_FOR,TOTAL,N1-3,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	905460 	1088797 u	1660398 u	: 	3424939 u
A,NEU27_2020_FOR,TOTAL,N1-3,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	287344 	480272 	972632 	961182 
A,NEU27_2020_FOR,TOTAL,N1-3,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	175215 u	153433 u
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	735820 	: 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	7442147 	9907326 	25068686 	33302573 	37470483 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	11575237 	16285631 	26864702 	33138793 	44432541 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	643482 	612411 	1974857 	2077452 	3014720 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	15066021 	16623474 	24604500 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	2493302 	1830241 u	3926376 	4866578 	5328012 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	1471395 u	5868119 	11972975 	13236223 	14951585 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	72754856 	109307099 	249564047 	304883117 	342666801 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	13133488 	5447122 	15191714 	18691443 	25168989 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	206210681 	249967667 	601388822 	739101919 	812411987 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	1664008 	1840607 	2715901 	3742620 	4478212 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	1748127 	1865997 	4302715 	4553469 	4199216 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	17855517 	26563484 	61112082 	69919818 	78385770 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	254447298 	302220718 	697037026 	847912873 e	966537328 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	10777128 	6825587 	14640375 	19308605 	19773789 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	32776155 	22765003 	70074134 	98340950 	107356941 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	1584651 	2515117 	3211797 	4751233 	5038082 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	3158428 	3863603 	6086861 	8199348 	8952998 
